location,location_name,type,quantile,value,target_end_date,forecast_date,target
GM,Germany,point,,64966.5,2021-02-13,2021-02-08,1 wk ahead cum death
GM,Germany,quantile,0.01,64432.85,2021-02-13,2021-02-08,1 wk ahead cum death
GM,Germany,quantile,0.025,64550.975,2021-02-13,2021-02-08,1 wk ahead cum death
GM,Germany,quantile,0.05,64628.9,2021-02-13,2021-02-08,1 wk ahead cum death
GM,Germany,quantile,0.1,64710.9,2021-02-13,2021-02-08,1 wk ahead cum death
GM,Germany,quantile,0.15,64761.85,2021-02-13,2021-02-08,1 wk ahead cum death
GM,Germany,quantile,0.2,64799.6,2021-02-13,2021-02-08,1 wk ahead cum death
GM,Germany,quantile,0.25,64835,2021-02-13,2021-02-08,1 wk ahead cum death
GM,Germany,quantile,0.3,64864,2021-02-13,2021-02-08,1 wk ahead cum death
GM,Germany,quantile,0.35,64890,2021-02-13,2021-02-08,1 wk ahead cum death
GM,Germany,quantile,0.4,64924,2021-02-13,2021-02-08,1 wk ahead cum death
GM,Germany,quantile,0.45,64946,2021-02-13,2021-02-08,1 wk ahead cum death
GM,Germany,quantile,0.5,64966.5,2021-02-13,2021-02-08,1 wk ahead cum death
GM,Germany,quantile,0.55,64994,2021-02-13,2021-02-08,1 wk ahead cum death
GM,Germany,quantile,0.6,65023,2021-02-13,2021-02-08,1 wk ahead cum death
GM,Germany,quantile,0.65,65045,2021-02-13,2021-02-08,1 wk ahead cum death
GM,Germany,quantile,0.7,65069,2021-02-13,2021-02-08,1 wk ahead cum death
GM,Germany,quantile,0.75,65097.25,2021-02-13,2021-02-08,1 wk ahead cum death
GM,Germany,quantile,0.8,65136,2021-02-13,2021-02-08,1 wk ahead cum death
GM,Germany,quantile,0.85,65178.3,2021-02-13,2021-02-08,1 wk ahead cum death
GM,Germany,quantile,0.9,65226.3,2021-02-13,2021-02-08,1 wk ahead cum death
GM,Germany,quantile,0.95,65308,2021-02-13,2021-02-08,1 wk ahead cum death
GM,Germany,quantile,0.975,65377.05,2021-02-13,2021-02-08,1 wk ahead cum death
GM,Germany,quantile,0.99,65470.03,2021-02-13,2021-02-08,1 wk ahead cum death
GM,Germany,point,,3680.5,2021-02-13,2021-02-08,1 wk ahead inc death
GM,Germany,quantile,0.01,3146.85,2021-02-13,2021-02-08,1 wk ahead inc death
GM,Germany,quantile,0.025,3264.975,2021-02-13,2021-02-08,1 wk ahead inc death
GM,Germany,quantile,0.05,3342.9,2021-02-13,2021-02-08,1 wk ahead inc death
GM,Germany,quantile,0.1,3424.9,2021-02-13,2021-02-08,1 wk ahead inc death
GM,Germany,quantile,0.15,3475.85,2021-02-13,2021-02-08,1 wk ahead inc death
GM,Germany,quantile,0.2,3513.6,2021-02-13,2021-02-08,1 wk ahead inc death
GM,Germany,quantile,0.25,3549,2021-02-13,2021-02-08,1 wk ahead inc death
GM,Germany,quantile,0.3,3578,2021-02-13,2021-02-08,1 wk ahead inc death
GM,Germany,quantile,0.35,3604,2021-02-13,2021-02-08,1 wk ahead inc death
GM,Germany,quantile,0.4,3638,2021-02-13,2021-02-08,1 wk ahead inc death
GM,Germany,quantile,0.45,3660,2021-02-13,2021-02-08,1 wk ahead inc death
GM,Germany,quantile,0.5,3680.5,2021-02-13,2021-02-08,1 wk ahead inc death
GM,Germany,quantile,0.55,3708,2021-02-13,2021-02-08,1 wk ahead inc death
GM,Germany,quantile,0.6,3737,2021-02-13,2021-02-08,1 wk ahead inc death
GM,Germany,quantile,0.65,3759,2021-02-13,2021-02-08,1 wk ahead inc death
GM,Germany,quantile,0.7,3783,2021-02-13,2021-02-08,1 wk ahead inc death
GM,Germany,quantile,0.75,3811.25,2021-02-13,2021-02-08,1 wk ahead inc death
GM,Germany,quantile,0.8,3850,2021-02-13,2021-02-08,1 wk ahead inc death
GM,Germany,quantile,0.85,3892.3,2021-02-13,2021-02-08,1 wk ahead inc death
GM,Germany,quantile,0.9,3940.3,2021-02-13,2021-02-08,1 wk ahead inc death
GM,Germany,quantile,0.95,4022,2021-02-13,2021-02-08,1 wk ahead inc death
GM,Germany,quantile,0.975,4091.05,2021-02-13,2021-02-08,1 wk ahead inc death
GM,Germany,quantile,0.99,4184.03,2021-02-13,2021-02-08,1 wk ahead inc death
GM,Germany,point,,68032.5,2021-02-20,2021-02-08,2 wk ahead cum death
GM,Germany,quantile,0.01,67034.7,2021-02-20,2021-02-08,2 wk ahead cum death
GM,Germany,quantile,0.025,67256.875,2021-02-20,2021-02-08,2 wk ahead cum death
