location,location_name,type,quantile,value,target_end_date,forecast_date,target
PL,Poland,point,,36982.5,2021-01-30,2021-01-25,1 wk ahead cum death
PL,Poland,quantile,0.01,36203.06,2021-01-30,2021-01-25,1 wk ahead cum death
PL,Poland,quantile,0.025,36306.075,2021-01-30,2021-01-25,1 wk ahead cum death
PL,Poland,quantile,0.05,36394.05,2021-01-30,2021-01-25,1 wk ahead cum death
PL,Poland,quantile,0.1,36487,2021-01-30,2021-01-25,1 wk ahead cum death
PL,Poland,quantile,0.15,36558.45,2021-01-30,2021-01-25,1 wk ahead cum death
PL,Poland,quantile,0.2,36615.2,2021-01-30,2021-01-25,1 wk ahead cum death
PL,Poland,quantile,0.25,36692,2021-01-30,2021-01-25,1 wk ahead cum death
PL,Poland,quantile,0.3,36757.3,2021-01-30,2021-01-25,1 wk ahead cum death
PL,Poland,quantile,0.35,36813.7,2021-01-30,2021-01-25,1 wk ahead cum death
PL,Poland,quantile,0.4,36868.6,2021-01-30,2021-01-25,1 wk ahead cum death
PL,Poland,quantile,0.45,36919.45,2021-01-30,2021-01-25,1 wk ahead cum death
PL,Poland,quantile,0.5,36982.5,2021-01-30,2021-01-25,1 wk ahead cum death
PL,Poland,quantile,0.55,37049.55,2021-01-30,2021-01-25,1 wk ahead cum death
PL,Poland,quantile,0.6,37118.6,2021-01-30,2021-01-25,1 wk ahead cum death
PL,Poland,quantile,0.65,37205.25,2021-01-30,2021-01-25,1 wk ahead cum death
PL,Poland,quantile,0.7,37299.1,2021-01-30,2021-01-25,1 wk ahead cum death
PL,Poland,quantile,0.75,37399,2021-01-30,2021-01-25,1 wk ahead cum death
PL,Poland,quantile,0.8,37499.8,2021-01-30,2021-01-25,1 wk ahead cum death
PL,Poland,quantile,0.85,37609.4,2021-01-30,2021-01-25,1 wk ahead cum death
PL,Poland,quantile,0.9,37776.5,2021-01-30,2021-01-25,1 wk ahead cum death
PL,Poland,quantile,0.95,38012.5,2021-01-30,2021-01-25,1 wk ahead cum death
PL,Poland,quantile,0.975,38196.85,2021-01-30,2021-01-25,1 wk ahead cum death
PL,Poland,quantile,0.99,38400.81,2021-01-30,2021-01-25,1 wk ahead cum death
PL,Poland,point,,2088.5,2021-01-30,2021-01-25,1 wk ahead inc death
PL,Poland,quantile,0.01,1309.06,2021-01-30,2021-01-25,1 wk ahead inc death
PL,Poland,quantile,0.025,1412.075,2021-01-30,2021-01-25,1 wk ahead inc death
PL,Poland,quantile,0.05,1500.05,2021-01-30,2021-01-25,1 wk ahead inc death
PL,Poland,quantile,0.1,1593,2021-01-30,2021-01-25,1 wk ahead inc death
