"forecast_date","target","target_end_date","location","type","quantile","value"
2021-01-18,"1 wk ahead cum death",2021-01-23,"PL","point",NA,34664
2021-01-18,"1 wk ahead inc death",2021-01-23,"PL","point",NA,1462
2021-01-18,"1 wk ahead cum death",2021-01-23,"PL","quantile",0.01,34629
2021-01-18,"1 wk ahead cum death",2021-01-23,"PL","quantile",0.025,34634
2021-01-18,"1 wk ahead cum death",2021-01-23,"PL","quantile",0.05,34638
2021-01-18,"1 wk ahead cum death",2021-01-23,"PL","quantile",0.1,34644
2021-01-18,"1 wk ahead cum death",2021-01-23,"PL","quantile",0.15,34649
2021-01-18,"1 wk ahead cum death",2021-01-23,"PL","quantile",0.2,34651
2021-01-18,"1 wk ahead cum death",2021-01-23,"PL","quantile",0.25,34654
2021-01-18,"1 wk ahead cum death",2021-01-23,"PL","quantile",0.3,34656
2021-01-18,"1 wk ahead cum death",2021-01-23,"PL","quantile",0.35,34658
2021-01-18,"1 wk ahead cum death",2021-01-23,"PL","quantile",0.4,34660
2021-01-18,"1 wk ahead cum death",2021-01-23,"PL","quantile",0.45,34662
2021-01-18,"1 wk ahead cum death",2021-01-23,"PL","quantile",0.5,34664
2021-01-18,"1 wk ahead cum death",2021-01-23,"PL","quantile",0.55,34665
2021-01-18,"1 wk ahead cum death",2021-01-23,"PL","quantile",0.6,34667
2021-01-18,"1 wk ahead cum death",2021-01-23,"PL","quantile",0.65,34670
2021-01-18,"1 wk ahead cum death",2021-01-23,"PL","quantile",0.7,34671
2021-01-18,"1 wk ahead cum death",2021-01-23,"PL","quantile",0.75,34673
2021-01-18,"1 wk ahead cum death",2021-01-23,"PL","quantile",0.8,34675
2021-01-18,"1 wk ahead cum death",2021-01-23,"PL","quantile",0.85,34678
2021-01-18,"1 wk ahead cum death",2021-01-23,"PL","quantile",0.9,34681
2021-01-18,"1 wk ahead cum death",2021-01-23,"PL","quantile",0.95,34688
2021-01-18,"1 wk ahead cum death",2021-01-23,"PL","quantile",0.975,34692
2021-01-18,"1 wk ahead cum death",2021-01-23,"PL","quantile",0.99,34697
2021-01-18,"1 wk ahead inc death",2021-01-23,"PL","quantile",0.01,1427
2021-01-18,"1 wk ahead inc death",2021-01-23,"PL","quantile",0.025,1432
2021-01-18,"1 wk ahead inc death",2021-01-23,"PL","quantile",0.05,1436
2021-01-18,"1 wk ahead inc death",2021-01-23,"PL","quantile",0.1,1442
2021-01-18,"1 wk ahead inc death",2021-01-23,"PL","quantile",0.15,1447
2021-01-18,"1 wk ahead inc death",2021-01-23,"PL","quantile",0.2,1449
2021-01-18,"1 wk ahead inc death",2021-01-23,"PL","quantile",0.25,1452
2021-01-18,"1 wk ahead inc death",2021-01-23,"PL","quantile",0.3,1454
2021-01-18,"1 wk ahead inc death",2021-01-23,"PL","quantile",0.35,1456
2021-01-18,"1 wk ahead inc death",2021-01-23,"PL","quantile",0.4,1458
2021-01-18,"1 wk ahead inc death",2021-01-23,"PL","quantile",0.45,1460
2021-01-18,"1 wk ahead inc death",2021-01-23,"PL","quantile",0.5,1462
2021-01-18,"1 wk ahead inc death",2021-01-23,"PL","quantile",0.55,1463
2021-01-18,"1 wk ahead inc death",2021-01-23,"PL","quantile",0.6,1465
2021-01-18,"1 wk ahead inc death",2021-01-23,"PL","quantile",0.65,1468
2021-01-18,"1 wk ahead inc death",2021-01-23,"PL","quantile",0.7,1469
2021-01-18,"1 wk ahead inc death",2021-01-23,"PL","quantile",0.75,1471
2021-01-18,"1 wk ahead inc death",2021-01-23,"PL","quantile",0.8,1473
2021-01-18,"1 wk ahead inc death",2021-01-23,"PL","quantile",0.85,1476
2021-01-18,"1 wk ahead inc death",2021-01-23,"PL","quantile",0.9,1479
2021-01-18,"1 wk ahead inc death",2021-01-23,"PL","quantile",0.95,1486
2021-01-18,"1 wk ahead inc death",2021-01-23,"PL","quantile",0.975,1490
2021-01-18,"1 wk ahead inc death",2021-01-23,"PL","quantile",0.99,1495
2021-01-18,"2 wk ahead cum death",2021-01-30,"PL","point",NA,36100
2021-01-18,"2 wk ahead inc death",2021-01-30,"PL","point",NA,1436
2021-01-18,"2 wk ahead cum death",2021-01-30,"PL","quantile",0.01,36040
2021-01-18,"2 wk ahead cum death",2021-01-30,"PL","quantile",0.025,36051
2021-01-18,"2 wk ahead cum death",2021-01-30,"PL","quantile",0.05,36058
2021-01-18,"2 wk ahead cum death",2021-01-30,"PL","quantile",0.1,36067
2021-01-18,"2 wk ahead cum death",2021-01-30,"PL","quantile",0.15,36073
2021-01-18,"2 wk ahead cum death",2021-01-30,"PL","quantile",0.2,36078
2021-01-18,"2 wk ahead cum death",2021-01-30,"PL","quantile",0.25,36082
2021-01-18,"2 wk ahead cum death",2021-01-30,"PL","quantile",0.3,36087
