forecast_date,target_end_date,target,location,type,quantile,location_name,value
2020-10-05,2020-09-26,-1 wk ahead inc death,PL,observed,NA,Poland,142.0
2020-10-05,2020-10-03,0 wk ahead inc death,PL,observed,NA,Poland,180.0
2020-10-05,2020-10-10,1 wk ahead inc death,PL,point,NA,Poland,141.02613365155133
2020-10-05,2020-10-17,2 wk ahead inc death,PL,point,NA,Poland,208.75560859188545
2020-10-05,2020-10-24,3 wk ahead inc death,PL,point,NA,Poland,309.49331742243436
2020-10-05,2020-10-31,4 wk ahead inc death,PL,point,NA,Poland,461.46706443914076
2020-10-05,2020-10-10,1 wk ahead inc death,PL,quantile,0.01,Poland,71.0
2020-10-05,2020-10-10,1 wk ahead inc death,PL,quantile,0.025,Poland,79.0
2020-10-05,2020-10-10,1 wk ahead inc death,PL,quantile,0.05,Poland,88.0
2020-10-05,2020-10-10,1 wk ahead inc death,PL,quantile,0.1,Poland,99.0
2020-10-05,2020-10-10,1 wk ahead inc death,PL,quantile,0.15,Poland,105.0
2020-10-05,2020-10-10,1 wk ahead inc death,PL,quantile,0.2,Poland,112.0
2020-10-05,2020-10-10,1 wk ahead inc death,PL,quantile,0.25,Poland,119.0
2020-10-05,2020-10-10,1 wk ahead inc death,PL,quantile,0.3,Poland,120.0
2020-10-05,2020-10-10,1 wk ahead inc death,PL,quantile,0.35,Poland,126.0
2020-10-05,2020-10-10,1 wk ahead inc death,PL,quantile,0.4,Poland,132.0
2020-10-05,2020-10-10,1 wk ahead inc death,PL,quantile,0.45,Poland,135.0
2020-10-05,2020-10-10,1 wk ahead inc death,PL,quantile,0.5,Poland,140.0
2020-10-05,2020-10-10,1 wk ahead inc death,PL,quantile,0.55,Poland,143.0
2020-10-05,2020-10-10,1 wk ahead inc death,PL,quantile,0.6,Poland,149.0
2020-10-05,2020-10-10,1 wk ahead inc death,PL,quantile,0.65,Poland,152.0
2020-10-05,2020-10-10,1 wk ahead inc death,PL,quantile,0.7,Poland,157.0
2020-10-05,2020-10-10,1 wk ahead inc death,PL,quantile,0.75,Poland,163.0
2020-10-05,2020-10-10,1 wk ahead inc death,PL,quantile,0.8,Poland,169.0
2020-10-05,2020-10-10,1 wk ahead inc death,PL,quantile,0.85,Poland,177.0
2020-10-05,2020-10-10,1 wk ahead inc death,PL,quantile,0.9,Poland,185.0
2020-10-05,2020-10-10,1 wk ahead inc death,PL,quantile,0.95,Poland,199.04999999999927
2020-10-05,2020-10-10,1 wk ahead inc death,PL,quantile,0.975,Poland,212.52499999999964
2020-10-05,2020-10-10,1 wk ahead inc death,PL,quantile,0.99,Poland,227.0
2020-10-05,2020-10-17,2 wk ahead inc death,PL,quantile,0.01,Poland,111.0
2020-10-05,2020-10-17,2 wk ahead inc death,PL,quantile,0.025,Poland,125.0
2020-10-05,2020-10-17,2 wk ahead inc death,PL,quantile,0.05,Poland,133.0
2020-10-05,2020-10-17,2 wk ahead inc death,PL,quantile,0.1,Poland,148.0
2020-10-05,2020-10-17,2 wk ahead inc death,PL,quantile,0.15,Poland,157.0
2020-10-05,2020-10-17,2 wk ahead inc death,PL,quantile,0.2,Poland,167.0
2020-10-05,2020-10-17,2 wk ahead inc death,PL,quantile,0.25,Poland,174.0
2020-10-05,2020-10-17,2 wk ahead inc death,PL,quantile,0.3,Poland,181.0
