bundesland,gemeindeschluessel,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_beatmet,anzahl_standorte,betten_frei,betten_belegt,daten_stand,betten_belegt_nur_erwachsen,betten_frei_nur_erwachsen
01,01001,3,11,9,2,8,37,2021-01-31 12:15:00,36,3
01,01002,5,9,6,3,45,119,2021-01-31 12:15:00,116,42
01,01003,2,23,9,2,27,111,2021-01-31 12:15:00,111,27
01,01004,1,2,1,1,3,22,2021-01-31 12:15:00,22,3
01,01051,1,9,7,1,4,34,2021-01-31 12:15:00,34,4
01,01053,2,5,2,2,3,16,2021-01-31 12:15:00,16,3
01,01054,3,2,1,3,6,6,2021-01-31 12:15:00,6,6
01,01055,3,6,0,3,17,31,2021-01-31 12:15:00,31,17
01,01056,2,5,2,2,3,29,2021-01-31 12:15:00,29,3
01,01057,1,3,3,1,5,7,2021-01-31 12:15:00,7,5
01,01058,5,1,1,3,18,24,2021-01-31 12:15:00,21,15
01,01059,1,6,3,1,5,19,2021-01-31 12:15:00,19,5
01,01060,4,5,3,4,22,67,2021-01-31 12:15:00,67,22
01,01061,3,6,5,1,12,32,2021-01-31 12:15:00,20,12
01,01062,3,8,7,3,6,31,2021-01-31 12:15:00,31,6
02,02000,34,84,52,24,129,538,2021-01-31 12:15:00,469,88
03,03101,7,8,4,5,32,99,2021-01-31 12:15:00,82,32
03,03102,2,2,2,2,9,20,2021-01-31 12:15:00,20,9
03,03103,3,2,1,1,7,28,2021-01-31 12:15:00,22,4
03,03151,1,6,4,1,1,11,2021-01-31 12:15:00,11,1
03,03153,3,2,2,3,7,26,2021-01-31 12:15:00,26,7
03,03154,1,6,5,1,2,16,2021-01-31 12:15:00,16,2
03,03155,2,2,2,2,6,13,2021-01-31 12:15:00,13,6
03,03157,1,4,2,1,9,12,2021-01-31 12:15:00,12,9
03,03158,1,1,1,1,4,12,2021-01-31 12:15:00,12,4
03,03159,8,27,13,7,28,133,2021-01-31 12:15:00,116,25
03,03241,19,65,39,16,56,341,2021-01-31 12:15:00,299,49
03,03251,3,1,1,3,2,17,2021-01-31 12:15:00,17,2
03,03252,6,3,3,4,9,59,2021-01-31 12:15:00,58,4
03,03254,7,16,9,4,15,58,2021-01-31 12:15:00,49,14
03,03255,1,4,4,1,0,11,2021-01-31 12:15:00,11,0
03,03256,1,7,1,1,10,14,2021-01-31 12:15:00,14,10
03,03257,1,1,0,1,0,22,2021-01-31 12:15:00,22,0
03,03351,2,0,0,1,3,24,2021-01-31 12:15:00,19,1
03,03352,2,5,2,2,1,13,2021-01-31 12:15:00,13,1
03,03353,3,6,3,3,6,28,2021-01-31 12:15:00,28,6
03,03354,1,0,0,1,5,10,2021-01-31 12:15:00,10,5
03,03355,3,0,0,1,11,33,2021-01-31 12:15:00,22,6
03,03356,3,0,0,2,2,11,2021-01-31 12:15:00,11,2
03,03357,3,0,0,2,6,26,2021-01-31 12:15:00,24,4
03,03358,2,4,1,2,4,16,2021-01-31 12:15:00,16,4
03,03359,3,2,1,2,5,28,2021-01-31 12:15:00,28,2
03,03360,2,6,4,2,15,61,2021-01-31 12:15:00,61,15
03,03361,2,0,0,2,3,12,2021-01-31 12:15:00,12,3
03,03401,1,3,2,1,2,15,2021-01-31 12:15:00,15,2
03,03402,1,2,1,1,1,13,2021-01-31 12:15:00,13,1
03,03403,6,14,5,3,20,101,2021-01-31 12:15:00,87,7
03,03404,5,12,4,4,21,99,2021-01-31 12:15:00,85,19
03,03405,2,3,1,1,8,28,2021-01-31 12:15:00,24,4
03,03451,3,4,3,2,3,30,2021-01-31 12:15:00,30,3
03,03452,4,3,0,3,15,25,2021-01-31 12:15:00,25,7
03,03453,3,8,5,3,2,26,2021-01-31 12:15:00,26,2
03,03454,10,11,6,6,28,62,2021-01-31 12:15:00,53,11
03,03455,2,1,0,2,4,29,2021-01-31 12:15:00,29,4
03,03456,1,4,2,1,8,20,2021-01-31 12:15:00,20,8
03,03457,6,3,3,4,10,23,2021-01-31 12:15:00,22,6
03,03458,1,2,1,1,1,7,2021-01-31 12:15:00,7,1
03,03459,7,6,3,6,32,72,2021-01-31 12:15:00,72,32
03,03460,5,2,1,3,6,24,2021-01-31 12:15:00,19,3
03,03461,2,4,3,2,0,9,2021-01-31 12:15:00,9,0
03,03462,1,1,1,1,2,6,2021-01-31 12:15:00,6,2
04,04011,10,30,22,9,20,128,2021-01-31 12:15:00,121,15
04,04012,4,6,5,3,17,40,2021-01-31 12:15:00,35,8
05,05111,14,21,9,11,35,260,2021-01-31 12:15:00,240,27
05,05112,16,25,13,9,31,186,2021-01-31 12:15:00,151,24
05,05113,15,57,41,12,56,315,2021-01-31 12:15:00,291,50
05,05114,7,6,2,4,21,74,2021-01-31 12:15:00,63,17
05,05116,6,13,5,4,22,72,2021-01-31 12:15:00,66,21
05,05117,2,11,6,2,3,29,2021-01-31 12:15:00,29,3
05,05119,7,17,5,4,17,57,2021-01-31 12:15:00,46,15
05,05120,1,4,2,1,7,23,2021-01-31 12:15:00,23,7
05,05122,4,12,8,3,26,60,2021-01-31 12:15:00,59,23
05,05124,7,16,10,5,24,126,2021-01-31 12:15:00,118,18
05,05154,8,3,0,5,29,44,2021-01-31 12:15:00,44,21
05,05158,7,16,8,6,20,50,2021-01-31 12:15:00,50,18
05,05162,7,10,5,5,17,90,2021-01-31 12:15:00,84,9
05,05166,4,11,6,4,2,33,2021-01-31 12:15:00,33,2
05,05170,11,17,12,8,45,92,2021-01-31 12:15:00,91,37
05,05314,18,27,22,11,27,262,2021-01-31 12:15:00,210,21
05,05315,31,71,41,18,34,406,2021-01-31 12:15:00,351,29
05,05316,5,6,2,2,16,74,2021-01-31 12:15:00,62,4
05,05334,13,36,24,7,28,275,2021-01-31 12:15:00,258,27
05,05358,7,10,5,5,14,53,2021-01-31 12:15:00,48,11
05,05362,7,11,5,7,16,55,2021-01-31 12:15:00,55,16
05,05366,3,5,5,3,4,23,2021-01-31 12:15:00,23,4
05,05370,3,9,3,3,4,28,2021-01-31 12:15:00,28,4
05,05374,6,6,5,6,20,67,2021-01-31 12:15:00,67,20
05,05378,4,6,2,4,13,30,2021-01-31 12:15:00,30,13
05,05382,7,11,4,6,12,74,2021-01-31 12:15:00,62,12
05,05512,2,9,3,2,13,27,2021-01-31 12:15:00,27,13
05,05513,7,12,3,4,23,89,2021-01-31 12:15:00,80,6
05,05515,9,30,10,7,21,247,2021-01-31 12:15:00,238,13
05,05554,6,9,4,5,17,56,2021-01-31 12:15:00,56,15
05,05558,5,2,0,3,10,30,2021-01-31 12:15:00,20,10
05,05562,15,24,7,14,22,200,2021-01-31 12:15:00,173,17
05,05566,7,11,6,5,30,69,2021-01-31 12:15:00,62,23
05,05570,6,11,3,5,6,38,2021-01-31 12:15:00,37,5
05,05711,6,20,14,4,33,127,2021-01-31 12:15:00,103,33
05,05754,4,5,3,4,10,42,2021-01-31 12:15:00,42,10
05,05758,5,12,7,3,11,53,2021-01-31 12:15:00,45,9
05,05762,6,6,3,5,6,27,2021-01-31 12:15:00,23,6
05,05766,2,14,4,2,3,47,2021-01-31 12:15:00,47,3
05,05770,9,20,11,6,26,194,2021-01-31 12:15:00,169,24
05,05774,7,19,17,5,24,78,2021-01-31 12:15:00,65,22
05,05911,8,28,11,6,35,157,2021-01-31 12:15:00,144,27
05,05913,9,15,9,9,40,257,2021-01-31 12:15:00,257,40
05,05914,7,13,6,5,20,66,2021-01-31 12:15:00,64,12
05,05915,7,8,5,5,19,68,2021-01-31 12:15:00,56,9
05,05916,4,11,8,4,8,55,2021-01-31 12:15:00,55,8
05,05954,7,8,3,6,34,101,2021-01-31 12:15:00,101,34
05,05958,10,19,6,9,29,97,2021-01-31 12:15:00,94,24
05,05962,10,12,5,8,21,99,2021-01-31 12:15:00,94,18
05,05966,3,6,6,3,16,16,2021-01-31 12:15:00,16,16
05,05970,8,8,6,7,21,122,2021-01-31 12:15:00,107,10
05,05974,9,12,4,7,8,75,2021-01-31 12:15:00,68,5
05,05978,8,20,10,8,12,98,2021-01-31 12:15:00,98,12
06,06411,7,25,12,4,15,86,2021-01-31 12:15:00,53,5
06,06412,17,59,26,12,54,238,2021-01-31 12:15:00,216,46
06,06413,4,21,3,2,9,90,2021-01-31 12:15:00,83,3
06,06414,5,30,6,3,14,98,2021-01-31 12:15:00,87,13
06,06431,5,8,3,5,8,31,2021-01-31 12:15:00,31,8
06,06432,2,21,18,2,0,27,2021-01-31 12:15:00,27,0
06,06433,2,8,3,2,1,20,2021-01-31 12:15:00,20,1
06,06434,2,5,1,2,1,26,2021-01-31 12:15:00,26,1
06,06435,7,22,7,4,14,69,2021-01-31 12:15:00,62,7
06,06436,2,6,3,2,8,21,2021-01-31 12:15:00,21,8
06,06437,2,19,10,2,1,125,2021-01-31 12:15:00,125,1
06,06438,2,12,10,2,0,21,2021-01-31 12:15:00,21,0
06,06439,2,3,2,2,2,14,2021-01-31 12:15:00,14,2
06,06440,5,9,5,5,4,63,2021-01-31 12:15:00,63,4
06,06531,6,42,22,4,22,191,2021-01-31 12:15:00,167,22
06,06532,3,5,2,3,4,53,2021-01-31 12:15:00,53,4
06,06533,4,11,7,4,11,43,2021-01-31 12:15:00,43,11
06,06534,3,9,4,3,25,127,2021-01-31 12:15:00,127,25
06,06535,4,5,4,4,3,20,2021-01-31 12:15:00,20,3
06,06611,6,23,12,6,17,135,2021-01-31 12:15:00,135,17
06,06631,5,17,6,3,11,79,2021-01-31 12:15:00,73,6
06,06632,4,9,3,3,7,52,2021-01-31 12:15:00,47,5
06,06633,4,3,0,4,11,22,2021-01-31 12:15:00,22,11
06,06634,3,9,7,3,1,26,2021-01-31 12:15:00,26,1
06,06635,7,7,7,7,28,83,2021-01-31 12:15:00,83,28
06,06636,3,8,2,3,6,26,2021-01-31 12:15:00,26,6
07,07111,6,13,4,4,25,84,2021-01-31 12:15:00,72,19
07,07131,2,2,0,2,3,16,2021-01-31 12:15:00,16,3
07,07132,2,4,3,2,5,11,2021-01-31 12:15:00,11,5
07,07133,6,7,5,4,16,33,2021-01-31 12:15:00,25,10
07,07134,2,3,0,2,13,9,2021-01-31 12:15:00,9,13
07,07135,2,4,1,2,4,9,2021-01-31 12:15:00,9,4
07,07137,3,5,3,3,13,25,2021-01-31 12:15:00,25,13
07,07138,8,6,4,5,19,45,2021-01-31 12:15:00,37,16
07,07140,2,3,2,2,7,9,2021-01-31 12:15:00,9,7
07,07141,5,6,5,5,7,23,2021-01-31 12:15:00,23,7
07,07143,4,5,5,4,13,20,2021-01-31 12:15:00,20,13
07,07211,6,4,1,3,7,65,2021-01-31 12:15:00,55,5
07,07231,2,2,0,2,8,16,2021-01-31 12:15:00,16,8
07,07232,2,0,0,2,5,11,2021-01-31 12:15:00,11,5
07,07233,2,2,2,2,6,10,2021-01-31 12:15:00,10,6
07,07235,2,0,0,2,8,8,2021-01-31 12:15:00,8,8
07,07311,1,6,2,1,4,11,2021-01-31 12:15:00,11,4
07,07312,3,10,6,1,21,92,2021-01-31 12:15:00,83,17
07,07313,3,6,3,2,9,16,2021-01-31 12:15:00,16,2
07,07314,6,26,12,4,26,91,2021-01-31 12:15:00,79,22
07,07315,2,14,10,2,15,104,2021-01-31 12:15:00,104,15
07,07316,1,3,1,1,1,7,2021-01-31 12:15:00,7,1
07,07317,2,6,4,1,7,9,2021-01-31 12:15:00,7,5
07,07318,3,11,5,2,3,27,2021-01-31 12:15:00,26,3
07,07319,3,8,3,1,8,44,2021-01-31 12:15:00,27,3
07,07320,1,0,0,1,7,7,2021-01-31 12:15:00,7,7
07,07331,1,0,0,1,2,6,2021-01-31 12:15:00,6,2
07,07332,2,4,1,2,4,15,2021-01-31 12:15:00,15,4
07,07333,2,1,0,2,1,11,2021-01-31 12:15:00,11,1
07,07334,2,4,4,2,8,16,2021-01-31 12:15:00,16,8
07,07335,1,0,0,1,8,6,2021-01-31 12:15:00,6,8
07,07336,1,3,1,1,2,14,2021-01-31 12:15:00,14,2
07,07337,2,0,0,2,5,8,2021-01-31 12:15:00,8,5
07,07339,1,4,2,1,0,10,2021-01-31 12:15:00,10,0
07,07340,1,4,2,1,3,6,2021-01-31 12:15:00,6,3
08,08111,12,39,24,10,47,220,2021-01-31 12:15:00,199,41
08,08115,6,3,2,4,8,46,2021-01-31 12:15:00,34,7
08,08116,8,9,4,4,17,63,2021-01-31 12:15:00,54,10
08,08117,5,2,2,3,15,34,2021-01-31 12:15:00,31,6
08,08118,5,26,18,4,14,80,2021-01-31 12:15:00,80,11
08,08119,4,9,1,2,12,49,2021-01-31 12:15:00,41,7
