bundesland,gemeindeschluessel,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_beatmet,anzahl_standorte,betten_frei,betten_belegt,daten_stand
01,01001,2,0,0,2,50,34,2020-06-12 09:15:00
01,01002,5,0,0,3,136,119,2020-06-12 09:15:00
01,01003,2,0,0,2,130,113,2020-06-12 09:15:00
01,01004,1,0,0,1,20,20,2020-06-12 09:15:00
01,01051,1,0,0,1,18,38,2020-06-12 09:15:00
01,01053,2,0,0,2,11,13,2020-06-12 09:15:00
01,01054,3,0,0,3,20,24,2020-06-12 09:15:00
01,01055,3,0,0,3,19,15,2020-06-12 09:15:00
01,01056,2,0,0,2,12,23,2020-06-12 09:15:00
01,01057,1,0,0,1,6,6,2020-06-12 09:15:00
01,01058,3,0,0,3,17,33,2020-06-12 09:15:00
01,01059,1,1,0,1,11,12,2020-06-12 09:15:00
01,01060,4,0,0,4,53,81,2020-06-12 09:15:00
01,01061,1,0,0,1,13,25,2020-06-12 09:15:00
01,01062,3,0,0,3,12,18,2020-06-12 09:15:00
02,02000,28,16,14,24,379,592,2020-06-12 09:15:00
03,03101,5,0,0,5,59,98,2020-06-12 09:15:00
03,03102,2,0,0,2,7,20,2020-06-12 09:15:00
03,03103,1,3,1,1,22,26,2020-06-12 09:15:00
03,03151,2,0,0,2,5,31,2020-06-12 09:15:00
03,03153,3,0,0,3,47,43,2020-06-12 09:15:00
03,03154,1,0,0,1,14,20,2020-06-12 09:15:00
03,03155,2,0,0,2,10,13,2020-06-12 09:15:00
03,03157,1,0,0,1,6,16,2020-06-12 09:15:00
03,03158,1,1,1,1,7,9,2020-06-12 09:15:00
03,03159,8,4,3,7,74,147,2020-06-12 09:15:00
03,03241,16,11,10,16,123,371,2020-06-12 09:15:00
03,03251,3,0,0,3,2,7,2020-06-12 09:15:00
03,03252,4,1,1,4,12,62,2020-06-12 09:15:00
03,03254,5,0,0,4,38,60,2020-06-12 09:15:00
03,03255,1,0,0,1,4,10,2020-06-12 09:15:00
03,03256,1,0,0,1,14,20,2020-06-12 09:15:00
03,03257,1,0,0,1,4,19,2020-06-12 09:15:00
03,03351,3,1,0,1,9,32,2020-06-12 09:15:00
03,03352,2,1,0,2,10,8,2020-06-12 09:15:00
03,03353,3,0,0,3,20,46,2020-06-12 09:15:00
03,03354,1,0,0,1,8,7,2020-06-12 09:15:00
03,03355,2,0,0,2,17,21,2020-06-12 09:15:00
03,03356,2,0,0,2,4,11,2020-06-12 09:15:00
03,03357,3,0,0,2,13,21,2020-06-12 09:15:00
03,03358,3,0,0,3,17,18,2020-06-12 09:15:00
03,03359,3,0,0,2,11,26,2020-06-12 09:15:00
03,03360,2,0,0,2,29,50,2020-06-12 09:15:00
03,03361,2,0,0,2,5,12,2020-06-12 09:15:00
03,03401,1,1,1,1,15,14,2020-06-12 09:15:00
03,03402,1,0,0,1,8,13,2020-06-12 09:15:00
03,03403,5,7,7,3,111,114,2020-06-12 09:15:00
03,03404,4,0,0,4,78,30,2020-06-12 09:15:00
03,03405,1,0,0,1,15,21,2020-06-12 09:15:00
03,03451,3,0,0,2,16,24,2020-06-12 09:15:00
03,03452,3,0,0,3,21,21,2020-06-12 09:15:00
03,03453,3,0,0,3,14,32,2020-06-12 09:15:00
03,03454,7,0,0,7,41,57,2020-06-12 09:15:00
03,03455,2,1,1,2,9,28,2020-06-12 09:15:00
03,03456,1,0,0,1,8,22,2020-06-12 09:15:00
03,03457,3,0,0,2,26,12,2020-06-12 09:15:00
03,03458,1,0,0,1,0,0,2020-06-12 09:15:00
03,03459,8,0,0,7,66,57,2020-06-12 09:15:00
03,03460,3,1,1,3,34,22,2020-06-12 09:15:00
03,03461,2,0,0,2,4,12,2020-06-12 09:15:00
03,03462,1,0,0,1,5,8,2020-06-12 09:15:00
04,04011,10,3,2,9,76,94,2020-06-12 09:15:00
04,04012,3,3,1,3,11,57,2020-06-12 09:15:00
05,05111,12,4,3,11,75,241,2020-06-12 09:15:00
05,05112,13,4,4,9,101,167,2020-06-12 09:15:00
05,05113,15,5,4,14,96,256,2020-06-12 09:15:00
05,05114,6,1,0,4,33,71,2020-06-12 09:15:00
05,05116,5,1,1,4,31,84,2020-06-12 09:15:00
05,05117,2,2,1,2,16,38,2020-06-12 09:15:00
05,05119,6,0,0,4,30,48,2020-06-12 09:15:00
05,05120,1,0,0,1,15,22,2020-06-12 09:15:00
05,05122,3,3,3,3,34,59,2020-06-12 09:15:00
05,05124,5,2,2,5,84,110,2020-06-12 09:15:00
05,05154,5,0,0,5,27,41,2020-06-12 09:15:00
05,05158,5,0,0,5,22,36,2020-06-12 09:15:00
05,05162,7,0,0,6,51,65,2020-06-12 09:15:00
05,05166,4,0,0,4,29,32,2020-06-12 09:15:00
05,05170,9,4,1,8,69,100,2020-06-12 09:15:00
05,05314,15,4,3,11,60,213,2020-06-12 09:15:00
05,05315,27,6,4,18,100,358,2020-06-12 09:15:00
05,05316,4,0,0,2,36,52,2020-06-12 09:15:00
05,05334,10,9,4,7,77,240,2020-06-12 09:15:00
05,05358,6,0,0,5,36,43,2020-06-12 09:15:00
05,05362,7,1,1,7,41,42,2020-06-12 09:15:00
