bundesland,gemeindeschluessel,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_beatmet,anzahl_standorte,betten_frei,betten_belegt,daten_stand,betten_belegt_nur_erwachsen,betten_frei_nur_erwachsen
01,01001,3,8,4,2,7,37,2021-02-20 12:15:00,34,4
01,01002,5,13,12,3,44,122,2021-02-20 12:15:00,118,42
01,01003,2,13,5,2,20,116,2021-02-20 12:15:00,116,20
01,01004,1,1,1,1,5,20,2021-02-20 12:15:00,20,5
01,01051,1,3,2,1,3,35,2021-02-20 12:15:00,35,3
01,01053,2,7,3,2,4,14,2021-02-20 12:15:00,14,4
01,01054,3,1,1,3,6,14,2021-02-20 12:15:00,14,6
01,01055,3,4,4,3,14,34,2021-02-20 12:15:00,34,14
01,01056,2,4,1,2,3,35,2021-02-20 12:15:00,35,3
01,01057,1,2,1,1,5,7,2021-02-20 12:15:00,7,5
01,01058,5,3,1,3,10,32,2021-02-20 12:15:00,27,9
01,01059,1,2,2,1,5,19,2021-02-20 12:15:00,19,5
01,01060,4,5,3,4,21,68,2021-02-20 12:15:00,68,21
01,01061,3,3,0,1,13,31,2021-02-20 12:15:00,21,11
01,01062,3,7,5,3,3,33,2021-02-20 12:15:00,33,3
02,02000,34,73,38,24,104,581,2021-02-20 12:15:00,507,67
03,03101,7,5,3,5,23,109,2021-02-20 12:15:00,95,20
03,03102,2,5,4,2,11,18,2021-02-20 12:15:00,18,11
03,03103,3,3,3,1,5,29,2021-02-20 12:15:00,22,4
03,03151,1,2,0,1,1,9,2021-02-20 12:15:00,9,1
03,03153,3,5,5,3,2,31,2021-02-20 12:15:00,31,2
03,03154,1,1,1,1,2,14,2021-02-20 12:15:00,14,2
03,03155,2,0,0,2,7,11,2021-02-20 12:15:00,11,7
03,03157,1,3,1,1,6,15,2021-02-20 12:15:00,15,6
03,03158,1,1,1,1,5,11,2021-02-20 12:15:00,11,5
03,03159,8,21,6,7,17,140,2021-02-20 12:15:00,122,13
03,03241,19,48,29,16,48,344,2021-02-20 12:15:00,312,33
03,03251,3,1,1,3,1,16,2021-02-20 12:15:00,16,1
03,03252,6,8,3,4,15,54,2021-02-20 12:15:00,53,11
03,03254,7,5,4,4,23,53,2021-02-20 12:15:00,47,19
03,03255,1,1,1,1,0,11,2021-02-20 12:15:00,11,0
03,03256,1,3,0,1,2,22,2021-02-20 12:15:00,22,2
03,03257,1,0,0,1,0,22,2021-02-20 12:15:00,22,0
03,03351,2,3,1,1,3,25,2021-02-20 12:15:00,19,1
03,03352,2,3,1,2,5,9,2021-02-20 12:15:00,9,5
03,03353,3,4,3,3,10,24,2021-02-20 12:15:00,24,10
03,03354,1,0,0,1,6,9,2021-02-20 12:15:00,9,6
03,03355,3,2,0,1,13,36,2021-02-20 12:15:00,26,2
03,03356,3,1,0,2,3,10,2021-02-20 12:15:00,10,3
03,03357,3,3,0,2,9,21,2021-02-20 12:15:00,18,8
03,03358,2,1,0,2,3,17,2021-02-20 12:15:00,17,3
03,03359,3,1,1,2,7,24,2021-02-20 12:15:00,24,4
03,03360,2,10,6,2,14,62,2021-02-20 12:15:00,62,14
03,03361,2,0,0,2,0,15,2021-02-20 12:15:00,15,0
03,03401,1,1,1,1,2,16,2021-02-20 12:15:00,16,2
03,03402,1,1,1,1,10,9,2021-02-20 12:15:00,9,10
03,03403,6,15,9,3,17,107,2021-02-20 12:15:00,93,4
03,03404,5,11,6,4,12,95,2021-02-20 12:15:00,80,11
03,03405,2,4,1,1,10,30,2021-02-20 12:15:00,25,7
03,03451,3,2,0,2,17,16,2021-02-20 12:15:00,16,17
03,03452,4,2,1,3,7,29,2021-02-20 12:15:00,26,2
03,03453,3,4,2,3,4,24,2021-02-20 12:15:00,24,4
03,03454,10,5,2,6,27,64,2021-02-20 12:15:00,51,14
03,03455,2,5,1,2,1,32,2021-02-20 12:15:00,32,1
03,03456,1,4,3,1,2,26,2021-02-20 12:15:00,26,2
03,03457,6,4,3,4,9,23,2021-02-20 12:15:00,23,4
03,03458,1,1,1,1,0,8,2021-02-20 12:15:00,8,0
03,03459,7,2,1,6,31,80,2021-02-20 12:15:00,80,31
03,03460,5,3,1,3,6,28,2021-02-20 12:15:00,25,1
03,03461,2,7,3,2,0,12,2021-02-20 12:15:00,12,0
03,03462,1,0,0,1,6,2,2021-02-20 12:15:00,2,6
04,04011,10,22,16,9,15,130,2021-02-20 12:15:00,123,10
04,04012,4,5,4,3,24,33,2021-02-20 12:15:00,26,19
05,05111,14,17,7,11,33,265,2021-02-20 12:15:00,242,25
05,05112,16,13,10,9,38,176,2021-02-20 12:15:00,148,25
05,05113,15,48,33,12,37,338,2021-02-20 12:15:00,316,29
05,05114,7,8,5,4,10,85,2021-02-20 12:15:00,75,5
05,05116,6,13,5,4,14,78,2021-02-20 12:15:00,72,13
05,05117,2,7,3,2,3,33,2021-02-20 12:15:00,33,3
05,05119,7,12,6,4,17,55,2021-02-20 12:15:00,46,13
05,05120,1,4,1,1,0,30,2021-02-20 12:15:00,30,0
