bundesland,gemeindeschluessel,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_beatmet,anzahl_standorte,betten_frei,betten_belegt,daten_stand
01,01001,2,0,0,2,48,35,2020-05-27 09:15:00
01,01002,5,1,0,3,131,128,2020-05-27 09:15:00
01,01003,2,0,0,2,135,108,2020-05-27 09:15:00
01,01004,1,0,0,1,21,19,2020-05-27 09:15:00
01,01051,1,4,2,1,23,33,2020-05-27 09:15:00
01,01053,2,0,0,2,7,17,2020-05-27 09:15:00
01,01054,3,0,0,3,16,28,2020-05-27 09:15:00
01,01055,3,0,0,3,23,29,2020-05-27 09:15:00
01,01056,2,0,0,2,5,28,2020-05-27 09:15:00
01,01057,1,0,0,1,9,5,2020-05-27 09:15:00
01,01058,3,1,0,3,19,31,2020-05-27 09:15:00
01,01059,1,2,0,1,10,13,2020-05-27 09:15:00
01,01060,4,0,0,4,57,77,2020-05-27 09:15:00
01,01061,1,0,0,1,15,25,2020-05-27 09:15:00
01,01062,3,1,1,3,26,34,2020-05-27 09:15:00
02,02000,28,21,18,24,404,581,2020-05-27 09:15:00
03,03101,5,2,1,5,61,98,2020-05-27 09:15:00
03,03102,2,0,0,2,8,19,2020-05-27 09:15:00
03,03103,1,4,0,1,27,21,2020-05-27 09:15:00
03,03151,2,0,0,2,10,26,2020-05-27 09:15:00
03,03153,3,0,0,3,53,38,2020-05-27 09:15:00
03,03154,1,0,0,1,16,18,2020-05-27 09:15:00
03,03155,2,0,0,2,11,12,2020-05-27 09:15:00
03,03157,1,0,0,1,8,14,2020-05-27 09:15:00
03,03158,1,2,2,1,8,8,2020-05-27 09:15:00
03,03159,8,3,1,7,65,136,2020-05-27 09:15:00
03,03241,16,16,11,16,151,340,2020-05-27 09:15:00
03,03251,3,1,0,3,7,7,2020-05-27 09:15:00
03,03252,4,1,0,4,12,60,2020-05-27 09:15:00
03,03254,5,2,1,4,38,58,2020-05-27 09:15:00
03,03255,1,0,0,1,3,11,2020-05-27 09:15:00
03,03256,1,0,0,1,18,16,2020-05-27 09:15:00
03,03257,1,1,0,1,1,22,2020-05-27 09:15:00
03,03351,3,1,0,1,10,31,2020-05-27 09:15:00
03,03352,2,0,0,2,7,11,2020-05-27 09:15:00
03,03353,3,0,0,3,14,48,2020-05-27 09:15:00
03,03354,1,0,0,1,20,5,2020-05-27 09:15:00
03,03355,2,0,0,2,8,30,2020-05-27 09:15:00
03,03356,2,0,0,2,6,9,2020-05-27 09:15:00
03,03357,3,0,0,2,12,22,2020-05-27 09:15:00
03,03358,3,0,0,3,16,19,2020-05-27 09:15:00
03,03359,3,0,0,2,15,22,2020-05-27 09:15:00
03,03360,2,0,0,2,29,50,2020-05-27 09:15:00
03,03361,2,1,0,2,0,15,2020-05-27 09:15:00
03,03401,1,1,1,1,13,16,2020-05-27 09:15:00
03,03402,1,0,0,1,12,9,2020-05-27 09:15:00
03,03403,4,5,4,3,92,84,2020-05-27 09:15:00
03,03404,4,1,1,4,108,42,2020-05-27 09:15:00
03,03405,1,0,0,1,13,21,2020-05-27 09:15:00
03,03451,3,0,0,2,17,23,2020-05-27 09:15:00
03,03452,3,0,0,3,17,25,2020-05-27 09:15:00
03,03453,3,0,0,3,18,30,2020-05-27 09:15:00
03,03454,7,0,0,7,43,61,2020-05-27 09:15:00
03,03455,2,0,0,2,14,23,2020-05-27 09:15:00
03,03456,1,0,0,1,16,14,2020-05-27 09:15:00
03,03457,3,2,1,2,15,27,2020-05-27 09:15:00
03,03458,1,0,0,1,9,6,2020-05-27 09:15:00
03,03459,8,0,0,7,68,62,2020-05-27 09:15:00
03,03460,3,0,0,3,31,25,2020-05-27 09:15:00
03,03461,2,0,0,2,7,9,2020-05-27 09:15:00
03,03462,1,0,0,1,9,4,2020-05-27 09:15:00
04,04011,10,4,2,9,89,104,2020-05-27 09:15:00
04,04012,3,4,3,3,14,55,2020-05-27 09:15:00
05,05111,12,3,2,11,75,243,2020-05-27 09:15:00
05,05112,13,8,5,9,88,171,2020-05-27 09:15:00
05,05113,15,11,9,14,95,266,2020-05-27 09:15:00
05,05114,6,5,3,4,25,70,2020-05-27 09:15:00
05,05116,5,2,1,4,37,82,2020-05-27 09:15:00
05,05117,2,2,1,2,17,35,2020-05-27 09:15:00
05,05119,6,0,0,4,32,50,2020-05-27 09:15:00
05,05120,1,0,0,1,15,21,2020-05-27 09:15:00
05,05122,3,5,5,3,42,52,2020-05-27 09:15:00
05,05124,5,2,2,5,95,97,2020-05-27 09:15:00
05,05154,5,1,0,5,14,48,2020-05-27 09:15:00
05,05158,5,0,0,5,31,39,2020-05-27 09:15:00
05,05162,7,2,1,6,35,89,2020-05-27 09:15:00
05,05166,4,1,0,4,31,30,2020-05-27 09:15:00
05,05170,9,7,3,8,62,106,2020-05-27 09:15:00
05,05314,16,12,7,11,67,214,2020-05-27 09:15:00
05,05315,26,7,4,17,82,373,2020-05-27 09:15:00
05,05316,4,0,0,2,39,49,2020-05-27 09:15:00
05,05334,10,19,16,7,62,260,2020-05-27 09:15:00
05,05358,6,0,0,5,30,48,2020-05-27 09:15:00
05,05362,7,0,0,7,31,54,2020-05-27 09:15:00
05,05366,3,3,1,3,3,50,2020-05-27 09:15:00
05,05370,3,1,0,3,13,25,2020-05-27 09:15:00
05,05374,7,0,0,7,40,76,2020-05-27 09:15:00
05,05378,4,0,0,4,18,35,2020-05-27 09:15:00
05,05382,6,2,0,6,36,64,2020-05-27 09:15:00
05,05512,2,1,1,2,42,23,2020-05-27 09:15:00
05,05513,6,1,0,4,51,82,2020-05-27 09:15:00
05,05515,8,3,3,7,46,216,2020-05-27 09:15:00
05,05554,5,2,1,5,44,38,2020-05-27 09:15:00
05,05558,3,0,0,3,22,16,2020-05-27 09:15:00
05,05562,14,1,0,14,98,180,2020-05-27 09:15:00
05,05566,5,5,4,5,40,51,2020-05-27 09:15:00
05,05570,5,0,0,5,38,24,2020-05-27 09:15:00
05,05711,5,2,2,4,39,123,2020-05-27 09:15:00
05,05754,2,0,0,2,15,23,2020-05-27 09:15:00
05,05758,4,2,2,3,27,45,2020-05-27 09:15:00
05,05762,5,1,1,5,16,28,2020-05-27 09:15:00
05,05766,2,1,1,2,25,58,2020-05-27 09:15:00
05,05770,6,4,3,6,52,100,2020-05-27 09:15:00
05,05774,4,3,3,4,46,77,2020-05-27 09:15:00
05,05911,8,1,1,6,107,148,2020-05-27 09:15:00
05,05913,9,4,2,9,63,243,2020-05-27 09:15:00
05,05914,5,0,0,5,34,54,2020-05-27 09:15:00
05,05915,6,1,1,5,31,56,2020-05-27 09:15:00
05,05916,4,3,2,4,18,49,2020-05-27 09:15:00
05,05954,7,1,0,6,45,84,2020-05-27 09:15:00
05,05958,8,2,1,8,54,60,2020-05-27 09:15:00
05,05962,8,3,2,8,47,76,2020-05-27 09:15:00
05,05966,3,2,2,3,28,10,2020-05-27 09:15:00
05,05970,6,1,0,6,47,89,2020-05-27 09:15:00
05,05974,7,0,0,6,19,55,2020-05-27 09:15:00
05,05978,8,0,0,8,37,82,2020-05-27 09:15:00
06,06411,7,3,0,4,39,77,2020-05-27 09:15:00
06,06412,15,11,7,12,85,229,2020-05-27 09:15:00
06,06413,2,3,3,2,55,59,2020-05-27 09:15:00
06,06414,5,4,4,4,53,84,2020-05-27 09:15:00
06,06431,5,0,0,5,16,29,2020-05-27 09:15:00
06,06432,2,7,3,2,2,25,2020-05-27 09:15:00
06,06433,2,3,1,2,10,19,2020-05-27 09:15:00
06,06434,3,1,0,3,12,19,2020-05-27 09:15:00
06,06435,5,2,2,4,33,67,2020-05-27 09:15:00
06,06436,2,2,2,2,9,24,2020-05-27 09:15:00
06,06437,2,8,8,2,15,117,2020-05-27 09:15:00
06,06438,2,7,5,2,22,35,2020-05-27 09:15:00
06,06439,2,1,0,2,15,7,2020-05-27 09:15:00
06,06440,5,2,0,5,56,81,2020-05-27 09:15:00
06,06531,4,11,7,4,51,217,2020-05-27 09:15:00
06,06532,2,0,0,2,11,48,2020-05-27 09:15:00
06,06533,3,0,0,3,17,43,2020-05-27 09:15:00
06,06534,3,1,1,3,48,133,2020-05-27 09:15:00
06,06535,4,1,0,4,25,14,2020-05-27 09:15:00
06,06611,6,2,2,6,52,142,2020-05-27 09:15:00
06,06631,3,2,0,3,17,62,2020-05-27 09:15:00
06,06632,3,0,0,3,33,45,2020-05-27 09:15:00
06,06633,3,0,0,3,18,17,2020-05-27 09:15:00
06,06634,3,2,1,3,29,22,2020-05-27 09:15:00
06,06635,7,0,0,7,41,83,2020-05-27 09:15:00
06,06636,3,0,0,3,38,20,2020-05-27 09:15:00
07,07111,5,0,0,4,55,59,2020-05-27 09:15:00
07,07131,2,0,0,2,10,15,2020-05-27 09:15:00
07,07132,2,0,0,2,14,7,2020-05-27 09:15:00
07,07133,4,0,0,4,29,22,2020-05-27 09:15:00
07,07134,2,0,0,2,18,10,2020-05-27 09:15:00
07,07135,2,0,0,2,12,5,2020-05-27 09:15:00
07,07137,4,1,1,4,30,16,2020-05-27 09:15:00
07,07138,5,0,0,5,35,44,2020-05-27 09:15:00
07,07140,2,0,0,2,6,10,2020-05-27 09:15:00
07,07141,5,2,1,5,21,26,2020-05-27 09:15:00
07,07143,4,0,0,4,17,19,2020-05-27 09:15:00
07,07211,4,0,0,3,50,69,2020-05-27 09:15:00
07,07231,2,1,0,2,16,20,2020-05-27 09:15:00
07,07232,2,0,0,2,7,10,2020-05-27 09:15:00
07,07233,2,0,0,2,15,0,2020-05-27 09:15:00
07,07235,2,0,0,2,10,6,2020-05-27 09:15:00
07,07311,1,0,0,1,11,11,2020-05-27 09:15:00
07,07312,1,2,1,1,78,97,2020-05-27 09:15:00
07,07313,3,6,1,2,10,14,2020-05-27 09:15:00
07,07314,4,0,0,4,61,69,2020-05-27 09:15:00
07,07315,2,0,0,2,49,87,2020-05-27 09:15:00
07,07316,1,0,0,1,9,12,2020-05-27 09:15:00
07,07317,1,0,0,1,9,7,2020-05-27 09:15:00
07,07318,3,1,1,2,12,22,2020-05-27 09:15:00
07,07319,1,1,0,1,5,23,2020-05-27 09:15:00
07,07320,1,1,1,1,7,7,2020-05-27 09:15:00
07,07331,1,1,1,1,3,5,2020-05-27 09:15:00
07,07332,2,1,1,2,10,9,2020-05-27 09:15:00
07,07333,2,0,0,2,3,9,2020-05-27 09:15:00
07,07334,2,0,0,2,19,22,2020-05-27 09:15:00
07,07335,1,0,0,1,8,6,2020-05-27 09:15:00
07,07336,1,0,0,1,0,16,2020-05-27 09:15:00
07,07337,2,0,0,2,6,11,2020-05-27 09:15:00
07,07339,2,6,5,2,18,10,2020-05-27 09:15:00
07,07340,1,0,0,1,3,6,2020-05-27 09:15:00
08,08111,11,11,6,9,217,303,2020-05-27 09:15:00
08,08115,4,3,0,4,29,28,2020-05-27 09:15:00
08,08116,6,5,4,4,43,49,2020-05-27 09:15:00
08,08117,4,1,1,3,35,40,2020-05-27 09:15:00
08,08118,5,14,7,4,136,78,2020-05-27 09:15:00
08,08119,2,7,3,2,61,48,2020-05-27 09:15:00
08,08121,1,8,4,1,35,33,2020-05-27 09:15:00
08,08125,2,1,0,2,10,45,2020-05-27 09:15:00
08,08126,1,1,1,1,5,7,2020-05-27 09:15:00
08,08127,2,1,1,2,21,26,2020-05-27 09:15:00
08,08128,3,3,3,3,34,34,2020-05-27 09:15:00
08,08135,1,0,0,1,11,13,2020-05-27 09:15:00
08,08136,3,1,1,3,22,28,2020-05-27 09:15:00
08,08211,2,0,0,1,14,10,2020-05-27 09:15:00
08,08212,4,0,0,4,55,116,2020-05-27 09:15:00
08,08215,3,3,3,3,21,42,2020-05-27 09:15:00
08,08216,2,0,0,2,0,15,2020-05-27 09:15:00
08,08221,6,9,6,6,111,219,2020-05-27 09:15:00
08,08222,5,5,4,3,30,109,2020-05-27 09:15:00
08,08225,3,1,1,3,7,7,2020-05-27 09:15:00
08,08226,4,0,0,4,12,38,2020-05-27 09:15:00
08,08231,2,2,2,2,23,47,2020-05-27 09:15:00
08,08235,2,1,0,2,12,10,2020-05-27 09:15:00
08,08236,2,0,0,2,2,13,2020-05-27 09:15:00
08,08237,1,0,0,1,6,8,2020-05-27 09:15:00
08,08311,4,6,3,4,44,144,2020-05-27 09:15:00
08,08315,4,0,0,4,43,84,2020-05-27 09:15:00
08,08316,3,1,1,3,2,31,2020-05-27 09:15:00
08,08317,6,2,1,6,59,63,2020-05-27 09:15:00
08,08325,2,3,2,2,7,9,2020-05-27 09:15:00
08,08326,5,6,1,2,50,54,2020-05-27 09:15:00
08,08327,1,2,2,1,16,4,2020-05-27 09:15:00
08,08335,7,2,0,6,26,65,2020-05-27 09:15:00
08,08336,1,0,0,1,11,13,2020-05-27 09:15:00
08,08337,2,2,2,2,10,28,2020-05-27 09:15:00
08,08415,2,1,1,1,16,40,2020-05-27 09:15:00
08,08416,5,7,7,2,25,99,2020-05-27 09:15:00
08,08417,1,6,3,1,12,18,2020-05-27 09:15:00
08,08421,3,0,0,3,71,69,2020-05-27 09:15:00
08,08425,2,0,0,2,18,12,2020-05-27 09:15:00
08,08426,1,1,0,1,19,8,2020-05-27 09:15:00
08,08435,3,1,1,3,41,33,2020-05-27 09:15:00
08,08436,5,2,1,4,15,45,2020-05-27 09:15:00
08,08437,2,1,1,2,17,10,2020-05-27 09:15:00
09,09161,2,5,2,1,23,33,2020-05-27 09:15:00
09,09162,28,61,42,26,222,570,2020-05-27 09:15:00
09,09163,1,1,1,1,47,23,2020-05-27 09:15:00
09,09171,3,0,0,2,8,29,2020-05-27 09:15:00
09,09172,3,2,2,3,6,20,2020-05-27 09:15:00
