bundesland,gemeindeschluessel,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_beatmet,anzahl_standorte,betten_frei,betten_belegt,daten_stand,betten_belegt_nur_erwachsen,betten_frei_nur_erwachsen
01,01001,3,6,5,2,10,31,2021-01-25 12:15:00,31,4
01,01002,5,8,4,3,56,110,2021-01-25 12:15:00,110,50
01,01003,2,14,5,2,28,108,2021-01-25 12:15:00,108,28
01,01004,1,1,1,1,6,19,2021-01-25 12:15:00,19,6
01,01051,1,6,4,1,2,36,2021-01-25 12:15:00,36,2
01,01053,2,3,0,2,3,13,2021-01-25 12:15:00,13,3
01,01054,3,2,1,3,2,8,2021-01-25 12:15:00,8,2
01,01055,3,2,0,3,15,33,2021-01-25 12:15:00,33,15
01,01056,2,6,4,2,2,33,2021-01-25 12:15:00,33,2
01,01057,1,3,1,1,4,8,2021-01-25 12:15:00,8,4
01,01058,5,1,1,3,16,26,2021-01-25 12:15:00,24,12
01,01059,1,5,3,1,3,21,2021-01-25 12:15:00,21,3
01,01060,4,7,4,4,10,83,2021-01-25 12:15:00,83,10
01,01061,3,8,4,1,13,36,2021-01-25 12:15:00,25,11
01,01062,3,7,5,3,5,30,2021-01-25 12:15:00,30,5
02,02000,34,99,60,24,134,536,2021-01-25 12:15:00,469,91
03,03101,7,7,5,5,17,103,2021-01-25 12:15:00,87,16
03,03102,2,3,3,2,9,20,2021-01-25 12:15:00,20,9
03,03103,3,4,1,1,7,28,2021-01-25 12:15:00,23,3
03,03151,1,7,2,1,2,10,2021-01-25 12:15:00,10,2
03,03153,3,6,3,3,5,28,2021-01-25 12:15:00,28,5
03,03154,1,8,6,1,2,16,2021-01-25 12:15:00,16,2
03,03155,2,2,0,2,8,13,2021-01-25 12:15:00,13,8
03,03157,1,3,3,1,0,16,2021-01-25 12:15:00,16,0
03,03158,1,3,2,1,3,13,2021-01-25 12:15:00,13,3
03,03159,8,29,12,7,21,148,2021-01-25 12:15:00,132,17
03,03241,19,71,37,16,64,357,2021-01-25 12:15:00,321,53
03,03251,3,1,0,3,7,12,2021-01-25 12:15:00,12,7
03,03252,6,6,5,4,15,55,2021-01-25 12:15:00,55,9
03,03254,7,12,6,4,15,60,2021-01-25 12:15:00,54,11
03,03255,1,5,4,1,3,8,2021-01-25 12:15:00,8,3
03,03256,1,5,1,1,3,21,2021-01-25 12:15:00,21,3
03,03257,1,1,0,1,8,14,2021-01-25 12:15:00,14,8
03,03351,2,2,0,1,3,25,2021-01-25 12:15:00,18,2
03,03352,2,3,2,2,2,12,2021-01-25 12:15:00,12,2
03,03353,3,7,3,3,2,32,2021-01-25 12:15:00,32,2
03,03354,1,1,1,1,1,10,2021-01-25 12:15:00,10,1
03,03355,3,1,0,1,10,34,2021-01-25 12:15:00,26,2
03,03356,3,0,0,2,3,10,2021-01-25 12:15:00,10,3
03,03357,3,2,0,2,6,26,2021-01-25 12:15:00,24,4
03,03358,2,4,2,2,7,13,2021-01-25 12:15:00,13,7
03,03359,3,0,0,2,8,24,2021-01-25 12:15:00,24,5
03,03360,2,3,2,2,12,64,2021-01-25 12:15:00,64,12
03,03361,2,1,0,2,5,10,2021-01-25 12:15:00,10,5
03,03401,1,3,2,1,2,16,2021-01-25 12:15:00,16,2
03,03402,1,1,1,1,8,11,2021-01-25 12:15:00,11,8
03,03403,6,17,8,3,18,104,2021-01-25 12:15:00,93,2
03,03404,5,10,8,4,21,97,2021-01-25 12:15:00,83,19
03,03405,2,4,3,1,9,30,2021-01-25 12:15:00,24,7
03,03451,3,5,5,2,5,28,2021-01-25 12:15:00,28,5
03,03452,4,4,1,3,10,30,2021-01-25 12:15:00,30,2
03,03453,3,7,4,3,2,26,2021-01-25 12:15:00,26,2
03,03454,10,12,5,6,38,53,2021-01-25 12:15:00,47,18
03,03455,2,1,0,2,8,25,2021-01-25 12:15:00,25,8
03,03456,1,2,1,1,7,21,2021-01-25 12:15:00,21,7
03,03457,6,2,2,4,11,21,2021-01-25 12:15:00,20,7
03,03458,1,1,0,1,1,8,2021-01-25 12:15:00,8,1
03,03459,7,7,1,6,28,77,2021-01-25 12:15:00,77,28
03,03460,5,1,0,3,8,22,2021-01-25 12:15:00,18,4
03,03461,2,5,1,2,0,14,2021-01-25 12:15:00,14,0
03,03462,1,1,1,1,2,6,2021-01-25 12:15:00,6,2
04,04011,10,25,14,9,19,146,2021-01-25 12:15:00,138,15
04,04012,4,9,7,3,11,50,2021-01-25 12:15:00,39,6
05,05111,14,28,9,11,34,260,2021-01-25 12:15:00,238,28
05,05112,16,23,12,9,48,165,2021-01-25 12:15:00,136,35
05,05113,15,65,51,12,46,334,2021-01-25 12:15:00,309,42
05,05114,7,6,4,4,18,77,2021-01-25 12:15:00,66,14
05,05116,6,14,8,4,11,81,2021-01-25 12:15:00,75,10
05,05117,2,6,2,2,1,33,2021-01-25 12:15:00,33,1
05,05119,7,11,4,4,14,63,2021-01-25 12:15:00,53,11
05,05120,1,6,1,1,3,27,2021-01-25 12:15:00,27,3
05,05122,4,11,6,3,19,62,2021-01-25 12:15:00,60,17
05,05124,7,16,9,5,24,122,2021-01-25 12:15:00,114,20
05,05154,8,4,1,5,33,40,2021-01-25 12:15:00,40,26
05,05158,7,16,10,6,12,58,2021-01-25 12:15:00,58,10
05,05162,7,10,5,5,22,84,2021-01-25 12:15:00,78,14
05,05166,4,9,4,4,2,33,2021-01-25 12:15:00,33,2
05,05170,11,18,10,8,30,95,2021-01-25 12:15:00,94,22
05,05314,18,29,23,11,16,273,2021-01-25 12:15:00,221,11
05,05315,31,62,32,18,31,420,2021-01-25 12:15:00,364,27
05,05316,5,10,6,2,15,75,2021-01-25 12:15:00,62,4
05,05334,13,34,29,7,36,267,2021-01-25 12:15:00,251,34
05,05358,7,11,7,5,23,50,2021-01-25 12:15:00,45,20
05,05362,7,10,5,7,16,53,2021-01-25 12:15:00,53,16
05,05366,3,6,4,3,6,23,2021-01-25 12:15:00,23,6
05,05370,3,12,10,3,1,31,2021-01-25 12:15:00,31,1
05,05374,6,7,6,6,16,71,2021-01-25 12:15:00,71,16
05,05378,4,12,8,4,11,32,2021-01-25 12:15:00,32,11
05,05382,7,8,2,6,10,72,2021-01-25 12:15:00,60,9
05,05512,2,6,0,2,7,33,2021-01-25 12:15:00,33,7
05,05513,7,16,10,4,23,89,2021-01-25 12:15:00,77,9
05,05515,9,32,9,7,25,243,2021-01-25 12:15:00,230,21
05,05554,6,12,6,5,12,61,2021-01-25 12:15:00,61,10
05,05558,5,2,0,3,8,31,2021-01-25 12:15:00,21,8
05,05562,15,19,8,14,29,194,2021-01-25 12:15:00,170,21
05,05566,7,14,8,5,10,82,2021-01-25 12:15:00,72,7
05,05570,6,12,7,5,5,41,2021-01-25 12:15:00,40,4
05,05711,6,23,13,4,41,126,2021-01-25 12:15:00,102,40
05,05754,4,5,3,4,17,31,2021-01-25 12:15:00,31,17
05,05758,5,10,10,3,13,51,2021-01-25 12:15:00,45,9
05,05762,6,11,7,5,4,29,2021-01-25 12:15:00,25,4
05,05766,2,13,6,2,3,47,2021-01-25 12:15:00,47,3
05,05770,9,22,11,6,32,191,2021-01-25 12:15:00,164,32
05,05774,7,18,15,5,28,74,2021-01-25 12:15:00,63,24
05,05911,8,33,21,6,29,163,2021-01-25 12:15:00,147,24
05,05913,9,20,9,9,26,265,2021-01-25 12:15:00,265,26
05,05914,7,9,5,5,19,67,2021-01-25 12:15:00,64,12
05,05915,7,8,7,5,21,64,2021-01-25 12:15:00,51,12
05,05916,4,9,8,4,15,48,2021-01-25 12:15:00,48,15
05,05954,7,9,5,6,46,87,2021-01-25 12:15:00,87,46
05,05958,10,18,6,9,37,91,2021-01-25 12:15:00,89,31
05,05962,10,20,9,8,23,98,2021-01-25 12:15:00,94,19
05,05966,3,4,2,3,8,23,2021-01-25 12:15:00,23,8
05,05970,8,11,5,7,27,116,2021-01-25 12:15:00,102,15
05,05974,9,7,6,7,19,64,2021-01-25 12:15:00,56,17
05,05978,8,19,8,8,17,94,2021-01-25 12:15:00,94,17
06,06411,7,27,13,4,12,90,2021-01-25 12:15:00,56,3
06,06412,17,69,32,12,39,256,2021-01-25 12:15:00,235,30
06,06413,2,18,8,2,12,73,2021-01-25 12:15:00,73,12
06,06414,6,21,7,4,19,104,2021-01-25 12:15:00,94,18
06,06431,5,7,1,5,6,35,2021-01-25 12:15:00,35,6
06,06432,2,22,19,2,0,27,2021-01-25 12:15:00,27,0
06,06433,2,8,3,2,2,22,2021-01-25 12:15:00,22,2
06,06434,2,5,4,2,2,22,2021-01-25 12:15:00,22,2
06,06435,7,19,4,4,15,72,2021-01-25 12:15:00,68,5
06,06436,2,7,5,2,2,25,2021-01-25 12:15:00,25,2
06,06437,2,19,14,2,4,122,2021-01-25 12:15:00,122,4
06,06438,2,12,12,2,0,21,2021-01-25 12:15:00,21,0
06,06439,2,2,2,2,4,12,2021-01-25 12:15:00,12,4
06,06440,5,9,3,5,1,67,2021-01-25 12:15:00,67,1
06,06531,6,47,30,4,25,208,2021-01-25 12:15:00,186,24
06,06532,3,7,2,3,8,53,2021-01-25 12:15:00,53,8
06,06533,4,20,11,4,7,47,2021-01-25 12:15:00,47,7
06,06534,3,10,4,3,35,113,2021-01-25 12:15:00,113,35
06,06535,4,7,5,4,5,17,2021-01-25 12:15:00,17,5
06,06611,6,22,14,6,18,131,2021-01-25 12:15:00,131,18
06,06631,5,17,7,3,12,77,2021-01-25 12:15:00,72,6
06,06632,4,11,5,3,10,49,2021-01-25 12:15:00,45,7
06,06633,4,3,1,4,13,21,2021-01-25 12:15:00,21,13
06,06634,3,8,4,3,7,23,2021-01-25 12:15:00,23,7
06,06635,7,12,6,7,21,93,2021-01-25 12:15:00,93,21
06,06636,3,4,1,3,11,21,2021-01-25 12:15:00,21,11
07,07111,6,21,7,4,27,87,2021-01-25 12:15:00,75,21
07,07131,2,2,0,2,4,15,2021-01-25 12:15:00,15,4
07,07132,2,5,3,2,6,10,2021-01-25 12:15:00,10,6
07,07133,6,7,3,4,12,39,2021-01-25 12:15:00,31,6
07,07134,2,6,0,2,6,16,2021-01-25 12:15:00,16,6
07,07135,2,2,0,2,5,8,2021-01-25 12:15:00,8,5
07,07137,3,6,0,3,13,25,2021-01-25 12:15:00,25,13
07,07138,8,9,5,5,22,50,2021-01-25 12:15:00,37,21
07,07140,2,4,0,2,7,9,2021-01-25 12:15:00,9,7
07,07141,5,6,4,5,3,27,2021-01-25 12:15:00,27,3
07,07143,4,2,2,4,17,18,2021-01-25 12:15:00,18,17
07,07211,6,5,3,3,23,52,2021-01-25 12:15:00,44,19
07,07231,2,3,0,2,9,15,2021-01-25 12:15:00,15,9
07,07232,2,0,0,2,3,13,2021-01-25 12:15:00,13,3
07,07233,2,2,1,2,2,14,2021-01-25 12:15:00,14,2
07,07235,2,1,1,2,4,8,2021-01-25 12:15:00,8,4
07,07311,1,2,1,1,0,15,2021-01-25 12:15:00,15,0
07,07312,3,10,4,1,21,92,2021-01-25 12:15:00,81,19
07,07313,3,3,2,2,16,10,2021-01-25 12:15:00,10,9
07,07314,6,27,9,4,25,93,2021-01-25 12:15:00,82,20
07,07315,2,13,10,2,18,101,2021-01-25 12:15:00,101,18
07,07316,1,2,1,1,1,9,2021-01-25 12:15:00,9,1
07,07317,2,3,3,1,6,10,2021-01-25 12:15:00,8,4
07,07318,3,11,5,2,1,29,2021-01-25 12:15:00,29,1
07,07319,3,9,4,1,11,41,2021-01-25 12:15:00,26,4
07,07320,1,1,1,1,7,7,2021-01-25 12:15:00,7,7
07,07331,1,0,0,1,3,5,2021-01-25 12:15:00,5,3
07,07332,2,5,3,2,4,15,2021-01-25 12:15:00,15,4
07,07333,2,2,2,2,3,9,2021-01-25 12:15:00,9,3
07,07334,2,7,6,2,6,18,2021-01-25 12:15:00,18,6
07,07335,1,0,0,1,7,7,2021-01-25 12:15:00,7,7
