bundesland,gemeindeschluessel,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_beatmet,anzahl_standorte,betten_frei,betten_belegt,daten_stand,betten_belegt_nur_erwachsen,betten_frei_nur_erwachsen
01,01001,3,6,5,2,5,40,2021-02-27 12:15:00,36,3
01,01002,5,14,11,3,38,126,2021-02-27 12:15:00,124,34
01,01003,2,13,7,2,21,115,2021-02-27 12:15:00,115,21
01,01004,1,1,1,1,3,22,2021-02-27 12:15:00,22,3
01,01051,1,2,2,1,4,34,2021-02-27 12:15:00,34,4
01,01053,2,6,4,2,4,14,2021-02-27 12:15:00,14,4
01,01054,3,2,1,3,5,15,2021-02-27 12:15:00,15,5
01,01055,3,4,2,3,16,32,2021-02-27 12:15:00,32,16
01,01056,2,2,0,2,4,32,2021-02-27 12:15:00,32,4
01,01057,1,0,0,1,7,5,2021-02-27 12:15:00,5,7
01,01058,5,3,3,3,10,30,2021-02-27 12:15:00,26,10
01,01059,1,5,4,1,2,22,2021-02-27 12:15:00,22,2
01,01060,4,3,2,4,21,68,2021-02-27 12:15:00,68,21
01,01061,3,3,3,1,11,33,2021-02-27 12:15:00,23,9
01,01062,3,10,10,3,3,32,2021-02-27 12:15:00,32,3
02,02000,34,81,47,24,109,574,2021-02-27 12:15:00,510,62
03,03101,7,6,3,5,23,109,2021-02-27 12:15:00,94,21
03,03102,2,3,1,2,15,14,2021-02-27 12:15:00,14,15
03,03103,3,3,3,1,3,31,2021-02-27 12:15:00,26,0
03,03151,1,2,2,1,2,10,2021-02-27 12:15:00,10,2
03,03153,3,5,3,3,3,34,2021-02-27 12:15:00,34,3
03,03154,1,4,3,1,3,15,2021-02-27 12:15:00,15,3
03,03155,2,0,0,2,4,16,2021-02-27 12:15:00,16,4
03,03157,1,2,0,1,6,14,2021-02-27 12:15:00,14,6
03,03158,1,2,1,1,4,12,2021-02-27 12:15:00,12,4
03,03159,8,16,8,7,27,126,2021-02-27 12:15:00,111,23
03,03241,19,45,29,16,55,348,2021-02-27 12:15:00,314,44
03,03251,3,1,0,3,1,18,2021-02-27 12:15:00,18,1
03,03252,6,5,3,4,12,56,2021-02-27 12:15:00,55,7
03,03254,7,8,5,4,18,60,2021-02-27 12:15:00,54,14
03,03255,1,1,1,1,2,9,2021-02-27 12:15:00,9,2
03,03256,1,1,0,1,4,20,2021-02-27 12:15:00,20,4
03,03257,1,0,0,1,0,22,2021-02-27 12:15:00,22,0
03,03351,2,1,1,1,5,22,2021-02-27 12:15:00,17,3
03,03352,2,5,2,2,2,12,2021-02-27 12:15:00,12,2
03,03353,3,2,0,3,11,23,2021-02-27 12:15:00,23,11
03,03354,1,1,0,1,9,6,2021-02-27 12:15:00,6,9
03,03355,3,3,1,1,7,37,2021-02-27 12:15:00,26,2
03,03356,3,0,0,2,7,6,2021-02-27 12:15:00,6,7
