bundesland,gemeindeschluessel,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_beatmet,anzahl_standorte,betten_frei,betten_belegt,daten_stand,betten_belegt_nur_erwachsen,betten_frei_nur_erwachsen
01,01001,3,5,4,2,7,34,2021-01-23 12:15:00,32,3
01,01002,5,9,4,3,39,115,2021-01-23 12:15:00,114,34
01,01003,2,11,7,2,32,104,2021-01-23 12:15:00,104,32
01,01004,1,1,1,1,6,19,2021-01-23 12:15:00,19,6
01,01051,1,4,4,1,4,34,2021-01-23 12:15:00,34,4
01,01053,2,4,1,2,0,16,2021-01-23 12:15:00,16,0
01,01054,3,2,1,3,3,7,2021-01-23 12:15:00,7,3
01,01055,3,5,0,3,13,35,2021-01-23 12:15:00,35,13
01,01056,2,5,5,2,3,31,2021-01-23 12:15:00,31,3
01,01057,1,3,1,1,7,5,2021-01-23 12:15:00,5,7
01,01058,5,1,1,3,17,25,2021-01-23 12:15:00,23,13
01,01059,1,6,3,1,2,22,2021-01-23 12:15:00,22,2
01,01060,4,6,4,4,22,67,2021-01-23 12:15:00,67,22
01,01061,3,8,4,1,8,41,2021-01-23 12:15:00,30,6
01,01062,3,7,5,3,3,32,2021-01-23 12:15:00,32,3
02,02000,34,93,61,24,116,559,2021-01-23 12:15:00,488,77
03,03101,7,7,5,5,7,113,2021-01-23 12:15:00,98,5
03,03102,2,4,3,2,7,22,2021-01-23 12:15:00,22,7
03,03103,3,5,1,1,7,26,2021-01-23 12:15:00,22,4
03,03151,1,4,2,1,4,8,2021-01-23 12:15:00,8,4
03,03153,3,11,6,3,0,33,2021-01-23 12:15:00,33,0
03,03154,1,8,7,1,1,17,2021-01-23 12:15:00,17,1
03,03155,2,2,1,2,4,17,2021-01-23 12:15:00,17,4
03,03157,1,3,3,1,4,17,2021-01-23 12:15:00,17,4
03,03158,1,2,2,1,2,14,2021-01-23 12:15:00,14,2
03,03159,8,30,13,7,18,155,2021-01-23 12:15:00,139,12
03,03241,19,65,35,16,60,343,2021-01-23 12:15:00,308,48
03,03251,3,1,1,3,13,6,2021-01-23 12:15:00,6,13
03,03252,6,6,3,4,11,52,2021-01-23 12:15:00,52,5
03,03254,7,10,5,4,11,64,2021-01-23 12:15:00,57,8
03,03255,1,5,3,1,3,8,2021-01-23 12:15:00,8,3
03,03256,1,5,1,1,2,22,2021-01-23 12:15:00,22,2
03,03257,1,3,0,1,2,20,2021-01-23 12:15:00,20,2
03,03351,2,2,0,1,1,26,2021-01-23 12:15:00,20,0
03,03352,2,4,2,2,2,12,2021-01-23 12:15:00,12,2
03,03353,3,6,3,3,6,28,2021-01-23 12:15:00,28,6
03,03354,1,1,1,1,1,9,2021-01-23 12:15:00,9,1
03,03355,3,2,0,1,11,33,2021-01-23 12:15:00,26,2
03,03356,3,1,0,2,4,9,2021-01-23 12:15:00,9,4
03,03357,3,3,1,2,5,27,2021-01-23 12:15:00,24,4
03,03358,2,4,2,2,6,14,2021-01-23 12:15:00,14,6
03,03359,3,1,0,2,6,26,2021-01-23 12:15:00,26,3
03,03360,2,2,2,2,13,63,2021-01-23 12:15:00,63,13
03,03361,2,0,0,2,5,10,2021-01-23 12:15:00,10,5
03,03401,1,3,2,1,0,17,2021-01-23 12:15:00,17,0
03,03402,1,1,1,1,11,8,2021-01-23 12:15:00,8,11
03,03403,6,17,6,3,17,111,2021-01-23 12:15:00,98,3
03,03404,5,14,7,4,23,97,2021-01-23 12:15:00,86,18
03,03405,2,4,3,1,7,32,2021-01-23 12:15:00,27,4
03,03451,3,5,4,2,5,28,2021-01-23 12:15:00,28,5
03,03452,4,5,1,3,15,25,2021-01-23 12:15:00,25,7
03,03453,3,6,2,3,5,23,2021-01-23 12:15:00,23,5
03,03454,10,11,5,6,40,50,2021-01-23 12:15:00,43,21
03,03455,2,0,0,2,7,26,2021-01-23 12:15:00,26,7
03,03456,1,2,1,1,6,22,2021-01-23 12:15:00,22,6
03,03457,6,2,1,4,9,23,2021-01-23 12:15:00,22,5
03,03458,1,1,1,1,3,7,2021-01-23 12:15:00,7,3
03,03459,7,7,3,6,31,73,2021-01-23 12:15:00,73,31
03,03460,5,0,0,3,9,25,2021-01-23 12:15:00,22,4
03,03461,2,5,1,2,0,12,2021-01-23 12:15:00,12,0
03,03462,1,2,2,1,1,7,2021-01-23 12:15:00,7,1
04,04011,10,28,15,9,25,131,2021-01-23 12:15:00,123,21
04,04012,4,10,7,3,11,50,2021-01-23 12:15:00,40,5
05,05111,14,28,11,11,34,260,2021-01-23 12:15:00,237,31
05,05112,16,20,10,9,36,175,2021-01-23 12:15:00,146,23
05,05113,15,64,45,12,33,334,2021-01-23 12:15:00,311,27
05,05114,7,8,5,4,11,86,2021-01-23 12:15:00,74,8
05,05116,6,13,8,4,11,83,2021-01-23 12:15:00,77,10
05,05117,2,5,2,2,2,32,2021-01-23 12:15:00,32,2
05,05119,7,11,3,4,8,65,2021-01-23 12:15:00,53,6
05,05120,1,8,1,1,6,24,2021-01-23 12:15:00,24,6
05,05122,4,11,7,3,23,57,2021-01-23 12:15:00,56,20
05,05124,7,16,11,5,31,122,2021-01-23 12:15:00,115,24
05,05154,8,4,2,5,26,46,2021-01-23 12:15:00,46,19
05,05158,7,20,13,6,11,59,2021-01-23 12:15:00,59,9
05,05162,7,11,6,5,17,89,2021-01-23 12:15:00,83,9
05,05166,4,11,5,4,2,33,2021-01-23 12:15:00,33,2
05,05170,11,24,10,8,20,109,2021-01-23 12:15:00,104,17
05,05314,18,29,23,11,23,266,2021-01-23 12:15:00,215,15
05,05315,31,63,26,18,22,421,2021-01-23 12:15:00,364,19
05,05316,5,10,3,2,13,77,2021-01-23 12:15:00,64,2
05,05334,13,37,29,7,25,279,2021-01-23 12:15:00,261,24
05,05358,7,11,6,5,17,53,2021-01-23 12:15:00,48,14
05,05362,7,11,5,7,22,47,2021-01-23 12:15:00,47,22
05,05366,3,6,3,3,6,23,2021-01-23 12:15:00,23,6
05,05370,3,12,10,3,1,31,2021-01-23 12:15:00,31,1
05,05374,6,6,6,6,13,74,2021-01-23 12:15:00,74,13
05,05378,4,13,8,4,13,30,2021-01-23 12:15:00,30,13
05,05382,7,8,3,6,3,78,2021-01-23 12:15:00,65,3
05,05512,2,4,1,2,8,32,2021-01-23 12:15:00,32,8
05,05513,7,16,10,4,24,88,2021-01-23 12:15:00,75,11
05,05515,9,30,9,7,24,245,2021-01-23 12:15:00,232,20
05,05554,6,10,6,5,15,58,2021-01-23 12:15:00,58,13
05,05558,5,2,0,3,7,33,2021-01-23 12:15:00,23,7
