bundesland,gemeindeschluessel,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_beatmet,anzahl_standorte,betten_frei,betten_belegt,daten_stand,betten_belegt_nur_erwachsen,betten_frei_nur_erwachsen
01,01001,3,7,4,2,7,37,2021-03-09 12:15:00,34,4
01,01002,5,7,5,3,45,119,2021-03-09 12:15:00,118,40
01,01003,2,10,7,2,25,111,2021-03-09 12:15:00,111,25
01,01004,1,1,1,1,6,19,2021-03-09 12:15:00,19,6
01,01051,1,2,2,1,1,37,2021-03-09 12:15:00,37,1
01,01053,2,4,2,2,5,13,2021-03-09 12:15:00,13,5
01,01054,3,0,0,3,7,17,2021-03-09 12:15:00,17,7
01,01055,3,1,0,3,18,33,2021-03-09 12:15:00,33,18
01,01056,2,2,1,2,18,24,2021-03-09 12:15:00,24,18
01,01057,1,1,0,1,6,6,2021-03-09 12:15:00,6,6
01,01058,5,4,3,3,11,31,2021-03-09 12:15:00,29,7
01,01059,1,2,0,1,2,22,2021-03-09 12:15:00,22,2
01,01060,4,3,3,4,25,69,2021-03-09 12:15:00,69,25
01,01061,3,3,2,1,10,35,2021-03-09 12:15:00,24,8
01,01062,3,8,5,3,5,31,2021-03-09 12:15:00,31,5
02,02000,34,92,50,24,132,557,2021-03-09 12:15:00,491,87
03,03101,7,3,1,5,24,108,2021-03-09 12:15:00,93,22
03,03102,2,3,0,2,11,18,2021-03-09 12:15:00,18,11
03,03103,3,3,2,1,10,25,2021-03-09 12:15:00,20,6
03,03151,1,5,3,1,1,13,2021-03-09 12:15:00,13,1
03,03153,3,2,2,3,3,34,2021-03-09 12:15:00,34,3
03,03154,1,4,4,1,1,17,2021-03-09 12:15:00,17,1
03,03155,2,1,1,2,8,14,2021-03-09 12:15:00,14,8
03,03157,1,4,2,1,2,18,2021-03-09 12:15:00,18,2
03,03158,1,1,1,1,3,13,2021-03-09 12:15:00,13,3
03,03159,8,15,13,7,27,133,2021-03-09 12:15:00,119,21
03,03241,19,59,43,16,41,374,2021-03-09 12:15:00,339,30
03,03251,3,1,0,3,7,12,2021-03-09 12:15:00,12,7
03,03252,6,5,1,4,17,54,2021-03-09 12:15:00,54,11
03,03254,7,10,5,4,20,58,2021-03-09 12:15:00,54,14
03,03255,1,0,0,1,4,7,2021-03-09 12:15:00,7,4
03,03256,1,2,0,1,2,22,2021-03-09 12:15:00,22,2
03,03257,1,1,1,1,0,22,2021-03-09 12:15:00,22,0
03,03351,2,2,2,1,4,25,2021-03-09 12:15:00,18,3
03,03352,2,3,2,2,5,9,2021-03-09 12:15:00,9,5
03,03353,3,2,1,3,1,33,2021-03-09 12:15:00,33,1
03,03354,1,1,0,1,7,8,2021-03-09 12:15:00,8,7
