bundesland,gemeindeschluessel,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_beatmet,anzahl_standorte,betten_frei,betten_belegt,daten_stand,betten_belegt_nur_erwachsen,betten_frei_nur_erwachsen
01,01001,3,5,3,2,6,37,2021-02-17 12:15:00,35,2
01,01002,5,11,11,3,38,126,2021-02-17 12:15:00,123,35
01,01003,2,12,6,2,21,117,2021-02-17 12:15:00,117,21
01,01004,1,3,3,1,4,21,2021-02-17 12:15:00,21,4
01,01051,1,2,2,1,0,38,2021-02-17 12:15:00,38,0
01,01053,2,6,2,2,5,13,2021-02-17 12:15:00,13,5
01,01054,3,1,1,3,6,14,2021-02-17 12:15:00,14,6
01,01055,3,5,3,3,17,31,2021-02-17 12:15:00,31,17
01,01056,2,4,2,2,3,37,2021-02-17 12:15:00,37,3
01,01057,1,1,1,1,2,10,2021-02-17 12:15:00,10,2
01,01058,5,1,1,3,19,23,2021-02-17 12:15:00,20,16
01,01059,1,4,2,1,5,19,2021-02-17 12:15:00,19,5
01,01060,4,5,3,4,20,73,2021-02-17 12:15:00,73,20
01,01061,3,5,4,1,7,37,2021-02-17 12:15:00,27,5
01,01062,3,7,5,3,4,32,2021-02-17 12:15:00,32,4
02,02000,34,82,42,24,121,568,2021-02-17 12:15:00,502,78
03,03101,7,6,4,5,23,107,2021-02-17 12:15:00,93,20
03,03102,2,7,4,2,7,22,2021-02-17 12:15:00,22,7
03,03103,3,2,2,1,5,29,2021-02-17 12:15:00,22,4
03,03151,1,5,0,1,3,9,2021-02-17 12:15:00,9,3
03,03153,3,4,4,3,2,33,2021-02-17 12:15:00,33,2
03,03154,1,2,2,1,0,16,2021-02-17 12:15:00,16,0
03,03155,2,1,1,2,6,14,2021-02-17 12:15:00,14,6
03,03157,1,5,3,1,1,19,2021-02-17 12:15:00,19,1
03,03158,1,1,0,1,4,12,2021-02-17 12:15:00,12,4
03,03159,8,21,10,7,18,146,2021-02-17 12:15:00,128,17
