bundesland,gemeindeschluessel,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_beatmet,anzahl_standorte,betten_frei,betten_belegt,daten_stand,betten_belegt_nur_erwachsen,betten_frei_nur_erwachsen
01,01001,3,7,5,2,8,36,2021-02-24 12:15:00,34,4
01,01002,5,13,13,3,37,129,2021-02-24 12:15:00,126,34
01,01003,2,12,7,2,26,110,2021-02-24 12:15:00,110,26
01,01004,1,1,1,1,4,21,2021-02-24 12:15:00,21,4
01,01051,1,3,2,1,1,37,2021-02-24 12:15:00,37,1
01,01053,2,7,4,2,4,14,2021-02-24 12:15:00,14,4
01,01054,3,1,1,3,6,14,2021-02-24 12:15:00,14,6
01,01055,3,5,3,3,14,34,2021-02-24 12:15:00,34,14
01,01056,2,2,0,2,2,38,2021-02-24 12:15:00,38,2
01,01057,1,1,0,1,7,5,2021-02-24 12:15:00,5,7
01,01058,5,2,2,3,15,27,2021-02-24 12:15:00,24,12
01,01059,1,4,2,1,2,22,2021-02-24 12:15:00,22,2
01,01060,4,2,2,4,20,73,2021-02-24 12:15:00,73,20
01,01061,3,3,0,1,7,37,2021-02-24 12:15:00,25,7
01,01062,3,10,9,3,7,29,2021-02-24 12:15:00,29,7
02,02000,34,90,54,24,105,584,2021-02-24 12:15:00,517,61
03,03101,7,6,4,5,16,116,2021-02-24 12:15:00,100,15
03,03102,2,4,2,2,9,20,2021-02-24 12:15:00,20,9
03,03103,3,3,3,1,1,33,2021-02-24 12:15:00,25,1
03,03151,1,2,0,1,1,9,2021-02-24 12:15:00,9,1
03,03153,3,4,2,3,5,30,2021-02-24 12:15:00,30,5
03,03154,1,4,3,1,1,17,2021-02-24 12:15:00,17,1
03,03155,2,0,0,2,6,16,2021-02-24 12:15:00,16,6
03,03157,1,3,0,1,5,14,2021-02-24 12:15:00,14,5
03,03158,1,3,0,1,2,14,2021-02-24 12:15:00,14,2
03,03159,8,18,8,7,23,134,2021-02-24 12:15:00,117,21
03,03241,19,45,29,16,47,373,2021-02-24 12:15:00,337,37
03,03251,3,1,0,3,2,15,2021-02-24 12:15:00,15,2
03,03252,6,7,4,4,16,60,2021-02-24 12:15:00,58,12
03,03254,7,6,6,4,11,64,2021-02-24 12:15:00,58,7
03,03255,1,1,1,1,3,8,2021-02-24 12:15:00,8,3
03,03256,1,1,0,1,7,17,2021-02-24 12:15:00,17,7
03,03257,1,1,0,1,1,21,2021-02-24 12:15:00,21,1
03,03351,2,1,1,1,5,25,2021-02-24 12:15:00,18,4
03,03352,2,6,3,2,3,11,2021-02-24 12:15:00,11,3
03,03353,3,2,1,3,6,28,2021-02-24 12:15:00,28,6
03,03354,1,1,0,1,8,7,2021-02-24 12:15:00,7,8
03,03355,3,2,1,1,11,31,2021-02-24 12:15:00,24,2
03,03356,3,0,0,2,5,8,2021-02-24 12:15:00,8,5
03,03357,3,1,0,2,10,24,2021-02-24 12:15:00,21,9
03,03358,2,1,1,2,5,15,2021-02-24 12:15:00,15,5
03,03359,3,1,1,2,9,24,2021-02-24 12:15:00,24,6
03,03360,2,10,5,2,11,65,2021-02-24 12:15:00,65,11
03,03361,2,0,0,2,0,15,2021-02-24 12:15:00,15,0
03,03401,1,1,1,1,2,18,2021-02-24 12:15:00,18,2
03,03402,1,2,1,1,4,15,2021-02-24 12:15:00,15,4
03,03403,6,12,10,3,15,107,2021-02-24 12:15:00,92,3
03,03404,5,12,9,4,16,103,2021-02-24 12:15:00,89,14
03,03405,2,2,2,1,7,29,2021-02-24 12:15:00,25,3
03,03451,3,1,1,2,16,17,2021-02-24 12:15:00,17,16
03,03452,4,4,1,3,8,30,2021-02-24 12:15:00,28,2
03,03453,3,3,2,3,2,26,2021-02-24 12:15:00,26,2
03,03454,10,6,3,6,25,68,2021-02-24 12:15:00,52,15
03,03455,2,3,0,2,3,30,2021-02-24 12:15:00,30,3
03,03456,1,4,3,1,5,23,2021-02-24 12:15:00,23,5
03,03457,6,7,5,4,8,24,2021-02-24 12:15:00,24,3
03,03458,1,0,0,1,0,10,2021-02-24 12:15:00,10,0
03,03459,7,2,1,6,26,86,2021-02-24 12:15:00,86,26
03,03460,5,3,1,3,6,28,2021-02-24 12:15:00,22,4
03,03461,2,4,2,2,1,13,2021-02-24 12:15:00,13,1
03,03462,1,0,0,1,0,8,2021-02-24 12:15:00,8,0
04,04011,10,22,17,9,13,155,2021-02-24 12:15:00,145,11
04,04012,4,8,5,3,6,50,2021-02-24 12:15:00,42,1
05,05111,14,20,5,11,27,269,2021-02-24 12:15:00,245,22
05,05112,16,15,12,9,27,193,2021-02-24 12:15:00,163,17
05,05113,15,51,43,12,31,342,2021-02-24 12:15:00,317,26
05,05114,7,7,4,4,17,78,2021-02-24 12:15:00,67,13
05,05116,6,16,7,4,15,79,2021-02-24 12:15:00,73,14
05,05117,2,5,3,2,3,33,2021-02-24 12:15:00,33,3
05,05119,7,13,6,4,21,51,2021-02-24 12:15:00,45,14
05,05120,1,4,1,1,4,26,2021-02-24 12:15:00,26,4
05,05122,4,14,6,3,22,64,2021-02-24 12:15:00,63,19
05,05124,7,13,11,5,19,130,2021-02-24 12:15:00,119,16
05,05154,8,6,2,5,20,55,2021-02-24 12:15:00,54,13
05,05158,7,10,6,6,16,55,2021-02-24 12:15:00,55,13
05,05162,7,10,4,5,16,91,2021-02-24 12:15:00,85,8
05,05166,4,3,1,4,4,31,2021-02-24 12:15:00,31,4
05,05170,11,14,7,8,34,101,2021-02-24 12:15:00,100,26
05,05314,18,28,21,11,24,265,2021-02-24 12:15:00,211,20
05,05315,31,46,27,18,31,422,2021-02-24 12:15:00,369,24
05,05316,5,7,2,2,15,75,2021-02-24 12:15:00,63,3
05,05334,13,11,9,7,35,269,2021-02-24 12:15:00,251,33
05,05358,7,4,1,5,17,56,2021-02-24 12:15:00,51,14
05,05362,7,7,3,7,12,56,2021-02-24 12:15:00,56,12
05,05366,3,3,2,3,3,26,2021-02-24 12:15:00,26,3
05,05370,3,6,3,3,5,32,2021-02-24 12:15:00,32,5
05,05374,6,5,3,6,31,60,2021-02-24 12:15:00,60,31
05,05378,4,6,4,4,18,25,2021-02-24 12:15:00,25,18
05,05382,7,14,7,6,12,73,2021-02-24 12:15:00,63,10
05,05512,2,5,2,2,7,33,2021-02-24 12:15:00,33,7
05,05513,7,6,5,4,21,69,2021-02-24 12:15:00,60,4
05,05515,9,6,4,7,27,239,2021-02-24 12:15:00,228,21
05,05554,6,6,2,5,27,46,2021-02-24 12:15:00,45,26
05,05558,5,2,2,3,7,29,2021-02-24 12:15:00,19,7
05,05562,15,13,8,14,33,186,2021-02-24 12:15:00,163,24
05,05566,7,5,4,5,44,53,2021-02-24 12:15:00,45,37
05,05570,6,2,2,5,8,38,2021-02-24 12:15:00,38,6
05,05711,6,15,10,4,21,134,2021-02-24 12:15:00,114,17
05,05754,4,2,0,4,8,44,2021-02-24 12:15:00,44,8
05,05758,5,4,2,3,13,53,2021-02-24 12:15:00,47,9
05,05762,6,5,3,5,8,27,2021-02-24 12:15:00,24,7
05,05766,2,10,3,2,2,48,2021-02-24 12:15:00,48,2
05,05770,9,8,4,6,31,193,2021-02-24 12:15:00,170,27
05,05774,7,16,11,5,25,79,2021-02-24 12:15:00,68,21
05,05911,8,19,10,6,23,169,2021-02-24 12:15:00,155,16
05,05913,9,19,13,9,28,262,2021-02-24 12:15:00,262,28
05,05914,7,13,7,5,15,78,2021-02-24 12:15:00,76,7
05,05915,7,10,9,5,12,76,2021-02-24 12:15:00,62,4
05,05916,4,14,10,4,6,57,2021-02-24 12:15:00,57,6
