bundesland,gemeindeschluessel,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_beatmet,anzahl_standorte,betten_frei,betten_belegt,daten_stand,betten_belegt_nur_erwachsen,betten_frei_nur_erwachsen
01,01001,3,8,6,2,9,35,2021-01-28 12:15:00,35,3
01,01002,5,10,6,3,49,117,2021-01-28 12:15:00,114,46
01,01003,2,18,8,2,27,109,2021-01-28 12:15:00,109,27
01,01004,1,2,2,1,2,23,2021-01-28 12:15:00,23,2
01,01051,1,5,5,1,2,36,2021-01-28 12:15:00,36,2
01,01053,2,5,1,2,3,15,2021-01-28 12:15:00,15,3
01,01054,3,1,1,3,1,7,2021-01-28 12:15:00,7,1
01,01055,3,3,1,3,11,37,2021-01-28 12:15:00,37,11
01,01056,2,7,4,2,3,32,2021-01-28 12:15:00,32,3
01,01057,1,3,3,1,4,8,2021-01-28 12:15:00,8,4
01,01058,5,1,1,3,17,25,2021-01-28 12:15:00,23,13
01,01059,1,5,2,1,5,19,2021-01-28 12:15:00,19,5
01,01060,4,3,3,4,18,75,2021-01-28 12:15:00,75,18
01,01061,3,8,4,1,10,34,2021-01-28 12:15:00,23,9
01,01062,3,6,5,3,3,31,2021-01-28 12:15:00,31,3
02,02000,34,84,54,24,129,550,2021-01-28 12:15:00,480,89
03,03101,7,9,3,5,14,116,2021-01-28 12:15:00,100,13
03,03102,2,3,3,2,7,22,2021-01-28 12:15:00,22,7
03,03103,3,3,0,1,11,24,2021-01-28 12:15:00,20,6
03,03151,1,4,2,1,0,12,2021-01-28 12:15:00,12,0
03,03153,3,6,4,3,0,33,2021-01-28 12:15:00,33,0
03,03154,1,6,5,1,2,16,2021-01-28 12:15:00,16,2
03,03155,2,3,1,2,5,16,2021-01-28 12:15:00,16,5
03,03157,1,6,3,1,5,16,2021-01-28 12:15:00,16,5
03,03158,1,2,2,1,4,12,2021-01-28 12:15:00,12,4
03,03159,8,30,12,7,21,144,2021-01-28 12:15:00,125,20
03,03241,19,67,34,16,46,361,2021-01-28 12:15:00,321,40
03,03251,3,2,2,3,7,12,2021-01-28 12:15:00,12,7
03,03252,6,8,7,4,9,59,2021-01-28 12:15:00,57,5
03,03254,7,13,6,4,13,61,2021-01-28 12:15:00,52,12
03,03255,1,4,4,1,0,11,2021-01-28 12:15:00,11,0
03,03256,1,6,0,1,10,14,2021-01-28 12:15:00,14,10
03,03257,1,1,1,1,0,22,2021-01-28 12:15:00,22,0
03,03351,2,0,0,1,4,23,2021-01-28 12:15:00,17,3
03,03352,2,5,2,2,0,14,2021-01-28 12:15:00,14,0
03,03353,3,5,3,3,3,31,2021-01-28 12:15:00,31,3
03,03354,1,1,1,1,0,11,2021-01-28 12:15:00,11,0
