bundesland,gemeindeschluessel,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_beatmet,anzahl_standorte,betten_frei,betten_belegt,daten_stand,betten_belegt_nur_erwachsen,betten_frei_nur_erwachsen
01,01001,3,8,5,2,6,39,2021-02-22 12:15:00,37,2
01,01002,5,13,13,3,44,122,2021-02-22 12:15:00,120,40
01,01003,2,12,5,2,26,110,2021-02-22 12:15:00,110,26
01,01004,1,2,1,1,3,22,2021-02-22 12:15:00,22,3
01,01051,1,3,2,1,2,36,2021-02-22 12:15:00,36,2
01,01053,2,7,4,2,6,12,2021-02-22 12:15:00,12,6
01,01054,3,1,1,3,6,14,2021-02-22 12:15:00,14,6
01,01055,3,5,4,3,17,31,2021-02-22 12:15:00,31,17
01,01056,2,3,0,2,2,36,2021-02-22 12:15:00,36,2
01,01057,1,1,0,1,5,7,2021-02-22 12:15:00,7,5
01,01058,5,2,2,3,13,29,2021-02-22 12:15:00,26,10
01,01059,1,1,1,1,5,19,2021-02-22 12:15:00,19,5
01,01060,4,4,3,4,14,79,2021-02-22 12:15:00,79,14
01,01061,3,3,0,1,9,35,2021-02-22 12:15:00,24,8
01,01062,3,7,6,3,6,28,2021-02-22 12:15:00,28,6
02,02000,34,76,42,24,134,542,2021-02-22 12:15:00,474,91
03,03101,7,6,4,5,29,103,2021-02-22 12:15:00,88,27
03,03102,2,6,4,2,15,14,2021-02-22 12:15:00,14,15
03,03103,3,3,3,1,7,28,2021-02-22 12:15:00,22,4
03,03151,1,3,1,1,1,11,2021-02-22 12:15:00,11,1
03,03153,3,5,5,3,4,31,2021-02-22 12:15:00,31,4
03,03154,1,3,2,1,1,17,2021-02-22 12:15:00,17,1
03,03155,2,0,0,2,5,15,2021-02-22 12:15:00,15,5
03,03157,1,4,1,1,2,18,2021-02-22 12:15:00,18,2
03,03158,1,1,1,1,3,13,2021-02-22 12:15:00,13,3
03,03159,8,21,6,7,22,137,2021-02-22 12:15:00,123,17
03,03241,19,41,31,16,54,351,2021-02-22 12:15:00,319,40
03,03251,3,1,1,3,2,15,2021-02-22 12:15:00,15,2
03,03252,6,6,4,4,12,59,2021-02-22 12:15:00,58,7
03,03254,7,7,5,4,17,60,2021-02-22 12:15:00,54,13
03,03255,1,1,1,1,2,9,2021-02-22 12:15:00,9,2
03,03256,1,2,1,1,2,22,2021-02-22 12:15:00,22,2
03,03257,1,1,0,1,0,22,2021-02-22 12:15:00,22,0
03,03351,2,1,1,1,8,23,2021-02-22 12:15:00,18,5
03,03352,2,5,2,2,2,10,2021-02-22 12:15:00,10,2
03,03353,3,4,2,3,7,27,2021-02-22 12:15:00,27,7
03,03354,1,1,0,1,6,9,2021-02-22 12:15:00,9,6
03,03355,3,1,0,1,12,32,2021-02-22 12:15:00,23,5
03,03356,3,1,0,2,6,7,2021-02-22 12:15:00,7,6
03,03357,3,1,0,2,9,23,2021-02-22 12:15:00,20,8
03,03358,2,1,1,2,3,17,2021-02-22 12:15:00,17,3
03,03359,3,1,1,2,9,24,2021-02-22 12:15:00,24,6
03,03360,2,10,5,2,14,62,2021-02-22 12:15:00,62,14
03,03361,2,0,0,2,0,15,2021-02-22 12:15:00,15,0
03,03401,1,1,1,1,0,16,2021-02-22 12:15:00,16,0
03,03402,1,1,1,1,11,8,2021-02-22 12:15:00,8,11
03,03403,6,12,10,3,15,110,2021-02-22 12:15:00,95,3
03,03404,5,10,8,4,14,97,2021-02-22 12:15:00,81,14
03,03405,2,2,2,1,5,32,2021-02-22 12:15:00,27,2
03,03451,3,1,1,2,16,17,2021-02-22 12:15:00,17,16
03,03452,4,4,1,3,7,31,2021-02-22 12:15:00,28,2
03,03453,3,3,2,3,4,24,2021-02-22 12:15:00,24,4
03,03454,10,5,3,6,25,68,2021-02-22 12:15:00,52,15
03,03455,2,4,1,2,0,33,2021-02-22 12:15:00,33,0
03,03456,1,5,3,1,4,24,2021-02-22 12:15:00,24,4
03,03457,6,5,3,4,9,23,2021-02-22 12:15:00,23,4
03,03458,1,1,1,1,5,5,2021-02-22 12:15:00,5,5
03,03459,7,4,1,6,25,87,2021-02-22 12:15:00,87,25
03,03460,5,4,1,3,9,25,2021-02-22 12:15:00,22,4
03,03461,2,5,3,2,0,14,2021-02-22 12:15:00,14,0
03,03462,1,0,0,1,3,5,2021-02-22 12:15:00,5,3
04,04011,10,23,14,9,17,148,2021-02-22 12:15:00,141,12
04,04012,4,6,4,3,12,44,2021-02-22 12:15:00,34,9
05,05111,14,19,4,11,37,261,2021-02-22 12:15:00,240,29
05,05112,16,16,10,9,33,192,2021-02-22 12:15:00,161,22
05,05113,15,47,36,12,46,333,2021-02-22 12:15:00,311,38
05,05114,7,7,6,4,9,84,2021-02-22 12:15:00,74,6
05,05116,6,14,8,4,9,83,2021-02-22 12:15:00,76,9
05,05117,2,6,3,2,6,30,2021-02-22 12:15:00,30,6
05,05119,7,11,3,4,11,62,2021-02-22 12:15:00,52,8
05,05120,1,4,1,1,1,29,2021-02-22 12:15:00,29,1
05,05122,4,9,7,3,24,62,2021-02-22 12:15:00,61,21
05,05124,7,11,10,5,23,126,2021-02-22 12:15:00,118,17
05,05154,8,7,2,5,21,54,2021-02-22 12:15:00,53,14
05,05158,7,11,6,6,21,50,2021-02-22 12:15:00,49,19
05,05162,6,9,3,4,22,55,2021-02-22 12:15:00,49,14
05,05166,4,5,2,4,4,31,2021-02-22 12:15:00,31,4
05,05170,11,14,8,8,31,103,2021-02-22 12:15:00,102,23
05,05314,17,27,18,11,23,257,2021-02-22 12:15:00,214,19
05,05315,31,52,31,18,32,420,2021-02-22 12:15:00,363,29
05,05316,5,7,4,2,11,79,2021-02-22 12:15:00,66,0
05,05334,13,17,13,7,31,272,2021-02-22 12:15:00,255,29
05,05358,7,5,4,5,23,50,2021-02-22 12:15:00,45,20
05,05362,7,11,6,7,19,50,2021-02-22 12:15:00,50,19
05,05366,3,3,2,3,2,27,2021-02-22 12:15:00,27,2
05,05370,3,5,3,3,4,31,2021-02-22 12:15:00,31,4
05,05374,6,7,3,6,21,70,2021-02-22 12:15:00,70,21
05,05378,4,7,4,4,8,35,2021-02-22 12:15:00,35,8
05,05382,7,14,8,6,11,76,2021-02-22 12:15:00,66,8
05,05512,2,5,2,2,9,31,2021-02-22 12:15:00,31,9
05,05513,7,8,4,4,23,69,2021-02-22 12:15:00,61,5
05,05515,9,7,5,7,33,233,2021-02-22 12:15:00,221,28
05,05554,6,7,2,5,27,46,2021-02-22 12:15:00,45,26
05,05558,5,1,1,3,9,29,2021-02-22 12:15:00,19,9
05,05562,15,16,9,14,34,182,2021-02-22 12:15:00,159,25
05,05566,7,7,2,5,36,61,2021-02-22 12:15:00,54,28
