bundesland,gemeindeschluessel,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_beatmet,anzahl_standorte,betten_frei,betten_belegt,daten_stand
01,01001,2,0,0,2,51,33,2020-06-14 09:15:00
01,01002,5,0,0,3,136,119,2020-06-14 09:15:00
01,01003,2,0,0,2,124,119,2020-06-14 09:15:00
01,01004,1,0,0,1,21,19,2020-06-14 09:15:00
01,01051,1,1,1,1,18,38,2020-06-14 09:15:00
01,01053,2,0,0,2,12,12,2020-06-14 09:15:00
01,01054,3,0,0,3,22,20,2020-06-14 09:15:00
01,01055,3,0,0,3,14,20,2020-06-14 09:15:00
01,01056,2,0,0,2,12,23,2020-06-14 09:15:00
01,01057,1,0,0,1,4,8,2020-06-14 09:15:00
01,01058,3,0,0,3,16,34,2020-06-14 09:15:00
01,01059,1,1,0,1,11,12,2020-06-14 09:15:00
01,01060,4,0,0,4,60,70,2020-06-14 09:15:00
01,01061,1,0,0,1,17,21,2020-06-14 09:15:00
01,01062,3,0,0,3,14,14,2020-06-14 09:15:00
02,02000,27,14,11,24,372,574,2020-06-14 09:15:00
03,03101,5,0,0,5,72,85,2020-06-14 09:15:00
03,03102,2,0,0,2,7,20,2020-06-14 09:15:00
03,03103,1,2,1,1,26,22,2020-06-14 09:15:00
03,03151,2,0,0,2,6,30,2020-06-14 09:15:00
03,03153,3,0,0,3,48,41,2020-06-14 09:15:00
03,03154,1,0,0,1,19,15,2020-06-14 09:15:00
03,03155,2,1,0,2,8,14,2020-06-14 09:15:00
03,03157,1,0,0,1,4,12,2020-06-14 09:15:00
03,03158,1,1,1,1,7,9,2020-06-14 09:15:00
03,03159,8,3,2,7,75,134,2020-06-14 09:15:00
03,03241,16,12,10,16,151,342,2020-06-14 09:15:00
03,03251,3,0,0,3,6,4,2020-06-14 09:15:00
03,03252,4,1,1,4,13,58,2020-06-14 09:15:00
03,03254,5,0,0,4,44,54,2020-06-14 09:15:00
03,03255,1,0,0,1,4,10,2020-06-14 09:15:00
03,03256,1,0,0,1,17,17,2020-06-14 09:15:00
03,03257,1,0,0,1,3,20,2020-06-14 09:15:00
03,03351,3,0,0,1,12,29,2020-06-14 09:15:00
03,03352,2,1,0,2,7,11,2020-06-14 09:15:00
03,03353,3,0,0,3,28,38,2020-06-14 09:15:00
03,03354,1,0,0,1,8,7,2020-06-14 09:15:00
03,03355,2,0,0,2,19,19,2020-06-14 09:15:00
03,03356,2,0,0,2,6,9,2020-06-14 09:15:00
03,03357,3,1,0,2,15,15,2020-06-14 09:15:00
03,03358,3,0,0,3,16,19,2020-06-14 09:15:00
03,03359,3,0,0,2,18,19,2020-06-14 09:15:00
03,03360,2,0,0,2,26,53,2020-06-14 09:15:00
03,03361,2,0,0,2,1,14,2020-06-14 09:15:00
03,03401,1,0,0,1,13,16,2020-06-14 09:15:00
03,03402,1,0,0,1,11,10,2020-06-14 09:15:00
03,03403,5,6,6,3,110,113,2020-06-14 09:15:00
03,03404,4,0,0,4,86,22,2020-06-14 09:15:00
03,03405,1,0,0,1,15,21,2020-06-14 09:15:00
03,03451,3,0,0,2,18,22,2020-06-14 09:15:00
03,03452,3,0,0,3,24,18,2020-06-14 09:15:00
03,03453,3,0,0,3,15,31,2020-06-14 09:15:00
03,03454,7,0,0,7,39,62,2020-06-14 09:15:00
03,03455,2,0,0,2,12,25,2020-06-14 09:15:00
03,03456,1,0,0,1,10,20,2020-06-14 09:15:00
03,03457,3,0,0,2,22,20,2020-06-14 09:15:00
03,03458,1,0,0,1,0,0,2020-06-14 09:15:00
03,03459,7,0,0,6,57,65,2020-06-14 09:15:00
03,03460,3,1,1,3,42,14,2020-06-14 09:15:00
03,03461,1,0,0,1,4,2,2020-06-14 09:15:00
03,03462,1,0,0,1,7,6,2020-06-14 09:15:00
04,04011,10,3,2,9,86,84,2020-06-14 09:15:00
04,04012,2,0,0,2,12,12,2020-06-14 09:15:00
05,05111,12,3,2,11,75,230,2020-06-14 09:15:00
05,05112,13,4,4,9,90,171,2020-06-14 09:15:00
05,05113,15,4,2,14,96,258,2020-06-14 09:15:00
05,05114,6,1,0,4,33,72,2020-06-14 09:15:00
05,05116,4,2,1,3,21,69,2020-06-14 09:15:00
05,05117,2,2,1,2,19,32,2020-06-14 09:15:00
05,05119,6,0,0,4,27,51,2020-06-14 09:15:00
05,05120,1,0,0,1,15,22,2020-06-14 09:15:00
05,05122,3,3,3,3,35,57,2020-06-14 09:15:00
05,05124,5,2,1,5,102,94,2020-06-14 09:15:00
05,05154,5,0,0,5,24,46,2020-06-14 09:15:00
05,05158,5,0,0,5,36,28,2020-06-14 09:15:00
05,05162,7,0,0,6,46,76,2020-06-14 09:15:00
05,05166,4,1,0,4,25,34,2020-06-14 09:15:00
05,05170,9,3,1,8,67,103,2020-06-14 09:15:00
05,05314,16,4,3,11,65,216,2020-06-14 09:15:00
05,05315,26,3,3,17,95,350,2020-06-14 09:15:00
05,05316,4,0,0,2,38,50,2020-06-14 09:15:00
05,05334,11,8,3,7,84,250,2020-06-14 09:15:00
05,05358,6,0,0,5,38,39,2020-06-14 09:15:00
05,05362,7,1,1,7,34,49,2020-06-14 09:15:00
05,05366,3,0,0,3,8,43,2020-06-14 09:15:00
05,05370,3,1,1,3,8,28,2020-06-14 09:15:00
05,05374,7,0,0,7,48,69,2020-06-14 09:15:00
05,05378,4,0,0,4,17,35,2020-06-14 09:15:00
05,05382,6,1,0,6,24,70,2020-06-14 09:15:00
05,05512,2,0,0,2,33,33,2020-06-14 09:15:00
05,05513,6,2,0,4,66,68,2020-06-14 09:15:00
05,05515,7,3,3,7,46,214,2020-06-14 09:15:00
05,05554,5,1,0,5,44,38,2020-06-14 09:15:00
05,05558,3,0,0,3,18,20,2020-06-14 09:15:00
05,05562,14,1,0,14,107,175,2020-06-14 09:15:00
05,05566,5,2,2,5,39,52,2020-06-14 09:15:00
05,05570,4,0,0,4,25,30,2020-06-14 09:15:00
05,05711,4,0,0,4,33,112,2020-06-14 09:15:00
05,05754,2,1,1,2,18,20,2020-06-14 09:15:00
05,05758,4,1,0,3,22,46,2020-06-14 09:15:00
05,05762,5,0,0,5,24,20,2020-06-14 09:15:00
05,05766,2,0,0,2,29,52,2020-06-14 09:15:00
05,05770,6,3,2,6,55,97,2020-06-14 09:15:00
05,05774,4,2,1,3,32,75,2020-06-14 09:15:00
05,05911,8,2,1,6,103,152,2020-06-14 09:15:00
05,05913,9,7,3,9,75,216,2020-06-14 09:15:00
05,05914,5,1,0,5,36,53,2020-06-14 09:15:00
05,05915,6,1,1,5,39,57,2020-06-14 09:15:00
05,05916,4,1,0,4,25,43,2020-06-14 09:15:00
05,05954,7,0,0,6,35,96,2020-06-14 09:15:00
05,05958,7,0,0,7,45,49,2020-06-14 09:15:00
05,05962,7,0,0,7,46,49,2020-06-14 09:15:00
05,05966,3,1,1,3,26,12,2020-06-14 09:15:00
05,05970,6,0,0,6,46,75,2020-06-14 09:15:00
05,05974,6,0,0,5,23,41,2020-06-14 09:15:00
05,05978,8,1,1,8,34,101,2020-06-14 09:15:00
06,06411,7,0,0,4,30,78,2020-06-14 09:15:00
06,06412,16,7,6,12,83,238,2020-06-14 09:15:00
06,06413,2,2,1,2,50,64,2020-06-14 09:15:00
06,06414,5,5,5,4,46,75,2020-06-14 09:15:00
06,06431,5,0,0,5,24,26,2020-06-14 09:15:00
06,06432,2,2,0,2,4,24,2020-06-14 09:15:00
06,06433,2,0,0,2,5,18,2020-06-14 09:15:00
06,06434,3,0,0,3,18,13,2020-06-14 09:15:00
06,06435,4,1,1,3,34,55,2020-06-14 09:15:00
06,06436,2,0,0,2,13,19,2020-06-14 09:15:00
06,06437,2,2,2,2,12,116,2020-06-14 09:15:00
06,06438,2,4,4,2,18,37,2020-06-14 09:15:00
06,06439,2,0,0,2,13,9,2020-06-14 09:15:00
06,06440,5,0,0,5,57,71,2020-06-14 09:15:00
06,06531,4,7,3,4,56,211,2020-06-14 09:15:00
06,06532,2,0,0,2,17,42,2020-06-14 09:15:00
06,06533,3,0,0,3,26,36,2020-06-14 09:15:00
06,06534,3,0,0,3,51,132,2020-06-14 09:15:00
06,06535,4,0,0,4,26,13,2020-06-14 09:15:00
06,06611,6,1,1,6,57,131,2020-06-14 09:15:00
06,06631,3,1,1,3,33,50,2020-06-14 09:15:00
06,06632,3,0,0,3,36,40,2020-06-14 09:15:00
06,06633,3,0,0,3,13,17,2020-06-14 09:15:00
06,06634,3,0,0,3,38,18,2020-06-14 09:15:00
06,06635,7,0,0,7,47,79,2020-06-14 09:15:00
06,06636,3,0,0,3,32,26,2020-06-14 09:15:00
07,07111,5,0,0,4,51,65,2020-06-14 09:15:00
07,07131,2,0,0,2,6,17,2020-06-14 09:15:00
07,07132,2,0,0,2,14,6,2020-06-14 09:15:00
07,07133,4,0,0,4,31,20,2020-06-14 09:15:00
07,07134,2,0,0,2,13,14,2020-06-14 09:15:00
07,07135,2,0,0,2,11,6,2020-06-14 09:15:00
07,07137,4,1,1,4,32,14,2020-06-14 09:15:00
07,07138,5,0,0,5,37,39,2020-06-14 09:15:00
07,07140,2,0,0,2,8,7,2020-06-14 09:15:00
07,07141,5,0,0,5,26,20,2020-06-14 09:15:00
07,07143,4,0,0,4,22,17,2020-06-14 09:15:00
07,07211,4,0,0,3,58,61,2020-06-14 09:15:00
07,07231,2,0,0,2,18,19,2020-06-14 09:15:00
07,07232,2,0,0,2,7,10,2020-06-14 09:15:00
07,07233,2,0,0,2,15,1,2020-06-14 09:15:00
07,07235,2,0,0,2,6,10,2020-06-14 09:15:00
07,07311,1,0,0,1,8,14,2020-06-14 09:15:00
07,07312,1,1,0,1,74,91,2020-06-14 09:15:00
07,07313,3,0,0,2,11,4,2020-06-14 09:15:00
07,07314,4,1,0,4,61,69,2020-06-14 09:15:00
07,07315,2,1,1,2,34,94,2020-06-14 09:15:00
07,07316,1,0,0,1,9,12,2020-06-14 09:15:00
07,07317,1,0,0,1,8,8,2020-06-14 09:15:00
07,07318,3,3,1,2,9,27,2020-06-14 09:15:00
07,07319,1,0,0,1,5,24,2020-06-14 09:15:00
07,07320,1,0,0,1,7,7,2020-06-14 09:15:00
07,07331,1,1,0,1,0,8,2020-06-14 09:15:00
07,07332,2,0,0,2,14,7,2020-06-14 09:15:00
07,07333,2,0,0,2,8,4,2020-06-14 09:15:00
07,07334,2,0,0,2,18,11,2020-06-14 09:15:00
07,07335,1,0,0,1,9,5,2020-06-14 09:15:00
07,07336,1,0,0,1,5,11,2020-06-14 09:15:00
07,07337,2,0,0,2,9,8,2020-06-14 09:15:00
07,07339,2,2,2,2,11,7,2020-06-14 09:15:00
07,07340,1,0,0,1,7,2,2020-06-14 09:15:00
08,08111,11,13,5,9,220,283,2020-06-14 09:15:00
08,08115,4,0,0,4,16,36,2020-06-14 09:15:00
08,08116,6,3,0,4,46,34,2020-06-14 09:15:00
08,08117,4,0,0,3,32,41,2020-06-14 09:15:00
08,08118,5,12,6,4,140,74,2020-06-14 09:15:00
08,08119,2,3,1,2,71,38,2020-06-14 09:15:00
08,08121,1,2,1,1,28,38,2020-06-14 09:15:00
08,08125,2,1,1,2,18,35,2020-06-14 09:15:00
08,08126,1,0,0,1,5,7,2020-06-14 09:15:00
08,08127,2,1,0,2,22,31,2020-06-14 09:15:00
08,08128,3,1,1,3,27,29,2020-06-14 09:15:00
08,08135,1,0,0,1,10,14,2020-06-14 09:15:00
08,08136,3,0,0,3,27,25,2020-06-14 09:15:00
08,08211,2,1,0,1,15,18,2020-06-14 09:15:00
08,08212,4,0,0,4,48,81,2020-06-14 09:15:00
08,08215,3,0,0,3,21,46,2020-06-14 09:15:00
08,08216,2,0,0,2,0,15,2020-06-14 09:15:00
08,08221,6,6,3,6,105,222,2020-06-14 09:15:00
08,08222,5,2,1,3,20,111,2020-06-14 09:15:00
08,08225,3,1,1,3,5,11,2020-06-14 09:15:00
08,08226,3,0,0,3,9,27,2020-06-14 09:15:00
08,08231,2,0,0,2,31,42,2020-06-14 09:15:00
08,08235,2,0,0,2,7,15,2020-06-14 09:15:00
08,08236,2,0,0,2,5,10,2020-06-14 09:15:00
08,08237,1,0,0,1,5,9,2020-06-14 09:15:00
08,08311,4,4,3,4,97,139,2020-06-14 09:15:00
08,08315,4,0,0,4,55,72,2020-06-14 09:15:00
08,08316,3,1,1,3,5,29,2020-06-14 09:15:00
