bundesland,gemeindeschluessel,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_beatmet,anzahl_standorte,betten_frei,betten_belegt,daten_stand,betten_belegt_nur_erwachsen,betten_frei_nur_erwachsen
01,01001,3,6,5,2,7,38,2021-02-26 12:15:00,35,4
01,01002,5,13,11,3,37,127,2021-02-26 12:15:00,126,32
01,01003,2,12,8,2,20,116,2021-02-26 12:15:00,116,20
01,01004,1,1,1,1,3,22,2021-02-26 12:15:00,22,3
01,01051,1,3,2,1,1,37,2021-02-26 12:15:00,37,1
01,01053,2,6,3,2,2,16,2021-02-26 12:15:00,16,2
01,01054,3,1,1,3,4,16,2021-02-26 12:15:00,16,4
01,01055,3,5,3,3,16,32,2021-02-26 12:15:00,32,16
01,01056,2,2,0,2,3,37,2021-02-26 12:15:00,37,3
01,01057,1,0,0,1,7,5,2021-02-26 12:15:00,5,7
01,01058,5,4,2,3,16,26,2021-02-26 12:15:00,23,13
01,01059,1,5,4,1,0,24,2021-02-26 12:15:00,24,0
01,01060,4,2,2,4,18,71,2021-02-26 12:15:00,71,18
01,01061,3,3,3,1,9,35,2021-02-26 12:15:00,24,8
01,01062,3,11,10,3,2,32,2021-02-26 12:15:00,32,2
02,02000,34,85,54,24,103,580,2021-02-26 12:15:00,515,57
03,03101,7,9,5,5,12,120,2021-02-26 12:15:00,103,12
03,03102,2,3,2,2,13,16,2021-02-26 12:15:00,16,13
03,03103,3,3,3,1,1,33,2021-02-26 12:15:00,25,1
03,03151,1,3,2,1,1,11,2021-02-26 12:15:00,11,1
03,03153,3,4,2,3,2,35,2021-02-26 12:15:00,35,2
03,03154,1,4,3,1,3,15,2021-02-26 12:15:00,15,3
03,03155,2,0,0,2,6,16,2021-02-26 12:15:00,16,6
03,03157,1,2,0,1,6,14,2021-02-26 12:15:00,14,6
03,03158,1,2,1,1,2,14,2021-02-26 12:15:00,14,2
03,03159,8,16,8,7,24,133,2021-02-26 12:15:00,117,23
03,03241,19,44,31,16,57,358,2021-02-26 12:15:00,324,45
03,03251,3,1,0,3,1,17,2021-02-26 12:15:00,17,1
03,03252,6,6,3,4,12,60,2021-02-26 12:15:00,59,7
03,03254,7,8,5,4,9,68,2021-02-26 12:15:00,62,5
03,03255,1,1,1,1,3,8,2021-02-26 12:15:00,8,3
03,03256,1,1,0,1,4,20,2021-02-26 12:15:00,20,4
03,03257,1,0,0,1,0,22,2021-02-26 12:15:00,22,0
03,03351,2,1,1,1,3,26,2021-02-26 12:15:00,21,1
03,03352,2,5,2,2,2,12,2021-02-26 12:15:00,12,2
03,03353,3,2,0,3,12,22,2021-02-26 12:15:00,22,12
03,03354,1,1,0,1,9,6,2021-02-26 12:15:00,6,9
03,03355,3,2,1,1,13,31,2021-02-26 12:15:00,22,6
03,03356,3,0,0,2,6,7,2021-02-26 12:15:00,7,6
03,03357,3,1,0,2,6,28,2021-02-26 12:15:00,26,4
03,03358,2,1,0,2,2,18,2021-02-26 12:15:00,18,2
03,03359,3,1,1,2,6,27,2021-02-26 12:15:00,27,3
03,03360,2,9,5,2,12,64,2021-02-26 12:15:00,64,12
03,03361,2,1,0,2,2,13,2021-02-26 12:15:00,13,2
03,03401,1,1,1,1,0,18,2021-02-26 12:15:00,18,0
03,03402,1,3,1,1,7,12,2021-02-26 12:15:00,12,7
03,03403,6,14,11,3,14,113,2021-02-26 12:15:00,97,3
03,03404,5,14,10,4,24,102,2021-02-26 12:15:00,87,23
03,03405,2,3,1,1,6,32,2021-02-26 12:15:00,27,3
03,03451,3,1,0,2,13,20,2021-02-26 12:15:00,20,13
03,03452,4,4,0,3,11,26,2021-02-26 12:15:00,25,4
03,03453,3,2,2,3,6,22,2021-02-26 12:15:00,22,6
03,03454,10,7,4,6,18,75,2021-02-26 12:15:00,57,10
03,03455,2,1,1,2,6,27,2021-02-26 12:15:00,27,6
03,03456,1,2,2,1,6,22,2021-02-26 12:15:00,22,6
03,03457,6,6,5,4,7,22,2021-02-26 12:15:00,22,2
03,03458,1,0,0,1,0,9,2021-02-26 12:15:00,9,0
03,03459,7,2,1,6,29,81,2021-02-26 12:15:00,81,29
03,03460,5,3,1,3,11,23,2021-02-26 12:15:00,19,7
03,03461,2,7,4,2,0,11,2021-02-26 12:15:00,11,0
03,03462,1,0,0,1,0,8,2021-02-26 12:15:00,8,0
04,04011,10,22,15,9,14,154,2021-02-26 12:15:00,146,10
04,04012,4,8,5,3,9,49,2021-02-26 12:15:00,41,3
05,05111,14,22,6,11,41,255,2021-02-26 12:15:00,232,35
05,05112,16,15,10,9,37,182,2021-02-26 12:15:00,150,28
05,05113,15,53,43,12,46,326,2021-02-26 12:15:00,304,38
05,05114,7,7,4,4,8,84,2021-02-26 12:15:00,72,8
05,05116,6,14,7,4,14,80,2021-02-26 12:15:00,74,13
05,05117,2,4,3,2,3,31,2021-02-26 12:15:00,31,3
05,05119,7,12,7,4,16,55,2021-02-26 12:15:00,48,10
05,05120,1,3,1,1,5,25,2021-02-26 12:15:00,25,5
05,05122,4,14,6,3,26,60,2021-02-26 12:15:00,60,22
05,05124,7,13,11,5,14,135,2021-02-26 12:15:00,124,11
05,05154,8,5,1,5,14,60,2021-02-26 12:15:00,59,7
05,05158,7,7,5,6,21,50,2021-02-26 12:15:00,50,18
05,05162,7,9,4,5,16,91,2021-02-26 12:15:00,85,8
05,05166,4,3,0,4,2,32,2021-02-26 12:15:00,32,2
05,05170,11,12,4,8,34,103,2021-02-26 12:15:00,103,25
05,05314,18,27,19,11,25,265,2021-02-26 12:15:00,213,19
05,05315,31,43,25,18,29,425,2021-02-26 12:15:00,373,21
05,05316,5,4,3,2,15,75,2021-02-26 12:15:00,61,5
05,05334,13,12,10,7,25,279,2021-02-26 12:15:00,260,24
05,05358,7,7,4,5,13,60,2021-02-26 12:15:00,56,9
05,05362,7,7,2,7,19,49,2021-02-26 12:15:00,49,19
05,05366,3,3,3,3,3,26,2021-02-26 12:15:00,26,3
05,05370,3,7,3,3,2,35,2021-02-26 12:15:00,35,2
05,05374,6,4,2,6,36,55,2021-02-26 12:15:00,55,36
05,05378,4,4,2,4,15,28,2021-02-26 12:15:00,28,15
05,05382,7,14,8,6,16,69,2021-02-26 12:15:00,59,14
05,05512,2,4,1,2,9,31,2021-02-26 12:15:00,31,9
05,05513,7,7,3,4,20,72,2021-02-26 12:15:00,61,5
05,05515,9,6,2,7,23,243,2021-02-26 12:15:00,231,18
05,05554,6,5,2,5,20,53,2021-02-26 12:15:00,53,18
05,05558,5,1,1,3,9,27,2021-02-26 12:15:00,17,9
05,05562,15,10,6,14,46,174,2021-02-26 12:15:00,152,36
05,05566,7,5,2,5,23,63,2021-02-26 12:15:00,55,16
05,05570,6,7,3,5,6,40,2021-02-26 12:15:00,39,5
05,05711,6,14,9,4,19,136,2021-02-26 12:15:00,117,14
05,05754,4,3,0,4,9,43,2021-02-26 12:15:00,43,9
05,05758,5,3,2,3,15,49,2021-02-26 12:15:00,44,10
05,05762,6,5,3,5,5,30,2021-02-26 12:15:00,28,3
05,05766,2,6,2,2,5,45,2021-02-26 12:15:00,45,5
05,05770,9,8,5,6,26,197,2021-02-26 12:15:00,171,25
05,05774,7,18,14,5,17,87,2021-02-26 12:15:00,75,14
05,05911,8,16,9,6,31,161,2021-02-26 12:15:00,150,21
05,05913,9,20,13,9,26,260,2021-02-26 12:15:00,260,26
05,05914,7,12,6,5,19,71,2021-02-26 12:15:00,70,10
05,05915,7,8,7,5,14,78,2021-02-26 12:15:00,65,5
05,05916,4,15,10,4,4,59,2021-02-26 12:15:00,59,4
05,05954,7,6,2,6,41,96,2021-02-26 12:15:00,96,41
05,05958,10,17,7,9,22,86,2021-02-26 12:15:00,84,16
05,05962,10,21,7,8,11,103,2021-02-26 12:15:00,98,8
05,05966,3,4,3,3,8,19,2021-02-26 12:15:00,19,8
05,05970,8,9,6,7,33,114,2021-02-26 12:15:00,100,21
05,05974,9,4,2,7,23,59,2021-02-26 12:15:00,50,22
