bundesland,gemeindeschluessel,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_beatmet,anzahl_standorte,betten_frei,betten_belegt,daten_stand,betten_belegt_nur_erwachsen,betten_frei_nur_erwachsen
01,01001,3,7,6,2,7,35,2021-01-26 12:15:00,35,1
01,01002,5,11,4,3,56,110,2021-01-26 12:15:00,110,50
01,01003,2,16,5,2,29,107,2021-01-26 12:15:00,107,29
01,01004,1,1,1,1,6,19,2021-01-26 12:15:00,19,6
01,01051,1,5,4,1,2,36,2021-01-26 12:15:00,36,2
01,01053,2,4,1,2,3,15,2021-01-26 12:15:00,15,3
01,01054,3,1,1,3,3,7,2021-01-26 12:15:00,7,3
01,01055,3,2,0,3,21,27,2021-01-26 12:15:00,27,21
01,01056,2,6,4,2,2,33,2021-01-26 12:15:00,33,2
01,01057,1,2,2,1,3,9,2021-01-26 12:15:00,9,3
01,01058,5,1,1,3,17,25,2021-01-26 12:15:00,21,15
01,01059,1,5,3,1,6,18,2021-01-26 12:15:00,18,6
01,01060,4,5,4,4,13,80,2021-01-26 12:15:00,80,13
01,01061,3,6,3,1,13,36,2021-01-26 12:15:00,25,11
01,01062,3,8,6,3,1,33,2021-01-26 12:15:00,33,1
02,02000,34,95,60,24,127,556,2021-01-26 12:15:00,484,89
03,03101,7,6,4,5,13,109,2021-01-26 12:15:00,94,11
03,03102,2,3,3,2,9,20,2021-01-26 12:15:00,20,9
03,03103,3,4,1,1,7,28,2021-01-26 12:15:00,23,3
03,03151,1,6,2,1,0,12,2021-01-26 12:15:00,12,0
03,03153,3,6,3,3,2,31,2021-01-26 12:15:00,31,2
03,03154,1,8,6,1,3,15,2021-01-26 12:15:00,15,3
03,03155,2,2,0,2,8,13,2021-01-26 12:15:00,13,8
03,03157,1,4,3,1,6,16,2021-01-26 12:15:00,16,6
03,03158,1,3,2,1,4,12,2021-01-26 12:15:00,12,4
03,03159,8,33,17,7,21,147,2021-01-26 12:15:00,128,20
03,03241,19,63,34,16,55,356,2021-01-26 12:15:00,321,48
03,03251,3,1,1,3,3,16,2021-01-26 12:15:00,16,3
03,03252,6,6,4,4,13,56,2021-01-26 12:15:00,56,7
03,03254,7,13,6,4,15,61,2021-01-26 12:15:00,53,13
03,03255,1,4,4,1,2,9,2021-01-26 12:15:00,9,2
03,03256,1,5,1,1,2,22,2021-01-26 12:15:00,22,2
03,03257,1,1,0,1,6,16,2021-01-26 12:15:00,16,6
03,03351,2,2,0,1,3,25,2021-01-26 12:15:00,18,2
03,03352,2,3,2,2,1,13,2021-01-26 12:15:00,13,1
03,03353,3,7,4,3,4,30,2021-01-26 12:15:00,30,4
03,03354,1,1,1,1,0,10,2021-01-26 12:15:00,10,0
03,03355,3,1,0,1,8,36,2021-01-26 12:15:00,27,1
03,03356,3,0,0,2,1,12,2021-01-26 12:15:00,12,1
03,03357,3,4,1,2,7,25,2021-01-26 12:15:00,23,5
03,03358,2,3,3,2,7,13,2021-01-26 12:15:00,13,7
03,03359,3,2,1,2,9,24,2021-01-26 12:15:00,24,6
03,03360,2,3,3,2,9,67,2021-01-26 12:15:00,67,9
03,03361,2,1,0,2,3,12,2021-01-26 12:15:00,12,3
03,03401,1,3,2,1,0,17,2021-01-26 12:15:00,17,0
