bundesland,gemeindeschluessel,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_beatmet,anzahl_standorte,betten_frei,betten_belegt,daten_stand,betten_belegt_nur_erwachsen,betten_frei_nur_erwachsen
01,01001,3,7,4,2,6,39,2021-02-10 12:15:00,38,1
01,01002,5,14,11,3,45,121,2021-02-10 12:15:00,121,39
01,01003,2,14,8,2,25,113,2021-02-10 12:15:00,113,25
01,01004,1,3,3,1,4,21,2021-02-10 12:15:00,21,4
01,01051,1,3,3,1,2,36,2021-02-10 12:15:00,36,2
01,01053,2,6,3,2,5,13,2021-02-10 12:15:00,13,5
01,01054,3,2,1,3,7,13,2021-02-10 12:15:00,13,7
01,01055,3,4,1,3,20,28,2021-02-10 12:15:00,28,20
01,01056,2,7,3,2,2,34,2021-02-10 12:15:00,34,2
01,01057,1,3,3,1,4,8,2021-02-10 12:15:00,8,4
01,01058,5,0,0,3,20,22,2021-02-10 12:15:00,19,17
01,01059,1,4,1,1,3,21,2021-02-10 12:15:00,21,3
01,01060,4,7,6,4,21,72,2021-02-10 12:15:00,72,21
01,01061,3,6,4,1,6,38,2021-02-10 12:15:00,29,3
01,01062,3,4,3,3,6,28,2021-02-10 12:15:00,28,6
02,02000,34,68,36,24,140,553,2021-02-10 12:15:00,489,94
03,03101,7,12,6,5,24,105,2021-02-10 12:15:00,89,23
03,03102,2,5,2,2,10,19,2021-02-10 12:15:00,19,10
03,03103,3,3,1,1,3,31,2021-02-10 12:15:00,23,3
03,03151,1,3,1,1,4,8,2021-02-10 12:15:00,8,4
03,03153,3,8,6,3,1,32,2021-02-10 12:15:00,32,1
03,03154,1,4,3,1,2,16,2021-02-10 12:15:00,16,2
03,03155,2,1,1,2,5,15,2021-02-10 12:15:00,15,5
03,03157,1,3,1,1,0,17,2021-02-10 12:15:00,17,0
03,03158,1,0,0,1,2,14,2021-02-10 12:15:00,14,2
03,03159,8,27,13,7,21,140,2021-02-10 12:15:00,122,20
03,03241,19,55,37,16,45,381,2021-02-10 12:15:00,341,33
03,03251,3,1,1,3,4,15,2021-02-10 12:15:00,15,4
03,03252,6,7,1,4,17,58,2021-02-10 12:15:00,58,11
03,03254,7,14,4,4,16,59,2021-02-10 12:15:00,52,13
03,03255,1,1,1,1,3,8,2021-02-10 12:15:00,8,3
03,03256,1,7,2,1,3,21,2021-02-10 12:15:00,21,3
03,03257,1,0,0,1,4,18,2021-02-10 12:15:00,18,4
03,03351,2,2,0,1,4,25,2021-02-10 12:15:00,20,2
03,03352,2,1,0,2,2,10,2021-02-10 12:15:00,10,2
03,03353,3,5,3,3,3,31,2021-02-10 12:15:00,31,3
03,03354,1,0,0,1,6,9,2021-02-10 12:15:00,9,6
03,03355,3,0,0,1,13,31,2021-02-10 12:15:00,24,4
03,03356,3,0,0,2,2,11,2021-02-10 12:15:00,11,2
03,03357,3,1,1,2,3,31,2021-02-10 12:15:00,28,2
03,03358,2,1,1,2,5,15,2021-02-10 12:15:00,15,5
03,03359,3,2,0,2,8,25,2021-02-10 12:15:00,25,5
03,03360,2,12,9,2,12,64,2021-02-10 12:15:00,64,12
03,03361,2,0,0,2,4,11,2021-02-10 12:15:00,11,4
03,03401,1,3,3,1,0,17,2021-02-10 12:15:00,17,0
03,03402,1,1,1,1,6,13,2021-02-10 12:15:00,13,6
03,03403,6,14,6,3,13,116,2021-02-10 12:15:00,102,0
03,03404,5,11,7,4,17,102,2021-02-10 12:15:00,89,14
03,03405,2,2,2,1,7,33,2021-02-10 12:15:00,26,6
03,03451,3,3,1,2,10,23,2021-02-10 12:15:00,23,10
03,03452,4,0,0,3,8,28,2021-02-10 12:15:00,27,1
03,03453,3,8,6,3,3,25,2021-02-10 12:15:00,25,3
03,03454,10,4,1,6,29,63,2021-02-10 12:15:00,50,16
03,03455,2,2,1,2,5,28,2021-02-10 12:15:00,28,5
03,03456,1,5,2,1,4,26,2021-02-10 12:15:00,26,4
03,03457,6,2,1,4,10,22,2021-02-10 12:15:00,21,6
03,03458,1,0,0,1,1,7,2021-02-10 12:15:00,7,1
03,03459,7,1,0,6,35,76,2021-02-10 12:15:00,76,35
03,03460,5,5,3,3,6,28,2021-02-10 12:15:00,24,2
03,03461,2,3,1,2,2,11,2021-02-10 12:15:00,11,2
03,03462,1,0,0,1,0,8,2021-02-10 12:15:00,8,0
04,04011,10,29,14,9,16,152,2021-02-10 12:15:00,145,11
04,04012,4,6,4,3,6,49,2021-02-10 12:15:00,38,5
05,05111,14,17,6,11,36,260,2021-02-10 12:15:00,239,28
05,05112,16,18,11,9,25,199,2021-02-10 12:15:00,166,16
05,05113,15,61,47,12,51,331,2021-02-10 12:15:00,310,43
05,05114,7,6,4,4,23,71,2021-02-10 12:15:00,60,19
05,05116,6,14,4,4,10,82,2021-02-10 12:15:00,76,9
05,05117,2,10,2,2,0,33,2021-02-10 12:15:00,33,0
05,05119,7,16,5,4,9,64,2021-02-10 12:15:00,53,7
05,05120,1,5,2,1,10,20,2021-02-10 12:15:00,20,10
05,05122,4,12,3,3,20,66,2021-02-10 12:15:00,65,17
05,05124,7,14,10,5,26,126,2021-02-10 12:15:00,118,20
05,05154,8,4,1,5,21,52,2021-02-10 12:15:00,51,14
05,05158,7,13,6,6,18,53,2021-02-10 12:15:00,53,15
05,05162,7,8,3,5,15,93,2021-02-10 12:15:00,86,8
05,05166,4,5,3,4,4,31,2021-02-10 12:15:00,31,4
05,05170,11,9,9,8,35,97,2021-02-10 12:15:00,97,26
05,05314,18,34,23,11,14,274,2021-02-10 12:15:00,221,10
05,05315,31,60,36,18,41,412,2021-02-10 12:15:00,358,35
05,05316,5,8,2,2,11,79,2021-02-10 12:15:00,64,2
05,05334,13,20,17,7,31,275,2021-02-10 12:15:00,258,29
05,05358,7,10,5,5,16,55,2021-02-10 12:15:00,52,11
05,05362,7,12,5,7,16,55,2021-02-10 12:15:00,55,16
05,05366,3,4,4,3,2,27,2021-02-10 12:15:00,27,2
05,05370,3,2,1,3,2,34,2021-02-10 12:15:00,34,2
05,05374,6,15,7,6,24,63,2021-02-10 12:15:00,63,24
05,05378,4,6,4,4,14,29,2021-02-10 12:15:00,29,14
05,05382,7,10,6,6,25,60,2021-02-10 12:15:00,49,24
05,05512,2,8,6,2,7,33,2021-02-10 12:15:00,33,7
05,05513,7,13,3,4,18,93,2021-02-10 12:15:00,83,2
05,05515,9,23,8,7,31,239,2021-02-10 12:15:00,226,27
05,05554,6,7,3,5,18,55,2021-02-10 12:15:00,55,16
05,05558,5,0,0,3,14,21,2021-02-10 12:15:00,11,14
05,05562,15,21,9,14,25,196,2021-02-10 12:15:00,171,18
05,05566,7,11,4,5,17,78,2021-02-10 12:15:00,69,13
05,05570,6,13,8,5,6,36,2021-02-10 12:15:00,36,4
05,05711,6,19,10,4,30,133,2021-02-10 12:15:00,110,29
05,05754,4,5,2,4,8,44,2021-02-10 12:15:00,44,8
05,05758,5,11,8,3,14,53,2021-02-10 12:15:00,48,9
05,05762,6,5,2,5,3,30,2021-02-10 12:15:00,27,2
05,05766,2,15,5,2,2,48,2021-02-10 12:15:00,48,2
05,05770,9,15,10,6,27,189,2021-02-10 12:15:00,166,25
05,05774,7,17,16,5,23,82,2021-02-10 12:15:00,72,18
05,05911,8,17,12,6,22,170,2021-02-10 12:15:00,155,16
05,05913,9,24,14,9,37,255,2021-02-10 12:15:00,255,37
05,05914,7,5,1,5,20,69,2021-02-10 12:15:00,67,12
05,05915,7,9,7,5,24,62,2021-02-10 12:15:00,57,7
05,05916,4,12,10,4,4,59,2021-02-10 12:15:00,59,4
05,05954,7,7,2,6,30,107,2021-02-10 12:15:00,107,30
05,05958,10,18,8,9,29,98,2021-02-10 12:15:00,91,28
05,05962,10,15,4,8,27,93,2021-02-10 12:15:00,90,22
05,05966,3,3,3,3,13,18,2021-02-10 12:15:00,18,13
05,05970,8,11,10,7,27,118,2021-02-10 12:15:00,97,22
05,05974,9,8,2,7,11,69,2021-02-10 12:15:00,64,6
05,05978,8,18,8,8,19,87,2021-02-10 12:15:00,87,19
06,06411,7,26,16,4,17,86,2021-02-10 12:15:00,54,4
06,06412,17,63,34,12,42,257,2021-02-10 12:15:00,238,31
06,06413,4,18,7,2,15,85,2021-02-10 12:15:00,77,10
06,06414,6,24,10,4,14,103,2021-02-10 12:15:00,92,13
06,06431,5,6,1,5,3,39,2021-02-10 12:15:00,39,3
06,06432,2,17,15,2,0,29,2021-02-10 12:15:00,29,0
06,06433,2,6,0,2,3,18,2021-02-10 12:15:00,18,3
06,06434,2,5,2,2,2,24,2021-02-10 12:15:00,24,2
06,06435,7,20,6,4,10,75,2021-02-10 12:15:00,67,4
06,06436,2,10,3,2,4,27,2021-02-10 12:15:00,27,4
06,06437,2,19,9,2,5,121,2021-02-10 12:15:00,121,5
06,06438,2,10,8,2,1,19,2021-02-10 12:15:00,19,1
06,06439,2,3,1,2,4,12,2021-02-10 12:15:00,12,4
06,06440,5,15,5,5,3,69,2021-02-10 12:15:00,69,3
06,06531,6,35,23,4,23,206,2021-02-10 12:15:00,184,20
06,06532,3,8,2,3,19,41,2021-02-10 12:15:00,41,19
06,06533,4,9,7,4,9,45,2021-02-10 12:15:00,45,9
06,06534,3,5,4,3,26,124,2021-02-10 12:15:00,124,26
06,06535,4,3,2,4,5,18,2021-02-10 12:15:00,18,5
06,06611,6,21,14,6,14,138,2021-02-10 12:15:00,138,14
06,06631,5,17,10,3,11,79,2021-02-10 12:15:00,73,6
06,06632,4,12,5,3,6,53,2021-02-10 12:15:00,48,4
06,06633,4,3,1,4,11,22,2021-02-10 12:15:00,22,11
06,06634,3,7,6,3,8,22,2021-02-10 12:15:00,22,8
06,06635,7,8,3,7,18,95,2021-02-10 12:15:00,95,18
06,06636,3,7,5,3,5,25,2021-02-10 12:15:00,25,5
07,07111,6,13,4,4,17,95,2021-02-10 12:15:00,83,11
07,07131,2,3,1,2,3,16,2021-02-10 12:15:00,16,3
07,07132,2,3,1,2,7,9,2021-02-10 12:15:00,9,7
07,07133,6,10,4,4,13,37,2021-02-10 12:15:00,34,2
07,07134,2,4,0,2,4,18,2021-02-10 12:15:00,18,4
07,07135,2,4,2,2,9,4,2021-02-10 12:15:00,4,9
07,07137,3,2,2,3,15,23,2021-02-10 12:15:00,23,15
07,07138,8,6,5,5,13,54,2021-02-10 12:15:00,43,11
07,07140,2,5,2,2,6,10,2021-02-10 12:15:00,10,6
