bundesland,gemeindeschluessel,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_beatmet,anzahl_standorte,betten_frei,betten_belegt,daten_stand,betten_belegt_nur_erwachsen,betten_frei_nur_erwachsen
01,01001,3,7,5,2,7,37,2021-02-25 12:15:00,36,2
01,01002,5,13,13,3,41,125,2021-02-25 12:15:00,124,36
01,01003,2,13,9,2,20,116,2021-02-25 12:15:00,116,20
01,01004,1,1,1,1,4,21,2021-02-25 12:15:00,21,4
01,01051,1,3,2,1,1,37,2021-02-25 12:15:00,37,1
01,01053,2,7,4,2,1,17,2021-02-25 12:15:00,17,1
01,01054,3,1,1,3,8,12,2021-02-25 12:15:00,12,8
01,01055,3,5,3,3,17,31,2021-02-25 12:15:00,31,17
01,01056,2,2,0,2,4,36,2021-02-25 12:15:00,36,4
01,01057,1,0,0,1,5,7,2021-02-25 12:15:00,7,5
01,01058,5,3,2,3,14,28,2021-02-25 12:15:00,25,11
01,01059,1,5,4,1,2,22,2021-02-25 12:15:00,22,2
01,01060,4,2,2,4,13,80,2021-02-25 12:15:00,80,13
01,01061,3,3,0,1,9,35,2021-02-25 12:15:00,24,8
01,01062,3,11,10,3,3,31,2021-02-25 12:15:00,31,3
02,02000,34,88,52,24,99,586,2021-02-25 12:15:00,519,55
03,03101,7,8,4,5,17,115,2021-02-25 12:15:00,99,16
03,03102,2,4,2,2,11,18,2021-02-25 12:15:00,18,11
03,03103,3,3,3,1,7,27,2021-02-25 12:15:00,19,7
03,03151,1,2,2,1,0,10,2021-02-25 12:15:00,10,0
03,03153,3,4,2,3,2,35,2021-02-25 12:15:00,35,2
03,03154,1,4,3,1,3,15,2021-02-25 12:15:00,15,3
03,03155,2,0,0,2,5,17,2021-02-25 12:15:00,17,5
03,03157,1,2,0,1,6,14,2021-02-25 12:15:00,14,6
03,03158,1,1,1,1,3,13,2021-02-25 12:15:00,13,3
03,03159,8,18,8,7,22,138,2021-02-25 12:15:00,122,21
03,03241,19,45,29,16,41,370,2021-02-25 12:15:00,337,29
03,03251,3,1,0,3,3,14,2021-02-25 12:15:00,14,3
03,03252,6,6,4,4,12,60,2021-02-25 12:15:00,58,8
03,03254,7,6,4,4,11,66,2021-02-25 12:15:00,60,7
03,03255,1,1,1,1,4,7,2021-02-25 12:15:00,7,4
03,03256,1,1,0,1,5,19,2021-02-25 12:15:00,19,5
03,03257,1,1,0,1,0,22,2021-02-25 12:15:00,22,0
03,03351,2,1,1,1,8,21,2021-02-25 12:15:00,16,6
03,03352,2,5,2,2,2,12,2021-02-25 12:15:00,12,2
03,03353,3,2,1,3,7,27,2021-02-25 12:15:00,27,7
03,03354,1,1,0,1,9,6,2021-02-25 12:15:00,6,9
03,03355,3,2,1,1,11,31,2021-02-25 12:15:00,23,3
03,03356,3,0,0,2,4,9,2021-02-25 12:15:00,9,4
03,03357,3,1,0,2,5,29,2021-02-25 12:15:00,26,4
03,03358,2,1,0,2,5,15,2021-02-25 12:15:00,15,5
03,03359,3,1,1,2,9,24,2021-02-25 12:15:00,24,6
03,03360,2,9,5,2,12,64,2021-02-25 12:15:00,64,12
03,03361,2,1,0,2,2,13,2021-02-25 12:15:00,13,2
03,03401,1,1,1,1,2,18,2021-02-25 12:15:00,18,2
03,03402,1,2,1,1,8,11,2021-02-25 12:15:00,11,8
03,03403,6,13,11,3,19,106,2021-02-25 12:15:00,91,7
03,03404,5,12,11,4,13,106,2021-02-25 12:15:00,91,12
03,03405,2,3,2,1,7,30,2021-02-25 12:15:00,25,4
03,03451,3,1,1,2,9,24,2021-02-25 12:15:00,24,9
03,03452,4,4,1,3,9,29,2021-02-25 12:15:00,27,3
03,03453,3,2,2,3,5,23,2021-02-25 12:15:00,23,5
03,03454,10,7,3,6,25,68,2021-02-25 12:15:00,53,14
03,03455,2,2,1,2,7,26,2021-02-25 12:15:00,26,7
03,03456,1,3,2,1,4,24,2021-02-25 12:15:00,24,4
03,03457,6,7,5,4,7,25,2021-02-25 12:15:00,25,2
03,03458,1,0,0,1,0,9,2021-02-25 12:15:00,9,0
03,03459,7,2,1,6,25,85,2021-02-25 12:15:00,85,25
03,03460,5,3,1,3,8,26,2021-02-25 12:15:00,22,4
03,03461,2,7,3,2,1,13,2021-02-25 12:15:00,13,1
03,03462,1,0,0,1,1,7,2021-02-25 12:15:00,7,1
04,04011,10,23,15,9,13,157,2021-02-25 12:15:00,149,9
04,04012,4,8,5,3,10,47,2021-02-25 12:15:00,39,4
05,05111,14,21,6,11,36,262,2021-02-25 12:15:00,239,30
05,05112,16,16,12,9,36,184,2021-02-25 12:15:00,158,21
05,05113,15,53,45,12,32,340,2021-02-25 12:15:00,316,26
05,05114,7,7,3,4,19,76,2021-02-25 12:15:00,65,15
05,05116,6,15,6,4,14,80,2021-02-25 12:15:00,74,13
05,05117,2,4,3,2,3,33,2021-02-25 12:15:00,33,3
05,05119,7,12,7,4,19,54,2021-02-25 12:15:00,47,13
05,05120,1,4,1,1,5,25,2021-02-25 12:15:00,25,5
05,05122,4,14,6,3,21,65,2021-02-25 12:15:00,64,18
05,05124,7,12,11,5,20,129,2021-02-25 12:15:00,119,16
05,05154,8,6,2,5,18,57,2021-02-25 12:15:00,56,11
05,05158,7,10,6,6,14,57,2021-02-25 12:15:00,57,11
05,05162,7,10,4,5,16,91,2021-02-25 12:15:00,85,8
05,05166,4,2,0,4,3,31,2021-02-25 12:15:00,31,3
05,05170,11,14,5,8,31,106,2021-02-25 12:15:00,105,23
05,05314,18,28,21,11,20,270,2021-02-25 12:15:00,215,17
05,05315,31,46,23,18,30,422,2021-02-25 12:15:00,369,23
05,05316,5,6,3,2,16,74,2021-02-25 12:15:00,61,5
05,05334,13,11,9,7,41,263,2021-02-25 12:15:00,245,39
05,05358,7,6,3,5,20,53,2021-02-25 12:15:00,49,16
05,05362,7,6,2,7,18,50,2021-02-25 12:15:00,50,18
05,05366,3,3,3,3,3,26,2021-02-25 12:15:00,26,3
05,05370,3,7,3,3,3,34,2021-02-25 12:15:00,34,3
05,05374,6,4,2,6,31,60,2021-02-25 12:15:00,60,31
05,05378,4,4,2,4,14,29,2021-02-25 12:15:00,29,14
05,05382,7,14,8,6,12,73,2021-02-25 12:15:00,66,7
05,05512,2,4,1,2,13,27,2021-02-25 12:15:00,27,13
05,05513,7,6,4,4,21,70,2021-02-25 12:15:00,59,6
05,05515,9,7,4,7,27,239,2021-02-25 12:15:00,230,19
05,05554,6,6,3,5,20,53,2021-02-25 12:15:00,52,19
05,05558,5,2,2,3,9,27,2021-02-25 12:15:00,17,9
05,05562,15,12,7,14,47,174,2021-02-25 12:15:00,152,37
05,05566,7,4,2,5,25,61,2021-02-25 12:15:00,53,18
05,05570,6,5,2,5,5,41,2021-02-25 12:15:00,40,4
05,05711,6,15,10,4,22,133,2021-02-25 12:15:00,113,18
05,05754,4,2,0,4,7,45,2021-02-25 12:15:00,45,7
05,05758,5,3,2,3,15,51,2021-02-25 12:15:00,46,10
05,05762,6,4,2,5,4,31,2021-02-25 12:15:00,29,2
05,05766,2,7,3,2,4,46,2021-02-25 12:15:00,46,4
05,05770,9,8,3,6,25,199,2021-02-25 12:15:00,174,23
05,05774,7,15,12,5,19,85,2021-02-25 12:15:00,73,16
05,05911,8,17,9,6,28,164,2021-02-25 12:15:00,152,19
05,05913,9,21,13,9,26,262,2021-02-25 12:15:00,262,26
05,05914,7,14,7,5,15,78,2021-02-25 12:15:00,76,7
05,05915,7,9,9,5,16,74,2021-02-25 12:15:00,63,5
05,05916,4,14,10,4,6,57,2021-02-25 12:15:00,57,6
05,05954,7,6,3,6,38,99,2021-02-25 12:15:00,99,38
05,05958,10,18,5,9,23,84,2021-02-25 12:15:00,82,17
05,05962,10,22,6,8,9,105,2021-02-25 12:15:00,100,6
05,05966,3,4,3,3,8,19,2021-02-25 12:15:00,19,8
05,05970,8,10,6,7,23,124,2021-02-25 12:15:00,110,11
05,05974,9,5,2,7,13,72,2021-02-25 12:15:00,60,12
05,05978,8,15,9,8,7,99,2021-02-25 12:15:00,99,7
06,06411,7,10,6,4,18,88,2021-02-25 12:15:00,59,2
06,06412,17,43,21,12,44,254,2021-02-25 12:15:00,230,38
06,06413,4,8,2,2,14,86,2021-02-25 12:15:00,78,9
06,06414,6,33,11,4,17,105,2021-02-25 12:15:00,95,15
06,06431,5,4,3,5,4,37,2021-02-25 12:15:00,37,4
