bundesland,gemeindeschluessel,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_beatmet,anzahl_standorte,betten_frei,betten_belegt,daten_stand,betten_belegt_nur_erwachsen,betten_frei_nur_erwachsen
01,01001,3,11,4,2,5,39,2021-02-21 12:15:00,36,2
01,01002,5,13,13,3,46,120,2021-02-21 12:15:00,117,43
01,01003,2,11,5,2,25,111,2021-02-21 12:15:00,111,25
01,01004,1,1,1,1,4,21,2021-02-21 12:15:00,21,4
01,01051,1,3,2,1,2,36,2021-02-21 12:15:00,36,2
01,01053,2,8,4,2,5,13,2021-02-21 12:15:00,13,5
01,01054,3,1,1,3,8,12,2021-02-21 12:15:00,12,8
01,01055,3,5,5,3,14,34,2021-02-21 12:15:00,34,14
01,01056,2,3,0,2,4,34,2021-02-21 12:15:00,34,4
01,01057,1,1,0,1,5,7,2021-02-21 12:15:00,7,5
01,01058,5,2,2,3,16,26,2021-02-21 12:15:00,23,13
01,01059,1,5,3,1,4,20,2021-02-21 12:15:00,20,4
01,01060,4,4,2,4,21,68,2021-02-21 12:15:00,68,21
01,01061,3,3,0,1,12,32,2021-02-21 12:15:00,22,10
01,01062,3,6,5,3,8,26,2021-02-21 12:15:00,26,8
02,02000,34,73,38,24,114,569,2021-02-21 12:15:00,498,74
03,03101,7,5,3,5,28,104,2021-02-21 12:15:00,90,25
03,03102,2,5,4,2,14,15,2021-02-21 12:15:00,15,14
03,03103,3,3,3,1,6,28,2021-02-21 12:15:00,21,5
03,03151,1,3,0,1,0,10,2021-02-21 12:15:00,10,0
03,03153,3,5,5,3,2,31,2021-02-21 12:15:00,31,2
03,03154,1,1,1,1,1,15,2021-02-21 12:15:00,15,1
03,03155,2,0,0,2,7,11,2021-02-21 12:15:00,11,7
03,03157,1,4,1,1,5,16,2021-02-21 12:15:00,16,5
03,03158,1,1,1,1,4,12,2021-02-21 12:15:00,12,4
03,03159,8,20,7,7,23,134,2021-02-21 12:15:00,116,19
03,03241,19,46,30,16,51,337,2021-02-21 12:15:00,307,35
03,03251,3,1,1,3,2,15,2021-02-21 12:15:00,15,2
03,03252,6,7,3,4,12,58,2021-02-21 12:15:00,57,8
03,03254,7,6,4,4,24,52,2021-02-21 12:15:00,46,20
03,03255,1,1,1,1,0,11,2021-02-21 12:15:00,11,0
03,03256,1,3,0,1,4,20,2021-02-21 12:15:00,20,4
03,03257,1,0,0,1,2,20,2021-02-21 12:15:00,20,2
03,03351,2,2,1,1,3,26,2021-02-21 12:15:00,21,0
03,03352,2,4,2,2,5,9,2021-02-21 12:15:00,9,5
03,03353,3,4,2,3,9,25,2021-02-21 12:15:00,25,9
03,03354,1,0,0,1,5,10,2021-02-21 12:15:00,10,5
03,03355,3,1,0,1,14,35,2021-02-21 12:15:00,25,3
03,03356,3,1,0,2,5,8,2021-02-21 12:15:00,8,5
03,03357,3,2,0,2,11,21,2021-02-21 12:15:00,18,10
03,03358,2,1,0,2,2,18,2021-02-21 12:15:00,18,2
03,03359,3,1,1,2,5,26,2021-02-21 12:15:00,26,2
03,03360,2,9,5,2,14,62,2021-02-21 12:15:00,62,14
03,03361,2,0,0,2,0,15,2021-02-21 12:15:00,15,0
03,03401,1,1,1,1,1,15,2021-02-21 12:15:00,15,1
03,03402,1,1,1,1,11,8,2021-02-21 12:15:00,8,11
03,03403,6,14,11,3,21,103,2021-02-21 12:15:00,88,9
03,03404,5,11,8,4,16,93,2021-02-21 12:15:00,78,15
03,03405,2,2,1,1,8,32,2021-02-21 12:15:00,27,5
03,03451,3,2,0,2,19,14,2021-02-21 12:15:00,14,19
03,03452,4,2,1,3,7,29,2021-02-21 12:15:00,26,2
03,03453,3,3,2,3,4,24,2021-02-21 12:15:00,24,4
03,03454,10,5,3,6,24,64,2021-02-21 12:15:00,49,13
03,03455,2,4,1,2,1,32,2021-02-21 12:15:00,32,1
03,03456,1,4,3,1,8,20,2021-02-21 12:15:00,20,8
03,03457,6,3,2,4,10,22,2021-02-21 12:15:00,22,5
03,03458,1,1,1,1,0,8,2021-02-21 12:15:00,8,0
03,03459,7,3,1,6,29,80,2021-02-21 12:15:00,80,29
03,03460,5,3,1,3,10,23,2021-02-21 12:15:00,20,5
03,03461,2,5,2,2,1,13,2021-02-21 12:15:00,13,1
03,03462,1,0,0,1,6,2,2021-02-21 12:15:00,2,6
04,04011,10,24,16,9,19,127,2021-02-21 12:15:00,120,14
04,04012,4,6,4,3,16,39,2021-02-21 12:15:00,29,14
05,05111,14,17,7,11,46,252,2021-02-21 12:15:00,229,38
05,05112,16,13,9,9,38,176,2021-02-21 12:15:00,146,26
05,05113,15,50,35,12,42,333,2021-02-21 12:15:00,311,34
