bundesland,gemeindeschluessel,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_beatmet,anzahl_standorte,betten_frei,betten_belegt,daten_stand,betten_belegt_nur_erwachsen,betten_frei_nur_erwachsen
01,01001,3,5,2,2,3,42,2021-03-05 12:15:00,37,2
01,01002,5,10,7,3,54,112,2021-03-05 12:15:00,110,50
01,01003,2,11,7,2,25,111,2021-03-05 12:15:00,111,25
01,01004,1,1,1,1,5,20,2021-03-05 12:15:00,20,5
01,01051,1,4,4,1,3,35,2021-03-05 12:15:00,35,3
01,01053,2,8,4,2,2,16,2021-03-05 12:15:00,16,2
01,01054,3,0,0,3,8,16,2021-03-05 12:15:00,16,8
01,01055,3,0,0,3,14,37,2021-03-05 12:15:00,37,14
01,01056,2,2,1,2,4,36,2021-03-05 12:15:00,36,4
01,01057,1,1,0,1,8,4,2021-03-05 12:15:00,4,8
01,01058,5,3,3,3,15,27,2021-03-05 12:15:00,25,11
01,01059,1,3,2,1,4,20,2021-03-05 12:15:00,20,4
01,01060,4,3,3,4,20,69,2021-03-05 12:15:00,69,20
01,01061,3,2,2,1,12,32,2021-03-05 12:15:00,21,11
01,01062,3,9,8,3,2,34,2021-03-05 12:15:00,34,2
02,02000,34,90,48,24,109,572,2021-03-05 12:15:00,499,71
03,03101,7,4,2,5,13,119,2021-03-05 12:15:00,103,12
03,03102,2,3,1,2,7,22,2021-03-05 12:15:00,22,7
03,03103,3,4,3,1,6,29,2021-03-05 12:15:00,22,4
03,03151,1,4,2,1,0,12,2021-03-05 12:15:00,12,0
03,03153,3,2,2,3,3,34,2021-03-05 12:15:00,34,3
03,03154,1,3,3,1,0,18,2021-03-05 12:15:00,18,0
03,03155,2,1,0,2,6,14,2021-03-05 12:15:00,14,6
03,03157,1,2,1,1,3,18,2021-03-05 12:15:00,18,3
03,03158,1,2,0,1,2,14,2021-03-05 12:15:00,14,2
03,03159,8,17,12,7,24,136,2021-03-05 12:15:00,119,22
03,03241,19,58,37,16,30,387,2021-03-05 12:15:00,344,26
03,03251,3,1,0,3,5,14,2021-03-05 12:15:00,14,5
03,03252,6,6,2,4,10,60,2021-03-05 12:15:00,60,4
03,03254,7,10,7,4,7,71,2021-03-05 12:15:00,62,6
03,03255,1,0,0,1,1,10,2021-03-05 12:15:00,10,1
03,03256,1,1,0,1,5,19,2021-03-05 12:15:00,19,5
03,03257,1,0,0,1,0,22,2021-03-05 12:15:00,22,0
03,03351,2,2,1,1,7,23,2021-03-05 12:15:00,16,6
03,03352,2,4,0,2,3,11,2021-03-05 12:15:00,11,3
03,03353,3,3,1,3,5,29,2021-03-05 12:15:00,29,5
03,03354,1,1,0,1,8,7,2021-03-05 12:15:00,7,8
03,03355,3,4,2,1,3,39,2021-03-05 12:15:00,24,2
03,03356,3,1,0,2,2,11,2021-03-05 12:15:00,11,2
03,03357,3,1,0,2,10,24,2021-03-05 12:15:00,21,9
03,03358,2,0,0,2,5,15,2021-03-05 12:15:00,15,5
03,03359,3,3,1,2,6,25,2021-03-05 12:15:00,25,3
03,03360,2,7,3,2,8,68,2021-03-05 12:15:00,68,8
03,03361,2,1,0,2,4,11,2021-03-05 12:15:00,11,4
03,03401,1,1,1,1,0,15,2021-03-05 12:15:00,15,0
03,03402,1,3,1,1,6,12,2021-03-05 12:15:00,12,6
03,03403,6,10,9,3,13,111,2021-03-05 12:15:00,93,4
03,03404,5,18,7,4,14,106,2021-03-05 12:15:00,91,13
03,03405,2,0,0,1,10,26,2021-03-05 12:15:00,22,6
03,03451,3,4,2,2,8,25,2021-03-05 12:15:00,25,8
03,03452,4,4,1,3,11,26,2021-03-05 12:15:00,25,4
03,03453,3,5,2,3,2,26,2021-03-05 12:15:00,26,2
03,03454,10,8,5,6,25,67,2021-03-05 12:15:00,49,17
03,03455,2,1,0,2,11,22,2021-03-05 12:15:00,22,11
03,03456,1,2,1,1,10,18,2021-03-05 12:15:00,18,10
03,03457,6,3,1,4,8,24,2021-03-05 12:15:00,23,4
03,03458,1,0,0,1,1,8,2021-03-05 12:15:00,8,1
03,03459,7,2,1,6,29,83,2021-03-05 12:15:00,83,29
03,03460,5,3,2,3,3,31,2021-03-05 12:15:00,25,1
03,03461,2,4,2,2,3,10,2021-03-05 12:15:00,10,3
03,03462,1,0,0,1,2,6,2021-03-05 12:15:00,6,2
