bundesland,gemeindeschluessel,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_beatmet,anzahl_standorte,betten_frei,betten_belegt,daten_stand,betten_belegt_nur_erwachsen,betten_frei_nur_erwachsen
01,01001,3,7,3,2,7,36,2021-02-19 12:15:00,33,4
01,01002,5,12,11,3,37,127,2021-02-19 12:15:00,123,35
01,01003,2,12,5,2,25,113,2021-02-19 12:15:00,113,25
01,01004,1,1,1,1,5,20,2021-02-19 12:15:00,20,5
01,01051,1,3,3,1,0,38,2021-02-19 12:15:00,38,0
01,01053,2,6,3,2,4,14,2021-02-19 12:15:00,14,4
01,01054,3,1,1,3,8,12,2021-02-19 12:15:00,12,8
01,01055,3,5,4,3,13,35,2021-02-19 12:15:00,35,13
01,01056,2,3,0,2,4,34,2021-02-19 12:15:00,34,4
01,01057,1,0,0,1,5,7,2021-02-19 12:15:00,7,5
01,01058,5,3,1,3,11,31,2021-02-19 12:15:00,26,10
01,01059,1,2,2,1,3,21,2021-02-19 12:15:00,21,3
01,01060,4,5,3,4,15,74,2021-02-19 12:15:00,74,15
01,01061,3,4,0,1,8,36,2021-02-19 12:15:00,25,7
01,01062,3,5,4,3,3,31,2021-02-19 12:15:00,31,3
02,02000,34,78,38,24,126,563,2021-02-19 12:15:00,492,86
03,03101,7,6,3,5,19,113,2021-02-19 12:15:00,98,17
03,03102,2,6,4,2,10,19,2021-02-19 12:15:00,19,10
03,03103,3,3,3,1,6,28,2021-02-19 12:15:00,21,5
03,03151,1,2,0,1,1,9,2021-02-19 12:15:00,9,1
03,03153,3,5,5,3,2,35,2021-02-19 12:15:00,35,2
03,03154,1,1,1,1,1,15,2021-02-19 12:15:00,15,1
03,03155,2,0,0,2,6,10,2021-02-19 12:15:00,10,6
03,03157,1,3,1,1,6,15,2021-02-19 12:15:00,15,6
03,03158,1,1,1,1,3,13,2021-02-19 12:15:00,13,3
03,03159,8,22,9,7,24,137,2021-02-19 12:15:00,119,21
03,03241,19,47,28,16,34,369,2021-02-19 12:15:00,334,24
03,03251,3,1,1,3,1,16,2021-02-19 12:15:00,16,1
03,03252,6,7,4,4,17,54,2021-02-19 12:15:00,53,13
03,03254,7,6,4,4,17,59,2021-02-19 12:15:00,53,13
03,03255,1,1,1,1,6,5,2021-02-19 12:15:00,5,6
03,03256,1,6,0,1,3,21,2021-02-19 12:15:00,21,3
03,03257,1,0,0,1,0,22,2021-02-19 12:15:00,22,0
03,03351,2,1,1,1,5,23,2021-02-19 12:15:00,16,4
03,03352,2,3,1,2,5,9,2021-02-19 12:15:00,9,5
03,03353,3,5,3,3,3,31,2021-02-19 12:15:00,31,3
03,03354,1,0,0,1,3,12,2021-02-19 12:15:00,12,3
03,03355,3,2,0,1,8,36,2021-02-19 12:15:00,27,1
03,03356,3,1,0,2,3,10,2021-02-19 12:15:00,10,3
03,03357,3,3,0,2,4,30,2021-02-19 12:15:00,27,3
03,03358,2,1,0,2,4,16,2021-02-19 12:15:00,16,4
03,03359,3,2,1,2,11,20,2021-02-19 12:15:00,20,8
03,03360,2,8,6,2,19,57,2021-02-19 12:15:00,57,19
03,03361,2,0,0,2,0,15,2021-02-19 12:15:00,15,0
03,03401,1,1,1,1,0,17,2021-02-19 12:15:00,17,0
03,03402,1,1,1,1,11,8,2021-02-19 12:15:00,8,11
03,03403,6,14,8,3,18,109,2021-02-19 12:15:00,92,8
03,03404,5,11,6,4,10,97,2021-02-19 12:15:00,82,9
03,03405,2,2,1,1,5,35,2021-02-19 12:15:00,30,2
03,03451,3,2,0,2,16,17,2021-02-19 12:15:00,17,16
03,03452,4,3,1,3,5,31,2021-02-19 12:15:00,28,0
03,03453,3,4,3,3,3,25,2021-02-19 12:15:00,25,3
03,03454,10,5,2,6,34,57,2021-02-19 12:15:00,48,17
03,03455,2,4,1,2,6,27,2021-02-19 12:15:00,27,6
03,03456,1,4,2,1,3,25,2021-02-19 12:15:00,25,3
03,03457,6,4,3,4,5,27,2021-02-19 12:15:00,26,1
