bundesland,gemeindeschluessel,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_beatmet,anzahl_standorte,betten_frei,betten_belegt,daten_stand,betten_belegt_nur_erwachsen,betten_frei_nur_erwachsen
01,01001,3,8,4,2,7,38,2021-02-06 12:15:00,36,3
01,01002,5,12,7,3,40,126,2021-02-06 12:15:00,125,35
01,01003,2,18,10,2,30,106,2021-02-06 12:15:00,106,30
01,01004,1,2,2,1,6,19,2021-02-06 12:15:00,19,6
01,01051,1,6,6,1,2,36,2021-02-06 12:15:00,36,2
01,01053,2,5,2,2,6,12,2021-02-06 12:15:00,12,6
01,01054,3,2,2,3,6,11,2021-02-06 12:15:00,11,6
01,01055,3,6,2,3,6,42,2021-02-06 12:15:00,42,6
01,01056,2,5,3,2,3,29,2021-02-06 12:15:00,29,3
01,01057,1,3,3,1,3,9,2021-02-06 12:15:00,9,3
01,01058,5,0,0,3,20,22,2021-02-06 12:15:00,21,15
01,01059,1,6,1,1,2,22,2021-02-06 12:15:00,22,2
01,01060,4,5,2,4,25,62,2021-02-06 12:15:00,62,25
01,01061,3,6,4,1,8,36,2021-02-06 12:15:00,26,6
01,01062,3,3,1,3,5,29,2021-02-06 12:15:00,29,5
02,02000,34,78,44,24,120,559,2021-02-06 12:15:00,492,77
03,03101,7,10,5,5,28,102,2021-02-06 12:15:00,88,25
03,03102,2,3,2,2,8,21,2021-02-06 12:15:00,21,8
03,03103,3,1,0,1,13,22,2021-02-06 12:15:00,15,11
03,03151,1,5,2,1,3,9,2021-02-06 12:15:00,9,3
03,03153,3,6,4,3,3,31,2021-02-06 12:15:00,31,3
03,03154,1,5,5,1,0,18,2021-02-06 12:15:00,18,0
03,03155,2,1,1,2,2,17,2021-02-06 12:15:00,17,2
03,03157,1,3,2,1,2,15,2021-02-06 12:15:00,15,2
03,03158,1,1,1,1,2,14,2021-02-06 12:15:00,14,2
03,03159,8,27,12,7,30,134,2021-02-06 12:15:00,115,29
03,03241,19,58,38,16,61,353,2021-02-06 12:15:00,316,52
03,03251,3,1,1,3,7,12,2021-02-06 12:15:00,12,7
03,03252,6,6,2,4,27,47,2021-02-06 12:15:00,47,21
03,03254,7,14,5,4,8,66,2021-02-06 12:15:00,59,5
03,03255,1,2,1,1,6,5,2021-02-06 12:15:00,5,6
03,03256,1,4,2,1,6,18,2021-02-06 12:15:00,18,6
03,03257,1,0,0,1,4,18,2021-02-06 12:15:00,18,4
03,03351,2,2,0,1,4,25,2021-02-06 12:15:00,19,3
03,03352,2,2,1,2,3,9,2021-02-06 12:15:00,9,3
03,03353,3,6,5,3,2,32,2021-02-06 12:15:00,32,2
03,03354,1,0,0,1,7,8,2021-02-06 12:15:00,8,7
03,03355,3,0,0,1,12,32,2021-02-06 12:15:00,22,6
03,03356,3,1,1,2,0,13,2021-02-06 12:15:00,13,0
03,03357,3,1,1,2,6,28,2021-02-06 12:15:00,26,4
03,03358,2,1,1,2,2,18,2021-02-06 12:15:00,18,2
03,03359,3,1,0,2,7,24,2021-02-06 12:15:00,24,4
03,03360,2,9,7,2,11,65,2021-02-06 12:15:00,65,11
03,03361,2,0,0,2,2,13,2021-02-06 12:15:00,13,2
03,03401,1,3,3,1,2,13,2021-02-06 12:15:00,13,2
03,03402,1,1,1,1,0,14,2021-02-06 12:15:00,14,0
03,03403,6,15,6,3,15,110,2021-02-06 12:15:00,97,1
03,03404,5,11,5,4,38,88,2021-02-06 12:15:00,74,36
03,03405,2,1,1,1,11,28,2021-02-06 12:15:00,25,6
03,03451,3,3,2,2,4,29,2021-02-06 12:15:00,29,4
03,03452,4,1,0,3,10,26,2021-02-06 12:15:00,26,2
03,03453,3,8,6,3,2,26,2021-02-06 12:15:00,26,2
03,03454,10,7,2,6,30,59,2021-02-06 12:15:00,50,13
03,03455,2,2,1,2,6,27,2021-02-06 12:15:00,27,6
03,03456,1,5,2,1,7,23,2021-02-06 12:15:00,23,7
03,03457,6,1,1,4,11,21,2021-02-06 12:15:00,20,7
03,03458,1,2,2,1,0,9,2021-02-06 12:15:00,9,0
03,03459,7,3,1,6,40,67,2021-02-06 12:15:00,67,40
