bundesland,gemeindeschluessel,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_beatmet,anzahl_standorte,betten_frei,betten_belegt,daten_stand,betten_belegt_nur_erwachsen,betten_frei_nur_erwachsen
01,01001,3,8,6,2,10,36,2021-02-02 12:15:00,35,5
01,01002,5,11,7,3,47,117,2021-02-02 12:15:00,115,43
01,01003,2,24,14,2,26,112,2021-02-02 12:15:00,112,26
01,01004,1,3,2,1,3,22,2021-02-02 12:15:00,22,3
01,01051,1,7,6,1,2,36,2021-02-02 12:15:00,36,2
01,01053,2,5,3,2,3,15,2021-02-02 12:15:00,15,3
01,01054,3,2,2,3,3,9,2021-02-02 12:15:00,9,3
01,01055,3,6,1,3,18,30,2021-02-02 12:15:00,30,18
01,01056,2,4,3,2,4,28,2021-02-02 12:15:00,28,4
01,01057,1,3,3,1,4,8,2021-02-02 12:15:00,8,4
01,01058,5,0,0,3,15,27,2021-02-02 12:15:00,23,13
01,01059,1,5,2,1,7,17,2021-02-02 12:15:00,17,7
01,01060,4,4,4,4,18,75,2021-02-02 12:15:00,75,18
01,01061,3,7,5,1,6,38,2021-02-02 12:15:00,28,4
01,01062,3,4,3,3,6,28,2021-02-02 12:15:00,28,6
02,02000,34,83,50,24,122,550,2021-02-02 12:15:00,480,82
03,03101,7,7,3,5,19,111,2021-02-02 12:15:00,95,18
03,03102,2,3,2,2,6,23,2021-02-02 12:15:00,23,6
03,03103,3,1,0,1,8,27,2021-02-02 12:15:00,21,5
03,03151,1,6,4,1,2,10,2021-02-02 12:15:00,10,2
03,03153,3,3,2,3,4,31,2021-02-02 12:15:00,31,4
03,03154,1,6,5,1,1,17,2021-02-02 12:15:00,17,1
03,03155,2,3,1,2,4,16,2021-02-02 12:15:00,16,4
03,03157,1,2,1,1,5,14,2021-02-02 12:15:00,14,5
03,03158,1,1,1,1,3,13,2021-02-02 12:15:00,13,3
03,03159,8,26,16,7,33,132,2021-02-02 12:15:00,114,32
03,03241,19,64,40,16,61,356,2021-02-02 12:15:00,319,50
03,03251,3,1,1,3,5,14,2021-02-02 12:15:00,14,5
03,03252,6,7,6,4,8,64,2021-02-02 12:15:00,64,2
03,03254,7,15,8,4,13,62,2021-02-02 12:15:00,55,10
03,03255,1,2,2,1,2,9,2021-02-02 12:15:00,9,2
03,03256,1,5,1,1,6,18,2021-02-02 12:15:00,18,6
03,03257,1,0,0,1,0,22,2021-02-02 12:15:00,22,0
03,03351,2,1,1,1,2,26,2021-02-02 12:15:00,19,1
03,03352,2,3,1,2,4,10,2021-02-02 12:15:00,10,4
03,03353,3,6,4,3,2,32,2021-02-02 12:15:00,32,2
03,03354,1,0,0,1,4,11,2021-02-02 12:15:00,11,4
03,03355,3,0,0,1,8,36,2021-02-02 12:15:00,25,3
03,03356,3,0,0,2,1,12,2021-02-02 12:15:00,12,1
03,03357,3,2,1,2,7,25,2021-02-02 12:15:00,23,5
03,03358,2,3,1,2,4,16,2021-02-02 12:15:00,16,4
03,03359,3,3,1,2,9,24,2021-02-02 12:15:00,24,6
03,03360,2,9,7,2,8,68,2021-02-02 12:15:00,68,8
03,03361,2,0,0,2,4,11,2021-02-02 12:15:00,11,4
03,03401,1,5,3,1,0,17,2021-02-02 12:15:00,17,0
03,03402,1,1,1,1,6,9,2021-02-02 12:15:00,9,6
03,03403,6,17,8,3,16,113,2021-02-02 12:15:00,100,2
03,03404,5,11,5,4,27,97,2021-02-02 12:15:00,81,27
03,03405,2,1,1,1,11,29,2021-02-02 12:15:00,24,8
03,03451,3,3,2,2,7,26,2021-02-02 12:15:00,26,7
03,03452,4,3,0,3,6,30,2021-02-02 12:15:00,28,0
03,03453,3,8,5,3,3,24,2021-02-02 12:15:00,24,3
03,03454,10,10,2,6,32,60,2021-02-02 12:15:00,52,14
03,03455,2,2,1,2,4,29,2021-02-02 12:15:00,29,4
03,03456,1,3,2,1,9,19,2021-02-02 12:15:00,19,9
03,03457,6,3,2,4,9,24,2021-02-02 12:15:00,24,4
03,03458,1,1,1,1,1,9,2021-02-02 12:15:00,9,1
03,03459,7,6,2,6,36,76,2021-02-02 12:15:00,76,36
03,03460,5,3,1,3,9,25,2021-02-02 12:15:00,20,6
03,03461,2,5,2,2,0,12,2021-02-02 12:15:00,12,0
03,03462,1,1,1,1,4,4,2021-02-02 12:15:00,4,4
04,04011,10,33,20,9,19,144,2021-02-02 12:15:00,137,14
04,04012,4,6,4,3,13,43,2021-02-02 12:15:00,38,4
05,05111,14,23,10,11,26,272,2021-02-02 12:15:00,248,21
05,05112,16,23,11,9,21,201,2021-02-02 12:15:00,166,14
05,05113,15,57,43,12,57,325,2021-02-02 12:15:00,302,50
05,05114,7,6,3,4,12,83,2021-02-02 12:15:00,71,9
05,05116,6,18,6,4,12,80,2021-02-02 12:15:00,74,11
05,05117,2,13,6,2,0,33,2021-02-02 12:15:00,33,0
05,05119,7,15,7,4,15,60,2021-02-02 12:15:00,47,15
05,05120,1,5,2,1,4,26,2021-02-02 12:15:00,26,4
05,05122,4,13,6,3,21,65,2021-02-02 12:15:00,64,18
05,05124,7,16,11,5,17,135,2021-02-02 12:15:00,127,11
05,05154,8,3,1,5,21,54,2021-02-02 12:15:00,54,13
05,05158,7,16,5,6,19,51,2021-02-02 12:15:00,51,17
05,05162,7,13,5,5,11,98,2021-02-02 12:15:00,91,4
05,05166,4,8,4,4,3,32,2021-02-02 12:15:00,32,3
05,05170,11,17,12,8,33,106,2021-02-02 12:15:00,105,25
05,05314,18,28,22,11,21,267,2021-02-02 12:15:00,218,13
05,05315,31,69,41,18,23,428,2021-02-02 12:15:00,373,18
05,05316,5,4,2,2,17,73,2021-02-02 12:15:00,61,5
05,05334,13,32,23,7,31,272,2021-02-02 12:15:00,256,29
05,05358,7,7,4,5,17,55,2021-02-02 12:15:00,51,13
05,05362,7,11,4,7,15,56,2021-02-02 12:15:00,56,15
05,05366,3,6,5,3,5,24,2021-02-02 12:15:00,24,5
05,05370,3,10,3,3,2,30,2021-02-02 12:15:00,30,2
05,05374,6,8,5,6,17,69,2021-02-02 12:15:00,69,17
05,05378,4,7,2,4,13,30,2021-02-02 12:15:00,30,13
05,05382,7,9,7,6,11,75,2021-02-02 12:15:00,63,11
05,05512,2,6,3,2,7,33,2021-02-02 12:15:00,33,7
05,05513,7,10,3,4,24,88,2021-02-02 12:15:00,80,6
05,05515,9,29,11,7,26,243,2021-02-02 12:15:00,231,21
05,05554,6,10,5,5,17,56,2021-02-02 12:15:00,55,16
05,05558,5,1,0,3,14,28,2021-02-02 12:15:00,18,14
