bundesland,gemeindeschluessel,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_beatmet,anzahl_standorte,betten_frei,betten_belegt,daten_stand,betten_belegt_nur_erwachsen,betten_frei_nur_erwachsen
01,01001,3,10,8,2,11,35,2021-02-01 12:15:00,34,6
01,01002,5,10,7,3,43,121,2021-02-01 12:15:00,119,39
01,01003,2,19,9,2,32,104,2021-02-01 12:15:00,104,32
01,01004,1,2,1,1,3,22,2021-02-01 12:15:00,22,3
01,01051,1,7,6,1,3,35,2021-02-01 12:15:00,35,3
01,01053,2,6,2,2,1,17,2021-02-01 12:15:00,17,1
01,01054,3,2,2,3,6,6,2021-02-01 12:15:00,6,6
01,01055,3,7,1,3,13,35,2021-02-01 12:15:00,35,13
01,01056,2,4,2,2,2,30,2021-02-01 12:15:00,30,2
01,01057,1,3,3,1,5,7,2021-02-01 12:15:00,7,5
01,01058,5,0,0,3,16,26,2021-02-01 12:15:00,22,14
01,01059,1,6,3,1,3,21,2021-02-01 12:15:00,21,3
01,01060,4,5,3,4,19,74,2021-02-01 12:15:00,74,19
01,01061,3,6,5,1,7,37,2021-02-01 12:15:00,26,6
01,01062,3,6,3,3,6,30,2021-02-01 12:15:00,30,6
02,02000,34,88,55,24,124,543,2021-02-01 12:15:00,470,87
03,03101,7,7,3,5,27,103,2021-02-01 12:15:00,87,26
03,03102,2,3,2,2,12,17,2021-02-01 12:15:00,17,12
03,03103,3,1,0,1,7,28,2021-02-01 12:15:00,22,4
03,03151,1,6,4,1,2,10,2021-02-01 12:15:00,10,2
03,03153,3,3,2,3,4,29,2021-02-01 12:15:00,29,4
03,03154,1,7,5,1,0,18,2021-02-01 12:15:00,18,0
03,03155,2,3,2,2,6,14,2021-02-01 12:15:00,14,6
03,03157,1,2,1,1,5,14,2021-02-01 12:15:00,14,5
03,03158,1,1,1,1,3,13,2021-02-01 12:15:00,13,3
03,03159,8,27,15,7,26,135,2021-02-01 12:15:00,118,23
03,03241,19,66,40,16,60,346,2021-02-01 12:15:00,309,49
03,03251,3,1,1,3,3,16,2021-02-01 12:15:00,16,3
03,03252,6,7,5,4,10,58,2021-02-01 12:15:00,58,4
03,03254,7,14,9,4,20,57,2021-02-01 12:15:00,50,17
03,03255,1,2,2,1,2,9,2021-02-01 12:15:00,9,2
03,03256,1,6,1,1,10,14,2021-02-01 12:15:00,14,10
03,03257,1,1,0,1,1,21,2021-02-01 12:15:00,21,1
03,03351,2,0,0,1,3,24,2021-02-01 12:15:00,19,1
03,03352,2,3,1,2,4,10,2021-02-01 12:15:00,10,4
03,03353,3,5,4,3,6,28,2021-02-01 12:15:00,28,6
03,03354,1,0,0,1,5,10,2021-02-01 12:15:00,10,5
03,03355,3,0,0,1,7,37,2021-02-01 12:15:00,26,2
03,03356,3,0,0,2,2,11,2021-02-01 12:15:00,11,2
03,03357,3,0,0,2,10,22,2021-02-01 12:15:00,20,8
03,03358,2,3,1,2,6,14,2021-02-01 12:15:00,14,6
03,03359,3,3,1,2,4,29,2021-02-01 12:15:00,29,1
03,03360,2,8,6,2,12,64,2021-02-01 12:15:00,64,12
03,03361,2,0,0,2,3,12,2021-02-01 12:15:00,12,3
03,03401,1,5,3,1,0,16,2021-02-01 12:15:00,16,0
03,03402,1,2,1,1,1,13,2021-02-01 12:15:00,13,1
03,03403,6,14,5,3,18,105,2021-02-01 12:15:00,91,5
03,03404,5,11,4,4,20,102,2021-02-01 12:15:00,87,19
03,03405,2,1,1,1,7,31,2021-02-01 12:15:00,26,4
03,03451,3,4,3,2,6,27,2021-02-01 12:15:00,27,6
03,03452,4,3,0,3,14,26,2021-02-01 12:15:00,26,6
03,03453,3,8,5,3,1,27,2021-02-01 12:15:00,27,1
03,03454,10,11,5,6,31,60,2021-02-01 12:15:00,51,14
03,03455,2,2,1,2,5,28,2021-02-01 12:15:00,28,5
03,03456,1,3,2,1,7,21,2021-02-01 12:15:00,21,7
03,03457,6,3,3,4,11,22,2021-02-01 12:15:00,22,6
03,03458,1,1,1,1,1,9,2021-02-01 12:15:00,9,1
03,03459,7,7,4,6,33,79,2021-02-01 12:15:00,79,33
03,03460,5,2,1,3,8,24,2021-02-01 12:15:00,19,5
03,03461,2,5,3,2,0,10,2021-02-01 12:15:00,10,0
03,03462,1,1,1,1,2,6,2021-02-01 12:15:00,6,2
04,04011,10,31,21,9,22,141,2021-02-01 12:15:00,134,17
04,04012,4,6,4,3,16,41,2021-02-01 12:15:00,36,7
05,05111,14,21,11,11,34,263,2021-02-01 12:15:00,242,27
05,05112,16,23,12,9,24,191,2021-02-01 12:15:00,155,18
05,05113,15,59,43,12,56,321,2021-02-01 12:15:00,300,47
05,05114,7,5,2,4,19,76,2021-02-01 12:15:00,66,14
05,05116,6,15,5,4,20,74,2021-02-01 12:15:00,68,19
05,05117,2,13,7,2,1,31,2021-02-01 12:15:00,31,1
05,05119,7,17,7,4,19,55,2021-02-01 12:15:00,44,17
05,05120,1,4,2,1,4,26,2021-02-01 12:15:00,26,4
05,05122,4,14,8,3,24,62,2021-02-01 12:15:00,61,21
05,05124,7,16,10,5,22,130,2021-02-01 12:15:00,121,17
05,05154,8,3,1,5,29,46,2021-02-01 12:15:00,46,21
05,05158,7,15,6,6,21,49,2021-02-01 12:15:00,49,19
05,05162,7,10,5,5,13,96,2021-02-01 12:15:00,88,7
05,05166,4,10,5,4,3,33,2021-02-01 12:15:00,33,3
05,05170,11,19,12,8,35,101,2021-02-01 12:15:00,99,28
05,05314,18,28,22,11,22,266,2021-02-01 12:15:00,215,16
05,05315,31,70,40,18,35,413,2021-02-01 12:15:00,357,31
05,05316,5,4,2,2,21,69,2021-02-01 12:15:00,57,9
05,05334,13,36,26,7,26,277,2021-02-01 12:15:00,261,24
05,05358,7,8,4,5,12,60,2021-02-01 12:15:00,55,9
05,05362,7,12,4,7,16,55,2021-02-01 12:15:00,55,16
05,05366,3,5,5,3,4,23,2021-02-01 12:15:00,23,4
05,05370,3,9,3,3,2,30,2021-02-01 12:15:00,30,2
05,05374,6,6,5,6,18,69,2021-02-01 12:15:00,69,18
05,05378,4,7,2,4,14,29,2021-02-01 12:15:00,29,14
05,05382,7,12,5,6,14,72,2021-02-01 12:15:00,60,14
05,05512,2,9,4,2,7,33,2021-02-01 12:15:00,33,7
05,05513,7,12,3,4,19,90,2021-02-01 12:15:00,79,4
05,05515,9,30,12,7,23,246,2021-02-01 12:15:00,236,16
05,05554,6,11,4,5,18,55,2021-02-01 12:15:00,55,16
05,05558,5,1,0,3,8,32,2021-02-01 12:15:00,22,8
05,05562,15,23,6,14,24,198,2021-02-01 12:15:00,170,20
05,05566,7,10,5,5,36,63,2021-02-01 12:15:00,56,29
05,05570,6,12,5,5,7,37,2021-02-01 12:15:00,36,6
05,05711,6,23,15,4,32,132,2021-02-01 12:15:00,111,29
05,05754,4,6,3,4,7,45,2021-02-01 12:15:00,45,7
05,05758,5,11,8,3,11,53,2021-02-01 12:15:00,46,8
05,05762,6,6,4,5,4,29,2021-02-01 12:15:00,25,4
05,05766,2,13,4,2,3,47,2021-02-01 12:15:00,47,3
05,05770,9,20,11,6,33,191,2021-02-01 12:15:00,166,31
05,05774,7,22,20,5,21,81,2021-02-01 12:15:00,68,19
05,05911,8,25,10,6,30,162,2021-02-01 12:15:00,150,21
05,05913,9,16,10,9,37,259,2021-02-01 12:15:00,259,37
05,05914,7,10,5,5,17,67,2021-02-01 12:15:00,63,11
05,05915,7,7,5,5,20,66,2021-02-01 12:15:00,55,9
05,05916,4,11,8,4,8,55,2021-02-01 12:15:00,55,8
05,05954,7,6,2,6,26,103,2021-02-01 12:15:00,103,26
05,05958,10,20,7,9,34,94,2021-02-01 12:15:00,91,29
05,05962,10,13,5,8,16,104,2021-02-01 12:15:00,99,13
05,05966,3,5,5,3,15,16,2021-02-01 12:15:00,16,15
05,05970,8,8,6,7,24,119,2021-02-01 12:15:00,103,14
05,05974,9,12,4,7,5,78,2021-02-01 12:15:00,70,3
05,05978,8,24,14,8,7,104,2021-02-01 12:15:00,104,7
06,06411,7,24,13,4,19,87,2021-02-01 12:15:00,52,11
06,06412,17,61,27,12,51,242,2021-02-01 12:15:00,221,42
06,06413,4,19,4,2,16,83,2021-02-01 12:15:00,75,11
06,06414,6,29,7,4,12,105,2021-02-01 12:15:00,94,11
06,06431,5,7,3,5,6,33,2021-02-01 12:15:00,33,6
06,06432,2,22,19,2,0,29,2021-02-01 12:15:00,29,0
06,06433,2,8,3,2,0,21,2021-02-01 12:15:00,21,0
06,06434,2,5,3,2,3,23,2021-02-01 12:15:00,23,3
06,06435,7,23,10,4,11,75,2021-02-01 12:15:00,67,5
06,06436,2,6,3,2,2,25,2021-02-01 12:15:00,25,2
06,06437,2,19,10,2,3,123,2021-02-01 12:15:00,123,3
06,06438,2,11,9,2,2,18,2021-02-01 12:15:00,18,2
06,06439,2,3,2,2,2,15,2021-02-01 12:15:00,15,2
06,06440,5,9,5,5,4,66,2021-02-01 12:15:00,66,4
06,06531,6,41,22,4,22,198,2021-02-01 12:15:00,176,21
06,06532,3,3,1,3,9,48,2021-02-01 12:15:00,48,9
06,06533,4,12,6,4,10,44,2021-02-01 12:15:00,44,10
06,06534,3,10,4,3,23,130,2021-02-01 12:15:00,130,23
06,06535,4,5,4,4,6,17,2021-02-01 12:15:00,17,6
06,06611,6,23,12,6,21,131,2021-02-01 12:15:00,131,21
06,06631,5,16,6,3,12,78,2021-02-01 12:15:00,72,7
06,06632,4,11,4,3,10,50,2021-02-01 12:15:00,45,8
06,06633,4,4,0,4,8,25,2021-02-01 12:15:00,25,8
06,06634,3,9,7,3,5,25,2021-02-01 12:15:00,25,5
06,06635,7,6,5,7,27,87,2021-02-01 12:15:00,87,27
06,06636,3,9,2,3,8,25,2021-02-01 12:15:00,25,8
07,07111,6,15,4,4,26,84,2021-02-01 12:15:00,72,20
07,07131,2,2,0,2,3,16,2021-02-01 12:15:00,16,3
07,07132,2,4,4,2,6,10,2021-02-01 12:15:00,10,6
07,07133,6,6,5,4,14,38,2021-02-01 12:15:00,31,7
07,07134,2,4,0,2,11,11,2021-02-01 12:15:00,11,11
07,07135,2,4,1,2,5,8,2021-02-01 12:15:00,8,5
07,07137,3,4,3,3,16,22,2021-02-01 12:15:00,22,16
07,07138,8,7,4,5,17,48,2021-02-01 12:15:00,39,14
07,07140,2,4,1,2,7,9,2021-02-01 12:15:00,9,7
07,07141,5,6,5,5,6,24,2021-02-01 12:15:00,24,6
07,07143,4,5,5,4,10,23,2021-02-01 12:15:00,23,10
07,07211,6,4,1,3,11,63,2021-02-01 12:15:00,51,11
07,07231,2,2,0,2,5,19,2021-02-01 12:15:00,19,5
07,07232,2,0,0,2,7,9,2021-02-01 12:15:00,9,7
07,07233,2,1,1,2,4,12,2021-02-01 12:15:00,12,4
07,07235,2,0,0,2,9,7,2021-02-01 12:15:00,7,9
07,07311,1,6,2,1,2,13,2021-02-01 12:15:00,13,2
07,07312,3,12,6,1,27,86,2021-02-01 12:15:00,79,21
07,07313,3,6,3,2,9,16,2021-02-01 12:15:00,16,2
07,07314,6,27,11,4,27,90,2021-02-01 12:15:00,81,20
07,07315,2,14,10,2,10,105,2021-02-01 12:15:00,105,10
07,07316,1,4,1,1,0,8,2021-02-01 12:15:00,8,0
07,07317,2,5,4,1,6,10,2021-02-01 12:15:00,8,4
07,07318,3,10,4,2,0,30,2021-02-01 12:15:00,29,0
07,07319,3,8,3,1,6,46,2021-02-01 12:15:00,28,2
07,07320,1,0,0,1,8,6,2021-02-01 12:15:00,6,8
07,07331,1,0,0,1,0,7,2021-02-01 12:15:00,7,0
07,07332,2,5,3,2,3,16,2021-02-01 12:15:00,16,3
07,07333,2,1,0,2,1,11,2021-02-01 12:15:00,11,1
07,07334,2,5,4,2,4,20,2021-02-01 12:15:00,20,4
07,07335,1,0,0,1,8,6,2021-02-01 12:15:00,6,8
07,07336,1,3,2,1,2,14,2021-02-01 12:15:00,14,2
07,07337,2,0,0,2,3,10,2021-02-01 12:15:00,10,3
07,07339,1,4,2,1,0,9,2021-02-01 12:15:00,9,0
07,07340,1,4,2,1,5,4,2021-02-01 12:15:00,4,5
08,08111,12,36,24,10,42,224,2021-02-01 12:15:00,204,35
08,08115,6,3,2,4,11,43,2021-02-01 12:15:00,31,10
08,08116,8,12,6,4,10,70,2021-02-01 12:15:00,62,2
08,08117,5,3,2,3,11,38,2021-02-01 12:15:00,34,3
08,08118,5,24,17,4,7,86,2021-02-01 12:15:00,86,4
08,08119,4,8,1,2,11,50,2021-02-01 12:15:00,42,6
08,08121,3,19,9,1,13,48,2021-02-01 12:15:00,38,4
08,08125,2,5,3,2,5,43,2021-02-01 12:15:00,43,5
08,08126,1,2,2,1,1,6,2021-02-01 12:15:00,6,1
08,08127,4,3,3,2,12,43,2021-02-01 12:15:00,38,9
08,08128,4,4,3,3,13,50,2021-02-01 12:15:00,40,7
08,08135,2,0,0,1,2,18,2021-02-01 12:15:00,14,2
08,08136,8,6,3,4,16,57,2021-02-01 12:15:00,41,12
08,08211,3,1,0,1,5,17,2021-02-01 12:15:00,12,0
08,08212,6,21,8,4,18,109,2021-02-01 12:15:00,98,17
08,08215,3,8,3,3,11,43,2021-02-01 12:15:00,43,11
08,08216,2,0,0,2,0,12,2021-02-01 12:15:00,12,0
08,08221,8,29,20,6,34,213,2021-02-01 12:15:00,181,27
08,08222,6,23,15,3,18,119,2021-02-01 12:15:00,103,15
08,08225,3,2,2,3,6,13,2021-02-01 12:15:00,13,6
08,08226,4,11,5,4,6,37,2021-02-01 12:15:00,37,6
08,08231,4,12,10,2,6,57,2021-02-01 12:15:00,46,4
08,08235,3,4,2,3,3,23,2021-02-01 12:15:00,23,3
08,08236,2,2,0,2,3,9,2021-02-01 12:15:00,9,3
