bundesland,gemeindeschluessel,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_beatmet,anzahl_standorte,betten_frei,betten_belegt,daten_stand,betten_belegt_nur_erwachsen,betten_frei_nur_erwachsen
01,01001,3,6,3,2,8,37,2021-02-14 12:15:00,35,4
01,01002,5,13,11,3,40,124,2021-02-14 12:15:00,124,34
01,01003,2,19,10,2,27,111,2021-02-14 12:15:00,111,27
01,01004,1,4,4,1,3,22,2021-02-14 12:15:00,22,3
01,01051,1,2,2,1,2,36,2021-02-14 12:15:00,36,2
01,01053,2,7,2,2,6,12,2021-02-14 12:15:00,12,6
01,01054,3,1,1,3,10,10,2021-02-14 12:15:00,10,10
01,01055,3,5,1,3,16,32,2021-02-14 12:15:00,32,16
01,01056,2,5,2,2,4,27,2021-02-14 12:15:00,27,4
01,01057,1,2,2,1,4,8,2021-02-14 12:15:00,8,4
01,01058,5,0,0,3,17,23,2021-02-14 12:15:00,23,13
01,01059,1,3,3,1,7,17,2021-02-14 12:15:00,17,7
01,01060,4,6,4,4,25,64,2021-02-14 12:15:00,64,25
01,01061,3,6,5,1,7,37,2021-02-14 12:15:00,28,4
01,01062,3,6,4,3,9,25,2021-02-14 12:15:00,25,9
02,02000,34,67,38,24,133,543,2021-02-14 12:15:00,480,87
03,03101,7,8,3,5,31,98,2021-02-14 12:15:00,84,28
03,03102,2,6,3,2,10,19,2021-02-14 12:15:00,19,10
03,03103,3,3,2,1,6,28,2021-02-14 12:15:00,21,5
03,03151,1,4,1,1,3,9,2021-02-14 12:15:00,9,3
03,03153,3,5,5,3,6,29,2021-02-14 12:15:00,29,6
03,03154,1,4,3,1,1,15,2021-02-14 12:15:00,15,1
03,03155,2,0,0,2,9,11,2021-02-14 12:15:00,11,9
03,03157,1,4,2,1,3,17,2021-02-14 12:15:00,17,3
03,03158,1,0,0,1,5,11,2021-02-14 12:15:00,11,5
03,03159,8,26,11,7,22,137,2021-02-14 12:15:00,120,20
