location,location_name,type,quantile,value,target_end_date,forecast_date,target
PL,Poland,point,,36573,2021-01-30,2021-01-25,1 wk ahead cum death
PL,Poland,quantile,0.01,36105.95,2021-01-30,2021-01-25,1 wk ahead cum death
PL,Poland,quantile,0.025,36175.975,2021-01-30,2021-01-25,1 wk ahead cum death
PL,Poland,quantile,0.05,36225,2021-01-30,2021-01-25,1 wk ahead cum death
PL,Poland,quantile,0.1,36297.8,2021-01-30,2021-01-25,1 wk ahead cum death
PL,Poland,quantile,0.15,36351,2021-01-30,2021-01-25,1 wk ahead cum death
PL,Poland,quantile,0.2,36383.8,2021-01-30,2021-01-25,1 wk ahead cum death
PL,Poland,quantile,0.25,36421.75,2021-01-30,2021-01-25,1 wk ahead cum death
PL,Poland,quantile,0.3,36453,2021-01-30,2021-01-25,1 wk ahead cum death
PL,Poland,quantile,0.35,36486,2021-01-30,2021-01-25,1 wk ahead cum death
PL,Poland,quantile,0.4,36521,2021-01-30,2021-01-25,1 wk ahead cum death
PL,Poland,quantile,0.45,36548,2021-01-30,2021-01-25,1 wk ahead cum death
PL,Poland,quantile,0.5,36573,2021-01-30,2021-01-25,1 wk ahead cum death
PL,Poland,quantile,0.55,36605,2021-01-30,2021-01-25,1 wk ahead cum death
PL,Poland,quantile,0.6,36640,2021-01-30,2021-01-25,1 wk ahead cum death
PL,Poland,quantile,0.65,36680.35,2021-01-30,2021-01-25,1 wk ahead cum death
PL,Poland,quantile,0.7,36718.3,2021-01-30,2021-01-25,1 wk ahead cum death
PL,Poland,quantile,0.75,36773,2021-01-30,2021-01-25,1 wk ahead cum death
PL,Poland,quantile,0.8,36824,2021-01-30,2021-01-25,1 wk ahead cum death
PL,Poland,quantile,0.85,36892.15,2021-01-30,2021-01-25,1 wk ahead cum death
PL,Poland,quantile,0.9,36983.1,2021-01-30,2021-01-25,1 wk ahead cum death
PL,Poland,quantile,0.95,37141.05,2021-01-30,2021-01-25,1 wk ahead cum death
PL,Poland,quantile,0.975,37254.15,2021-01-30,2021-01-25,1 wk ahead cum death
PL,Poland,quantile,0.99,37407.09,2021-01-30,2021-01-25,1 wk ahead cum death
PL,Poland,point,,1679,2021-01-30,2021-01-25,1 wk ahead inc death
PL,Poland,quantile,0.01,1211.95,2021-01-30,2021-01-25,1 wk ahead inc death
PL,Poland,quantile,0.025,1281.975,2021-01-30,2021-01-25,1 wk ahead inc death
PL,Poland,quantile,0.05,1331,2021-01-30,2021-01-25,1 wk ahead inc death
PL,Poland,quantile,0.1,1403.8,2021-01-30,2021-01-25,1 wk ahead inc death
PL,Poland,quantile,0.15,1457,2021-01-30,2021-01-25,1 wk ahead inc death
PL,Poland,quantile,0.2,1489.8,2021-01-30,2021-01-25,1 wk ahead inc death
PL,Poland,quantile,0.25,1527.75,2021-01-30,2021-01-25,1 wk ahead inc death
PL,Poland,quantile,0.3,1559,2021-01-30,2021-01-25,1 wk ahead inc death
PL,Poland,quantile,0.35,1592,2021-01-30,2021-01-25,1 wk ahead inc death
PL,Poland,quantile,0.4,1627,2021-01-30,2021-01-25,1 wk ahead inc death
PL,Poland,quantile,0.45,1654,2021-01-30,2021-01-25,1 wk ahead inc death
PL,Poland,quantile,0.5,1679,2021-01-30,2021-01-25,1 wk ahead inc death
PL,Poland,quantile,0.55,1711,2021-01-30,2021-01-25,1 wk ahead inc death
PL,Poland,quantile,0.6,1746,2021-01-30,2021-01-25,1 wk ahead inc death
PL,Poland,quantile,0.65,1786.35,2021-01-30,2021-01-25,1 wk ahead inc death
PL,Poland,quantile,0.7,1824.3,2021-01-30,2021-01-25,1 wk ahead inc death
PL,Poland,quantile,0.75,1879,2021-01-30,2021-01-25,1 wk ahead inc death
PL,Poland,quantile,0.8,1930,2021-01-30,2021-01-25,1 wk ahead inc death
PL,Poland,quantile,0.85,1998.15,2021-01-30,2021-01-25,1 wk ahead inc death
PL,Poland,quantile,0.9,2089.1,2021-01-30,2021-01-25,1 wk ahead inc death
PL,Poland,quantile,0.95,2247.05,2021-01-30,2021-01-25,1 wk ahead inc death
PL,Poland,quantile,0.975,2360.15,2021-01-30,2021-01-25,1 wk ahead inc death
PL,Poland,quantile,0.99,2513.09,2021-01-30,2021-01-25,1 wk ahead inc death
PL,Poland,point,,37987,2021-02-06,2021-01-25,2 wk ahead cum death
PL,Poland,quantile,0.01,36952.92,2021-02-06,2021-01-25,2 wk ahead cum death
PL,Poland,quantile,0.025,37104.825,2021-02-06,2021-01-25,2 wk ahead cum death
PL,Poland,quantile,0.05,37223.9,2021-02-06,2021-01-25,2 wk ahead cum death
PL,Poland,quantile,0.1,37378.4,2021-02-06,2021-01-25,2 wk ahead cum death
PL,Poland,quantile,0.15,37488,2021-02-06,2021-01-25,2 wk ahead cum death
PL,Poland,quantile,0.2,37567.8,2021-02-06,2021-01-25,2 wk ahead cum death
PL,Poland,quantile,0.25,37656.5,2021-02-06,2021-01-25,2 wk ahead cum death
PL,Poland,quantile,0.3,37734,2021-02-06,2021-01-25,2 wk ahead cum death
PL,Poland,quantile,0.35,37806.3,2021-02-06,2021-01-25,2 wk ahead cum death
PL,Poland,quantile,0.4,37869.6,2021-02-06,2021-01-25,2 wk ahead cum death
PL,Poland,quantile,0.45,37926.1,2021-02-06,2021-01-25,2 wk ahead cum death
PL,Poland,quantile,0.5,37987,2021-02-06,2021-01-25,2 wk ahead cum death
PL,Poland,quantile,0.55,38052.45,2021-02-06,2021-01-25,2 wk ahead cum death
PL,Poland,quantile,0.6,38132,2021-02-06,2021-01-25,2 wk ahead cum death
PL,Poland,quantile,0.65,38214.7,2021-02-06,2021-01-25,2 wk ahead cum death
PL,Poland,quantile,0.7,38311.6,2021-02-06,2021-01-25,2 wk ahead cum death
PL,Poland,quantile,0.75,38414.25,2021-02-06,2021-01-25,2 wk ahead cum death
PL,Poland,quantile,0.8,38520,2021-02-06,2021-01-25,2 wk ahead cum death
PL,Poland,quantile,0.85,38660.45,2021-02-06,2021-01-25,2 wk ahead cum death
PL,Poland,quantile,0.9,38850.7,2021-02-06,2021-01-25,2 wk ahead cum death
PL,Poland,quantile,0.95,39154.35,2021-02-06,2021-01-25,2 wk ahead cum death
PL,Poland,quantile,0.975,39396.375,2021-02-06,2021-01-25,2 wk ahead cum death
PL,Poland,quantile,0.99,39723.17,2021-02-06,2021-01-25,2 wk ahead cum death
PL,Poland,point,,1414,2021-02-06,2021-01-25,2 wk ahead inc death
PL,Poland,quantile,0.01,846.97,2021-02-06,2021-01-25,2 wk ahead inc death
PL,Poland,quantile,0.025,928.85,2021-02-06,2021-01-25,2 wk ahead inc death
PL,Poland,quantile,0.05,998.9,2021-02-06,2021-01-25,2 wk ahead inc death
