location,location_name,type,quantile,value,target_end_date,forecast_date,target
GM,Germany,point,,73533,2021-03-13,2021-03-08,1 wk ahead cum death
GM,Germany,quantile,0.01,73145.9,2021-03-13,2021-03-08,1 wk ahead cum death
GM,Germany,quantile,0.025,73194.975,2021-03-13,2021-03-08,1 wk ahead cum death
GM,Germany,quantile,0.05,73232,2021-03-13,2021-03-08,1 wk ahead cum death
GM,Germany,quantile,0.1,73289.9,2021-03-13,2021-03-08,1 wk ahead cum death
GM,Germany,quantile,0.15,73330,2021-03-13,2021-03-08,1 wk ahead cum death
GM,Germany,quantile,0.2,73365.4,2021-03-13,2021-03-08,1 wk ahead cum death
GM,Germany,quantile,0.25,73402.75,2021-03-13,2021-03-08,1 wk ahead cum death
GM,Germany,quantile,0.3,73431,2021-03-13,2021-03-08,1 wk ahead cum death
GM,Germany,quantile,0.35,73460,2021-03-13,2021-03-08,1 wk ahead cum death
GM,Germany,quantile,0.4,73486,2021-03-13,2021-03-08,1 wk ahead cum death
GM,Germany,quantile,0.45,73506,2021-03-13,2021-03-08,1 wk ahead cum death
GM,Germany,quantile,0.5,73533,2021-03-13,2021-03-08,1 wk ahead cum death
GM,Germany,quantile,0.55,73561,2021-03-13,2021-03-08,1 wk ahead cum death
GM,Germany,quantile,0.6,73584,2021-03-13,2021-03-08,1 wk ahead cum death
GM,Germany,quantile,0.65,73613,2021-03-13,2021-03-08,1 wk ahead cum death
GM,Germany,quantile,0.7,73647.3,2021-03-13,2021-03-08,1 wk ahead cum death
GM,Germany,quantile,0.75,73681,2021-03-13,2021-03-08,1 wk ahead cum death
GM,Germany,quantile,0.8,73711,2021-03-13,2021-03-08,1 wk ahead cum death
GM,Germany,quantile,0.85,73752.15,2021-03-13,2021-03-08,1 wk ahead cum death
GM,Germany,quantile,0.9,73815.1,2021-03-13,2021-03-08,1 wk ahead cum death
GM,Germany,quantile,0.95,73920.1,2021-03-13,2021-03-08,1 wk ahead cum death
GM,Germany,quantile,0.975,74058.1,2021-03-13,2021-03-08,1 wk ahead cum death
GM,Germany,quantile,0.99,74267.04,2021-03-13,2021-03-08,1 wk ahead cum death
GM,Germany,point,,1729,2021-03-13,2021-03-08,1 wk ahead inc death
GM,Germany,quantile,0.01,1341.9,2021-03-13,2021-03-08,1 wk ahead inc death
GM,Germany,quantile,0.025,1390.975,2021-03-13,2021-03-08,1 wk ahead inc death
GM,Germany,quantile,0.05,1428,2021-03-13,2021-03-08,1 wk ahead inc death
GM,Germany,quantile,0.1,1485.9,2021-03-13,2021-03-08,1 wk ahead inc death
GM,Germany,quantile,0.15,1526,2021-03-13,2021-03-08,1 wk ahead inc death
GM,Germany,quantile,0.2,1561.4,2021-03-13,2021-03-08,1 wk ahead inc death
GM,Germany,quantile,0.25,1598.75,2021-03-13,2021-03-08,1 wk ahead inc death
GM,Germany,quantile,0.3,1627,2021-03-13,2021-03-08,1 wk ahead inc death
GM,Germany,quantile,0.35,1656,2021-03-13,2021-03-08,1 wk ahead inc death
GM,Germany,quantile,0.4,1682,2021-03-13,2021-03-08,1 wk ahead inc death
GM,Germany,quantile,0.45,1702,2021-03-13,2021-03-08,1 wk ahead inc death
GM,Germany,quantile,0.5,1729,2021-03-13,2021-03-08,1 wk ahead inc death
GM,Germany,quantile,0.55,1757,2021-03-13,2021-03-08,1 wk ahead inc death
GM,Germany,quantile,0.6,1780,2021-03-13,2021-03-08,1 wk ahead inc death
GM,Germany,quantile,0.65,1809,2021-03-13,2021-03-08,1 wk ahead inc death
GM,Germany,quantile,0.7,1843.3,2021-03-13,2021-03-08,1 wk ahead inc death
GM,Germany,quantile,0.75,1877,2021-03-13,2021-03-08,1 wk ahead inc death
GM,Germany,quantile,0.8,1907,2021-03-13,2021-03-08,1 wk ahead inc death
GM,Germany,quantile,0.85,1948.15,2021-03-13,2021-03-08,1 wk ahead inc death
GM,Germany,quantile,0.9,2011.1,2021-03-13,2021-03-08,1 wk ahead inc death
GM,Germany,quantile,0.95,2116.1,2021-03-13,2021-03-08,1 wk ahead inc death
GM,Germany,quantile,0.975,2254.1,2021-03-13,2021-03-08,1 wk ahead inc death
GM,Germany,quantile,0.99,2463.04,2021-03-13,2021-03-08,1 wk ahead inc death
GM,Germany,point,,75374,2021-03-20,2021-03-08,2 wk ahead cum death
GM,Germany,quantile,0.01,74502.88,2021-03-20,2021-03-08,2 wk ahead cum death
GM,Germany,quantile,0.025,74601.975,2021-03-20,2021-03-08,2 wk ahead cum death
GM,Germany,quantile,0.05,74701.95,2021-03-20,2021-03-08,2 wk ahead cum death
GM,Germany,quantile,0.1,74833.8,2021-03-20,2021-03-08,2 wk ahead cum death
GM,Germany,quantile,0.15,74934.55,2021-03-20,2021-03-08,2 wk ahead cum death
GM,Germany,quantile,0.2,75007.4,2021-03-20,2021-03-08,2 wk ahead cum death
GM,Germany,quantile,0.25,75083.5,2021-03-20,2021-03-08,2 wk ahead cum death
GM,Germany,quantile,0.3,75146.7,2021-03-20,2021-03-08,2 wk ahead cum death
GM,Germany,quantile,0.35,75211,2021-03-20,2021-03-08,2 wk ahead cum death
GM,Germany,quantile,0.4,75266.2,2021-03-20,2021-03-08,2 wk ahead cum death
GM,Germany,quantile,0.45,75322,2021-03-20,2021-03-08,2 wk ahead cum death
GM,Germany,quantile,0.5,75374,2021-03-20,2021-03-08,2 wk ahead cum death
GM,Germany,quantile,0.55,75428.45,2021-03-20,2021-03-08,2 wk ahead cum death
GM,Germany,quantile,0.6,75489,2021-03-20,2021-03-08,2 wk ahead cum death
GM,Germany,quantile,0.65,75551.35,2021-03-20,2021-03-08,2 wk ahead cum death
GM,Germany,quantile,0.7,75625.6,2021-03-20,2021-03-08,2 wk ahead cum death
GM,Germany,quantile,0.75,75697.25,2021-03-20,2021-03-08,2 wk ahead cum death
GM,Germany,quantile,0.8,75767.2,2021-03-20,2021-03-08,2 wk ahead cum death
GM,Germany,quantile,0.85,75850.75,2021-03-20,2021-03-08,2 wk ahead cum death
GM,Germany,quantile,0.9,75988.2,2021-03-20,2021-03-08,2 wk ahead cum death
GM,Germany,quantile,0.95,76228.1,2021-03-20,2021-03-08,2 wk ahead cum death
