date,location,location_name,age_group,value
2020-05-24,GM,Germany,A80+,5252
2020-05-24,GM01,Baden-Württemberg State,A15-A34,3
2020-05-24,GM01,Baden-Württemberg State,A35-A59,60
2020-05-24,GM01,Baden-Württemberg State,A60-A79,533
2020-05-24,GM01,Baden-Württemberg State,A80+,1101
2020-05-24,GM02,Free State of Bavaria,A15-A34,7
2020-05-24,GM02,Free State of Bavaria,A35-A59,81
2020-05-24,GM02,Free State of Bavaria,A60-A79,752
2020-05-24,GM02,Free State of Bavaria,A80+,1537
2020-05-24,GM03,Free Hanseatic City of Bremen,A35-A59,5
2020-05-24,GM03,Free Hanseatic City of Bremen,A60-A79,9
2020-05-24,GM03,Free Hanseatic City of Bremen,A80+,27
2020-05-24,GM04,Free Hanseatic City of Hamburg,A15-A34,1
2020-05-24,GM04,Free Hanseatic City of Hamburg,A35-A59,14
2020-05-24,GM04,Free Hanseatic City of Hamburg,A60-A79,86
2020-05-24,GM04,Free Hanseatic City of Hamburg,A80+,140
2020-05-24,GM05,Hesse State,A35-A59,24
2020-05-24,GM05,Hesse State,A60-A79,145
2020-05-24,GM05,Hesse State,A80+,291
2020-05-24,GM06,Lower Saxony State,A15-A34,2
2020-05-24,GM06,Lower Saxony State,A35-A59,21
2020-05-24,GM06,Lower Saxony State,A60-A79,184
2020-05-24,GM06,Lower Saxony State,A80+,365
2020-05-24,GM07,North Rhine-Westphalia State,A00-A04,1
2020-05-24,GM07,North Rhine-Westphalia State,A15-A34,3
2020-05-24,GM07,North Rhine-Westphalia State,A35-A59,91
2020-05-24,GM07,North Rhine-Westphalia State,A60-A79,473
2020-05-24,GM07,North Rhine-Westphalia State,A80+,995
2020-05-24,GM08,Rhineland-Palatinate State,A35-A59,9
2020-05-24,GM08,Rhineland-Palatinate State,A60-A79,72
2020-05-24,GM08,Rhineland-Palatinate State,A80+,146
2020-05-24,GM09,Saarland State,A35-A59,10
2020-05-24,GM09,Saarland State,A60-A79,48
2020-05-24,GM09,Saarland State,A80+,99
2020-05-24,GM10,Schleswig-Holstein State,A35-A59,8
2020-05-24,GM10,Schleswig-Holstein State,A60-A79,52
2020-05-24,GM10,Schleswig-Holstein State,A80+,77
2020-05-24,GM11,Brandenburg State,A35-A59,5
2020-05-24,GM11,Brandenburg State,A60-A79,56
2020-05-24,GM11,Brandenburg State,A80+,93
2020-05-24,GM12,Mecklenburg-Western Pomerania State,A35-A59,3
2020-05-24,GM12,Mecklenburg-Western Pomerania State,A60-A79,8
2020-05-24,GM12,Mecklenburg-Western Pomerania State,A80+,9
2020-05-24,GM13,Free State of Saxony,A35-A59,6
2020-05-24,GM13,Free State of Saxony,A60-A79,64
2020-05-24,GM13,Free State of Saxony,A80+,134
2020-05-24,GM14,Sachsen-Anhalt State,A35-A59,2
2020-05-24,GM14,Sachsen-Anhalt State,A60-A79,15
2020-05-24,GM14,Sachsen-Anhalt State,A80+,37
2020-05-24,GM15,Free State of Thüringia,A35-A59,6
2020-05-24,GM15,Free State of Thüringia,A60-A79,53
2020-05-24,GM15,Free State of Thüringia,A80+,93
2020-05-24,GM16,Berlin State,A35-A59,14
2020-05-24,GM16,Berlin State,A60-A79,69
2020-05-24,GM16,Berlin State,A80+,108
2020-05-25,GM,Germany,A00-A04,1
2020-05-25,GM,Germany,A15-A34,16
2020-05-25,GM,Germany,A35-A59,360
2020-05-25,GM,Germany,A60-A79,2621
2020-05-25,GM,Germany,A80+,5259
2020-05-25,GM01,Baden-Württemberg State,A15-A34,3
2020-05-25,GM01,Baden-Württemberg State,A35-A59,60
2020-05-25,GM01,Baden-Württemberg State,A60-A79,533
2020-05-25,GM01,Baden-Württemberg State,A80+,1102
2020-05-25,GM02,Free State of Bavaria,A15-A34,7
2020-05-25,GM02,Free State of Bavaria,A35-A59,81
2020-05-25,GM02,Free State of Bavaria,A60-A79,753
2020-05-25,GM02,Free State of Bavaria,A80+,1541
2020-05-25,GM03,Free Hanseatic City of Bremen,A35-A59,5
2020-05-25,GM03,Free Hanseatic City of Bremen,A60-A79,9
2020-05-25,GM03,Free Hanseatic City of Bremen,A80+,27
2020-05-25,GM04,Free Hanseatic City of Hamburg,A15-A34,1
2020-05-25,GM04,Free Hanseatic City of Hamburg,A35-A59,14
2020-05-25,GM04,Free Hanseatic City of Hamburg,A60-A79,86
2020-05-25,GM04,Free Hanseatic City of Hamburg,A80+,140
2020-05-25,GM05,Hesse State,A35-A59,24
2020-05-25,GM05,Hesse State,A60-A79,145
2020-05-25,GM05,Hesse State,A80+,291
2020-05-25,GM06,Lower Saxony State,A15-A34,2
2020-05-25,GM06,Lower Saxony State,A35-A59,21
2020-05-25,GM06,Lower Saxony State,A60-A79,184
2020-05-25,GM06,Lower Saxony State,A80+,365
2020-05-25,GM07,North Rhine-Westphalia State,A00-A04,1
2020-05-25,GM07,North Rhine-Westphalia State,A15-A34,3
2020-05-25,GM07,North Rhine-Westphalia State,A35-A59,92
2020-05-25,GM07,North Rhine-Westphalia State,A60-A79,473
2020-05-25,GM07,North Rhine-Westphalia State,A80+,996
2020-05-25,GM08,Rhineland-Palatinate State,A35-A59,9
2020-05-25,GM08,Rhineland-Palatinate State,A60-A79,73
2020-05-25,GM08,Rhineland-Palatinate State,A80+,146
2020-05-25,GM09,Saarland State,A35-A59,10
2020-05-25,GM09,Saarland State,A60-A79,48
2020-05-25,GM09,Saarland State,A80+,99
2020-05-25,GM10,Schleswig-Holstein State,A35-A59,8
2020-05-25,GM10,Schleswig-Holstein State,A60-A79,52
2020-05-25,GM10,Schleswig-Holstein State,A80+,77
2020-05-25,GM11,Brandenburg State,A35-A59,5
2020-05-25,GM11,Brandenburg State,A60-A79,56
2020-05-25,GM11,Brandenburg State,A80+,93
2020-05-25,GM12,Mecklenburg-Western Pomerania State,A35-A59,3
2020-05-25,GM12,Mecklenburg-Western Pomerania State,A60-A79,8
2020-05-25,GM12,Mecklenburg-Western Pomerania State,A80+,9
2020-05-25,GM13,Free State of Saxony,A35-A59,6
2020-05-25,GM13,Free State of Saxony,A60-A79,64
2020-05-25,GM13,Free State of Saxony,A80+,135
2020-05-25,GM14,Sachsen-Anhalt State,A35-A59,2
2020-05-25,GM14,Sachsen-Anhalt State,A60-A79,15
2020-05-25,GM14,Sachsen-Anhalt State,A80+,37
2020-05-25,GM15,Free State of Thüringia,A35-A59,6
2020-05-25,GM15,Free State of Thüringia,A60-A79,53
2020-05-25,GM15,Free State of Thüringia,A80+,93
2020-05-25,GM16,Berlin State,A35-A59,14
2020-05-25,GM16,Berlin State,A60-A79,69
2020-05-25,GM16,Berlin State,A80+,108
2020-05-26,GM,Germany,A00-A04,1
2020-05-26,GM,Germany,A15-A34,17
2020-05-26,GM,Germany,A35-A59,360
2020-05-26,GM,Germany,A60-A79,2637
2020-05-26,GM,Germany,A80+,5287
2020-05-26,GM01,Baden-Württemberg State,A15-A34,3
2020-05-26,GM01,Baden-Württemberg State,A35-A59,61
2020-05-26,GM01,Baden-Württemberg State,A60-A79,535
2020-05-26,GM01,Baden-Württemberg State,A80+,1108
2020-05-26,GM02,Free State of Bavaria,A15-A34,7
2020-05-26,GM02,Free State of Bavaria,A35-A59,80
2020-05-26,GM02,Free State of Bavaria,A60-A79,761
2020-05-26,GM02,Free State of Bavaria,A80+,1553
2020-05-26,GM03,Free Hanseatic City of Bremen,A35-A59,5
2020-05-26,GM03,Free Hanseatic City of Bremen,A60-A79,10
2020-05-26,GM03,Free Hanseatic City of Bremen,A80+,27
2020-05-26,GM04,Free Hanseatic City of Hamburg,A15-A34,1
2020-05-26,GM04,Free Hanseatic City of Hamburg,A35-A59,14
2020-05-26,GM04,Free Hanseatic City of Hamburg,A60-A79,86
2020-05-26,GM04,Free Hanseatic City of Hamburg,A80+,140
2020-05-26,GM05,Hesse State,A35-A59,24
2020-05-26,GM05,Hesse State,A60-A79,145
2020-05-26,GM05,Hesse State,A80+,293
2020-05-26,GM06,Lower Saxony State,A15-A34,3
2020-05-26,GM06,Lower Saxony State,A35-A59,21
2020-05-26,GM06,Lower Saxony State,A60-A79,184
2020-05-26,GM06,Lower Saxony State,A80+,366
2020-05-26,GM07,North Rhine-Westphalia State,A00-A04,1
2020-05-26,GM07,North Rhine-Westphalia State,A15-A34,3
2020-05-26,GM07,North Rhine-Westphalia State,A35-A59,92
2020-05-26,GM07,North Rhine-Westphalia State,A60-A79,475
2020-05-26,GM07,North Rhine-Westphalia State,A80+,1000
2020-05-26,GM08,Rhineland-Palatinate State,A35-A59,9
2020-05-26,GM08,Rhineland-Palatinate State,A60-A79,73
2020-05-26,GM08,Rhineland-Palatinate State,A80+,146
2020-05-26,GM09,Saarland State,A35-A59,10
2020-05-26,GM09,Saarland State,A60-A79,48
2020-05-26,GM09,Saarland State,A80+,100
2020-05-26,GM10,Schleswig-Holstein State,A35-A59,8
2020-05-26,GM10,Schleswig-Holstein State,A60-A79,54
2020-05-26,GM10,Schleswig-Holstein State,A80+,77
2020-05-26,GM11,Brandenburg State,A35-A59,5
2020-05-26,GM11,Brandenburg State,A60-A79,56
2020-05-26,GM11,Brandenburg State,A80+,93
2020-05-26,GM12,Mecklenburg-Western Pomerania State,A35-A59,3
2020-05-26,GM12,Mecklenburg-Western Pomerania State,A60-A79,8
2020-05-26,GM12,Mecklenburg-Western Pomerania State,A80+,9
2020-05-26,GM13,Free State of Saxony,A35-A59,6
2020-05-26,GM13,Free State of Saxony,A60-A79,65
2020-05-26,GM13,Free State of Saxony,A80+,136
2020-05-26,GM14,Sachsen-Anhalt State,A35-A59,2
2020-05-26,GM14,Sachsen-Anhalt State,A60-A79,15
2020-05-26,GM14,Sachsen-Anhalt State,A80+,37
2020-05-26,GM15,Free State of Thüringia,A35-A59,6
2020-05-26,GM15,Free State of Thüringia,A60-A79,53
2020-05-26,GM15,Free State of Thüringia,A80+,94
2020-05-26,GM16,Berlin State,A35-A59,14
2020-05-26,GM16,Berlin State,A60-A79,69
2020-05-26,GM16,Berlin State,A80+,108
2020-05-27,GM,Germany,A00-A04,1
2020-05-27,GM,Germany,A15-A34,17
2020-05-27,GM,Germany,A35-A59,363
2020-05-27,GM,Germany,A60-A79,2650
2020-05-27,GM,Germany,A80+,5318
2020-05-27,GM01,Baden-Württemberg State,A15-A34,3
2020-05-27,GM01,Baden-Württemberg State,A35-A59,62
2020-05-27,GM01,Baden-Württemberg State,A60-A79,538
2020-05-27,GM01,Baden-Württemberg State,A80+,1121
2020-05-27,GM02,Free State of Bavaria,A15-A34,7
2020-05-27,GM02,Free State of Bavaria,A35-A59,80
2020-05-27,GM02,Free State of Bavaria,A60-A79,762
2020-05-27,GM02,Free State of Bavaria,A80+,1555
2020-05-27,GM03,Free Hanseatic City of Bremen,A35-A59,5
2020-05-27,GM03,Free Hanseatic City of Bremen,A60-A79,10
2020-05-27,GM03,Free Hanseatic City of Bremen,A80+,27
2020-05-27,GM04,Free Hanseatic City of Hamburg,A15-A34,1
2020-05-27,GM04,Free Hanseatic City of Hamburg,A35-A59,14
2020-05-27,GM04,Free Hanseatic City of Hamburg,A60-A79,86
2020-05-27,GM04,Free Hanseatic City of Hamburg,A80+,141
2020-05-27,GM05,Hesse State,A35-A59,24
2020-05-27,GM05,Hesse State,A60-A79,146
2020-05-27,GM05,Hesse State,A80+,296
2020-05-27,GM06,Lower Saxony State,A15-A34,3
2020-05-27,GM06,Lower Saxony State,A35-A59,21
2020-05-27,GM06,Lower Saxony State,A60-A79,186
2020-05-27,GM06,Lower Saxony State,A80+,368
2020-05-27,GM07,North Rhine-Westphalia State,A00-A04,1
2020-05-27,GM07,North Rhine-Westphalia State,A15-A34,3
2020-05-27,GM07,North Rhine-Westphalia State,A35-A59,93
2020-05-27,GM07,North Rhine-Westphalia State,A60-A79,478
2020-05-27,GM07,North Rhine-Westphalia State,A80+,1002
2020-05-27,GM08,Rhineland-Palatinate State,A35-A59,9
2020-05-27,GM08,Rhineland-Palatinate State,A60-A79,74
2020-05-27,GM08,Rhineland-Palatinate State,A80+,146
2020-05-27,GM09,Saarland State,A35-A59,10
2020-05-27,GM09,Saarland State,A60-A79,48
2020-05-27,GM09,Saarland State,A80+,102
2020-05-27,GM10,Schleswig-Holstein State,A35-A59,9
2020-05-27,GM10,Schleswig-Holstein State,A60-A79,54
2020-05-27,GM10,Schleswig-Holstein State,A80+,77
2020-05-27,GM11,Brandenburg State,A35-A59,5
2020-05-27,GM11,Brandenburg State,A60-A79,56
2020-05-27,GM11,Brandenburg State,A80+,93
2020-05-27,GM12,Mecklenburg-Western Pomerania State,A35-A59,3
2020-05-27,GM12,Mecklenburg-Western Pomerania State,A60-A79,8
2020-05-27,GM12,Mecklenburg-Western Pomerania State,A80+,9
2020-05-27,GM13,Free State of Saxony,A35-A59,6
2020-05-27,GM13,Free State of Saxony,A60-A79,65
2020-05-27,GM13,Free State of Saxony,A80+,137
2020-05-27,GM14,Sachsen-Anhalt State,A35-A59,2
2020-05-27,GM14,Sachsen-Anhalt State,A60-A79,15
2020-05-27,GM14,Sachsen-Anhalt State,A80+,38
2020-05-27,GM15,Free State of Thüringia,A35-A59,6
2020-05-27,GM15,Free State of Thüringia,A60-A79,54
2020-05-27,GM15,Free State of Thüringia,A80+,97
2020-05-27,GM16,Berlin State,A35-A59,14
2020-05-27,GM16,Berlin State,A60-A79,70
2020-05-27,GM16,Berlin State,A80+,109
2020-05-28,GM,Germany,A00-A04,1
2020-05-28,GM,Germany,A15-A34,17
2020-05-28,GM,Germany,A35-A59,369
2020-05-28,GM,Germany,A60-A79,2671
2020-05-28,GM,Germany,A80+,5353
2020-05-28,GM01,Baden-Württemberg State,A15-A34,3
2020-05-28,GM01,Baden-Württemberg State,A35-A59,64
2020-05-28,GM01,Baden-Württemberg State,A60-A79,537
2020-05-28,GM01,Baden-Württemberg State,A80+,1120
2020-05-28,GM02,Free State of Bavaria,A15-A34,7
2020-05-28,GM02,Free State of Bavaria,A35-A59,81
2020-05-28,GM02,Free State of Bavaria,A60-A79,772
2020-05-28,GM02,Free State of Bavaria,A80+,1578
2020-05-28,GM03,Free Hanseatic City of Bremen,A35-A59,5
2020-05-28,GM03,Free Hanseatic City of Bremen,A60-A79,10
2020-05-28,GM03,Free Hanseatic City of Bremen,A80+,26
2020-05-28,GM04,Free Hanseatic City of Hamburg,A15-A34,1
2020-05-28,GM04,Free Hanseatic City of Hamburg,A35-A59,14
2020-05-28,GM04,Free Hanseatic City of Hamburg,A60-A79,86
2020-05-28,GM04,Free Hanseatic City of Hamburg,A80+,144
2020-05-28,GM05,Hesse State,A35-A59,24
2020-05-28,GM05,Hesse State,A60-A79,149
2020-05-28,GM05,Hesse State,A80+,298
2020-05-28,GM06,Lower Saxony State,A15-A34,3
2020-05-28,GM06,Lower Saxony State,A35-A59,21
2020-05-28,GM06,Lower Saxony State,A60-A79,189
2020-05-28,GM06,Lower Saxony State,A80+,370
2020-05-28,GM07,North Rhine-Westphalia State,A00-A04,1
2020-05-28,GM07,North Rhine-Westphalia State,A15-A34,3
2020-05-28,GM07,North Rhine-Westphalia State,A35-A59,94
2020-05-28,GM07,North Rhine-Westphalia State,A60-A79,482
2020-05-28,GM07,North Rhine-Westphalia State,A80+,1002
2020-05-28,GM08,Rhineland-Palatinate State,A35-A59,10
2020-05-28,GM08,Rhineland-Palatinate State,A60-A79,74
2020-05-28,GM08,Rhineland-Palatinate State,A80+,146
2020-05-28,GM09,Saarland State,A35-A59,11
2020-05-28,GM09,Saarland State,A60-A79,48
2020-05-28,GM09,Saarland State,A80+,102
2020-05-28,GM10,Schleswig-Holstein State,A35-A59,9
2020-05-28,GM10,Schleswig-Holstein State,A60-A79,54
2020-05-28,GM10,Schleswig-Holstein State,A80+,80
2020-05-28,GM11,Brandenburg State,A35-A59,5
2020-05-28,GM11,Brandenburg State,A60-A79,57
2020-05-28,GM11,Brandenburg State,A80+,93
2020-05-28,GM12,Mecklenburg-Western Pomerania State,A35-A59,3
2020-05-28,GM12,Mecklenburg-Western Pomerania State,A60-A79,8
2020-05-28,GM12,Mecklenburg-Western Pomerania State,A80+,9
2020-05-28,GM13,Free State of Saxony,A35-A59,6
2020-05-28,GM13,Free State of Saxony,A60-A79,65
2020-05-28,GM13,Free State of Saxony,A80+,139
2020-05-28,GM14,Sachsen-Anhalt State,A35-A59,2
2020-05-28,GM14,Sachsen-Anhalt State,A60-A79,15
2020-05-28,GM14,Sachsen-Anhalt State,A80+,38
2020-05-28,GM15,Free State of Thüringia,A35-A59,6
2020-05-28,GM15,Free State of Thüringia,A60-A79,54
2020-05-28,GM15,Free State of Thüringia,A80+,98
2020-05-28,GM16,Berlin State,A35-A59,14
2020-05-28,GM16,Berlin State,A60-A79,71
2020-05-28,GM16,Berlin State,A80+,110
2020-05-29,GM,Germany,A00-A04,1
2020-05-29,GM,Germany,A15-A34,17
2020-05-29,GM,Germany,A35-A59,370
2020-05-29,GM,Germany,A60-A79,2688
2020-05-29,GM,Germany,A80+,5374
2020-05-29,GM01,Baden-Württemberg State,A15-A34,3
2020-05-29,GM01,Baden-Württemberg State,A35-A59,64
2020-05-29,GM01,Baden-Württemberg State,A60-A79,547
2020-05-29,GM01,Baden-Württemberg State,A80+,1129
2020-05-29,GM02,Free State of Bavaria,A15-A34,7
2020-05-29,GM02,Free State of Bavaria,A35-A59,81
2020-05-29,GM02,Free State of Bavaria,A60-A79,773
2020-05-29,GM02,Free State of Bavaria,A80+,1580
2020-05-29,GM03,Free Hanseatic City of Bremen,A35-A59,5
2020-05-29,GM03,Free Hanseatic City of Bremen,A60-A79,10
2020-05-29,GM03,Free Hanseatic City of Bremen,A80+,26
2020-05-29,GM04,Free Hanseatic City of Hamburg,A15-A34,1
2020-05-29,GM04,Free Hanseatic City of Hamburg,A35-A59,14
2020-05-29,GM04,Free Hanseatic City of Hamburg,A60-A79,86
2020-05-29,GM04,Free Hanseatic City of Hamburg,A80+,145
2020-05-29,GM05,Hesse State,A35-A59,24
2020-05-29,GM05,Hesse State,A60-A79,152
2020-05-29,GM05,Hesse State,A80+,300
2020-05-29,GM06,Lower Saxony State,A15-A34,3
2020-05-29,GM06,Lower Saxony State,A35-A59,22
2020-05-29,GM06,Lower Saxony State,A60-A79,189
2020-05-29,GM06,Lower Saxony State,A80+,371
2020-05-29,GM07,North Rhine-Westphalia State,A00-A04,1
2020-05-29,GM07,North Rhine-Westphalia State,A15-A34,3
2020-05-29,GM07,North Rhine-Westphalia State,A35-A59,94
2020-05-29,GM07,North Rhine-Westphalia State,A60-A79,483
2020-05-29,GM07,North Rhine-Westphalia State,A80+,1007
2020-05-29,GM08,Rhineland-Palatinate State,A35-A59,10
2020-05-29,GM08,Rhineland-Palatinate State,A60-A79,74
2020-05-29,GM08,Rhineland-Palatinate State,A80+,146
2020-05-29,GM09,Saarland State,A35-A59,11
2020-05-29,GM09,Saarland State,A60-A79,49
2020-05-29,GM09,Saarland State,A80+,102
2020-05-29,GM10,Schleswig-Holstein State,A35-A59,9
2020-05-29,GM10,Schleswig-Holstein State,A60-A79,54
2020-05-29,GM10,Schleswig-Holstein State,A80+,81
2020-05-29,GM11,Brandenburg State,A35-A59,5
2020-05-29,GM11,Brandenburg State,A60-A79,57
2020-05-29,GM11,Brandenburg State,A80+,93
2020-05-29,GM12,Mecklenburg-Western Pomerania State,A35-A59,3
2020-05-29,GM12,Mecklenburg-Western Pomerania State,A60-A79,8
2020-05-29,GM12,Mecklenburg-Western Pomerania State,A80+,9
2020-05-29,GM13,Free State of Saxony,A35-A59,6
2020-05-29,GM13,Free State of Saxony,A60-A79,65
2020-05-29,GM13,Free State of Saxony,A80+,138
2020-05-29,GM14,Sachsen-Anhalt State,A35-A59,2
2020-05-29,GM14,Sachsen-Anhalt State,A60-A79,15
2020-05-29,GM14,Sachsen-Anhalt State,A80+,38
2020-05-29,GM15,Free State of Thüringia,A35-A59,6
2020-05-29,GM15,Free State of Thüringia,A60-A79,55
2020-05-29,GM15,Free State of Thüringia,A80+,98
2020-05-29,GM16,Berlin State,A35-A59,14
2020-05-29,GM16,Berlin State,A60-A79,71
2020-05-29,GM16,Berlin State,A80+,111
2020-05-30,GM,Germany,A00-A04,1
2020-05-30,GM,Germany,A15-A34,17
2020-05-30,GM,Germany,A35-A59,371
2020-05-30,GM,Germany,A60-A79,2703
2020-05-30,GM,Germany,A80+,5397
2020-05-30,GM01,Baden-Württemberg State,A15-A34,3
2020-05-30,GM01,Baden-Württemberg State,A35-A59,64
2020-05-30,GM01,Baden-Württemberg State,A60-A79,548
2020-05-30,GM01,Baden-Württemberg State,A80+,1133
2020-05-30,GM02,Free State of Bavaria,A15-A34,7
2020-05-30,GM02,Free State of Bavaria,A35-A59,81
2020-05-30,GM02,Free State of Bavaria,A60-A79,780
2020-05-30,GM02,Free State of Bavaria,A80+,1582
2020-05-30,GM03,Free Hanseatic City of Bremen,A35-A59,5
2020-05-30,GM03,Free Hanseatic City of Bremen,A60-A79,10
2020-05-30,GM03,Free Hanseatic City of Bremen,A80+,27
2020-05-30,GM04,Free Hanseatic City of Hamburg,A15-A34,1
2020-05-30,GM04,Free Hanseatic City of Hamburg,A35-A59,14
2020-05-30,GM04,Free Hanseatic City of Hamburg,A60-A79,86
2020-05-30,GM04,Free Hanseatic City of Hamburg,A80+,145
2020-05-30,GM05,Hesse State,A35-A59,24
2020-05-30,GM05,Hesse State,A60-A79,152
2020-05-30,GM05,Hesse State,A80+,300
2020-05-30,GM06,Lower Saxony State,A15-A34,3
2020-05-30,GM06,Lower Saxony State,A35-A59,22
2020-05-30,GM06,Lower Saxony State,A60-A79,190
2020-05-30,GM06,Lower Saxony State,A80+,378
2020-05-30,GM07,North Rhine-Westphalia State,A00-A04,1
2020-05-30,GM07,North Rhine-Westphalia State,A15-A34,3
2020-05-30,GM07,North Rhine-Westphalia State,A35-A59,95
2020-05-30,GM07,North Rhine-Westphalia State,A60-A79,485
2020-05-30,GM07,North Rhine-Westphalia State,A80+,1011
2020-05-30,GM08,Rhineland-Palatinate State,A35-A59,10
2020-05-30,GM08,Rhineland-Palatinate State,A60-A79,74
2020-05-30,GM08,Rhineland-Palatinate State,A80+,146
2020-05-30,GM09,Saarland State,A35-A59,11
2020-05-30,GM09,Saarland State,A60-A79,50
2020-05-30,GM09,Saarland State,A80+,102
2020-05-30,GM10,Schleswig-Holstein State,A35-A59,9
2020-05-30,GM10,Schleswig-Holstein State,A60-A79,54
2020-05-30,GM10,Schleswig-Holstein State,A80+,82
2020-05-30,GM11,Brandenburg State,A35-A59,5
2020-05-30,GM11,Brandenburg State,A60-A79,57
2020-05-30,GM11,Brandenburg State,A80+,93
2020-05-30,GM12,Mecklenburg-Western Pomerania State,A35-A59,3
2020-05-30,GM12,Mecklenburg-Western Pomerania State,A60-A79,8
2020-05-30,GM12,Mecklenburg-Western Pomerania State,A80+,9
2020-05-30,GM13,Free State of Saxony,A35-A59,6
2020-05-30,GM13,Free State of Saxony,A60-A79,67
2020-05-30,GM13,Free State of Saxony,A80+,140
2020-05-30,GM14,Sachsen-Anhalt State,A35-A59,2
2020-05-30,GM14,Sachsen-Anhalt State,A60-A79,15
2020-05-30,GM14,Sachsen-Anhalt State,A80+,38
2020-05-30,GM15,Free State of Thüringia,A35-A59,6
2020-05-30,GM15,Free State of Thüringia,A60-A79,55
2020-05-30,GM15,Free State of Thüringia,A80+,100
2020-05-30,GM16,Berlin State,A35-A59,14
2020-05-30,GM16,Berlin State,A60-A79,72
2020-05-30,GM16,Berlin State,A80+,111
2020-05-31,GM,Germany,A00-A04,1
2020-05-31,GM,Germany,A15-A34,17
2020-05-31,GM,Germany,A35-A59,372
2020-05-31,GM,Germany,A60-A79,2706
2020-05-31,GM,Germany,A80+,5404
2020-05-31,GM01,Baden-Württemberg State,A15-A34,3
2020-05-31,GM01,Baden-Württemberg State,A35-A59,64
2020-05-31,GM01,Baden-Württemberg State,A60-A79,548
2020-05-31,GM01,Baden-Württemberg State,A80+,1133
2020-05-31,GM02,Free State of Bavaria,A15-A34,7
2020-05-31,GM02,Free State of Bavaria,A35-A59,81
2020-05-31,GM02,Free State of Bavaria,A60-A79,780
2020-05-31,GM02,Free State of Bavaria,A80+,1582
2020-05-31,GM03,Free Hanseatic City of Bremen,A35-A59,5
2020-05-31,GM03,Free Hanseatic City of Bremen,A60-A79,10
2020-05-31,GM03,Free Hanseatic City of Bremen,A80+,27
2020-05-31,GM04,Free Hanseatic City of Hamburg,A15-A34,1
2020-05-31,GM04,Free Hanseatic City of Hamburg,A35-A59,15
2020-05-31,GM04,Free Hanseatic City of Hamburg,A60-A79,88
2020-05-31,GM04,Free Hanseatic City of Hamburg,A80+,148
2020-05-31,GM05,Hesse State,A35-A59,24
2020-05-31,GM05,Hesse State,A60-A79,153
2020-05-31,GM05,Hesse State,A80+,300
2020-05-31,GM06,Lower Saxony State,A15-A34,3
2020-05-31,GM06,Lower Saxony State,A35-A59,22
2020-05-31,GM06,Lower Saxony State,A60-A79,190
2020-05-31,GM06,Lower Saxony State,A80+,378
2020-05-31,GM07,North Rhine-Westphalia State,A00-A04,1
2020-05-31,GM07,North Rhine-Westphalia State,A15-A34,3
2020-05-31,GM07,North Rhine-Westphalia State,A35-A59,95
2020-05-31,GM07,North Rhine-Westphalia State,A60-A79,485
2020-05-31,GM07,North Rhine-Westphalia State,A80+,1013
2020-05-31,GM08,Rhineland-Palatinate State,A35-A59,10
2020-05-31,GM08,Rhineland-Palatinate State,A60-A79,74
2020-05-31,GM08,Rhineland-Palatinate State,A80+,146
2020-05-31,GM09,Saarland State,A35-A59,11
2020-05-31,GM09,Saarland State,A60-A79,50
2020-05-31,GM09,Saarland State,A80+,102
2020-05-31,GM10,Schleswig-Holstein State,A35-A59,9
2020-05-31,GM10,Schleswig-Holstein State,A60-A79,54
2020-05-31,GM10,Schleswig-Holstein State,A80+,82
2020-05-31,GM11,Brandenburg State,A35-A59,5
2020-05-31,GM11,Brandenburg State,A60-A79,57
2020-05-31,GM11,Brandenburg State,A80+,93
2020-05-31,GM12,Mecklenburg-Western Pomerania State,A35-A59,3
2020-05-31,GM12,Mecklenburg-Western Pomerania State,A60-A79,8
2020-05-31,GM12,Mecklenburg-Western Pomerania State,A80+,9
2020-05-31,GM13,Free State of Saxony,A35-A59,6
2020-05-31,GM13,Free State of Saxony,A60-A79,67
2020-05-31,GM13,Free State of Saxony,A80+,140
2020-05-31,GM14,Sachsen-Anhalt State,A35-A59,2
2020-05-31,GM14,Sachsen-Anhalt State,A60-A79,15
2020-05-31,GM14,Sachsen-Anhalt State,A80+,38
2020-05-31,GM15,Free State of Thüringia,A35-A59,6
2020-05-31,GM15,Free State of Thüringia,A60-A79,55
2020-05-31,GM15,Free State of Thüringia,A80+,101
2020-05-31,GM16,Berlin State,A35-A59,14
2020-05-31,GM16,Berlin State,A60-A79,72
2020-05-31,GM16,Berlin State,A80+,112
2020-06-01,GM,Germany,A00-A04,1
2020-06-01,GM,Germany,A15-A34,17
2020-06-01,GM,Germany,A35-A59,372
2020-06-01,GM,Germany,A60-A79,2710
2020-06-01,GM,Germany,A80+,5411
2020-06-01,GM01,Baden-Württemberg State,A15-A34,3
2020-06-01,GM01,Baden-Württemberg State,A35-A59,64
2020-06-01,GM01,Baden-Württemberg State,A60-A79,549
2020-06-01,GM01,Baden-Württemberg State,A80+,1136
2020-06-01,GM02,Free State of Bavaria,A15-A34,7
2020-06-01,GM02,Free State of Bavaria,A35-A59,81
2020-06-01,GM02,Free State of Bavaria,A60-A79,780
2020-06-01,GM02,Free State of Bavaria,A80+,1583
2020-06-01,GM03,Free Hanseatic City of Bremen,A35-A59,5
2020-06-01,GM03,Free Hanseatic City of Bremen,A60-A79,10
2020-06-01,GM03,Free Hanseatic City of Bremen,A80+,27
