"forecast_date","target","target_end_date","location","type","quantile","value"
2020-11-23,"1 wk ahead cum death",2020-11-28,"PL","point",NA,17061
2020-11-23,"1 wk ahead inc death",2020-11-28,"PL","point",NA,3772
2020-11-23,"1 wk ahead cum death",2020-11-28,"PL","quantile",0.01,15987
2020-11-23,"1 wk ahead cum death",2020-11-28,"PL","quantile",0.025,16166
2020-11-23,"1 wk ahead cum death",2020-11-28,"PL","quantile",0.05,16310
2020-11-23,"1 wk ahead cum death",2020-11-28,"PL","quantile",0.1,16432
2020-11-23,"1 wk ahead cum death",2020-11-28,"PL","quantile",0.15,16539
2020-11-23,"1 wk ahead cum death",2020-11-28,"PL","quantile",0.2,16647
2020-11-23,"1 wk ahead cum death",2020-11-28,"PL","quantile",0.25,16763
2020-11-23,"1 wk ahead cum death",2020-11-28,"PL","quantile",0.3,16834
2020-11-23,"1 wk ahead cum death",2020-11-28,"PL","quantile",0.35,16895
2020-11-23,"1 wk ahead cum death",2020-11-28,"PL","quantile",0.4,16954
2020-11-23,"1 wk ahead cum death",2020-11-28,"PL","quantile",0.45,17012
2020-11-23,"1 wk ahead cum death",2020-11-28,"PL","quantile",0.5,17061
2020-11-23,"1 wk ahead cum death",2020-11-28,"PL","quantile",0.55,17115
2020-11-23,"1 wk ahead cum death",2020-11-28,"PL","quantile",0.6,17179
2020-11-23,"1 wk ahead cum death",2020-11-28,"PL","quantile",0.65,17257
2020-11-23,"1 wk ahead cum death",2020-11-28,"PL","quantile",0.7,17340
2020-11-23,"1 wk ahead cum death",2020-11-28,"PL","quantile",0.75,17417
2020-11-23,"1 wk ahead cum death",2020-11-28,"PL","quantile",0.8,17530
2020-11-23,"1 wk ahead cum death",2020-11-28,"PL","quantile",0.85,17662
2020-11-23,"1 wk ahead cum death",2020-11-28,"PL","quantile",0.9,17839
2020-11-23,"1 wk ahead cum death",2020-11-28,"PL","quantile",0.95,18021
2020-11-23,"1 wk ahead cum death",2020-11-28,"PL","quantile",0.975,18302
2020-11-23,"1 wk ahead cum death",2020-11-28,"PL","quantile",0.99,18535
2020-11-23,"1 wk ahead inc death",2020-11-28,"PL","quantile",0.01,2698
2020-11-23,"1 wk ahead inc death",2020-11-28,"PL","quantile",0.025,2877
2020-11-23,"1 wk ahead inc death",2020-11-28,"PL","quantile",0.05,3021
2020-11-23,"1 wk ahead inc death",2020-11-28,"PL","quantile",0.1,3143
2020-11-23,"1 wk ahead inc death",2020-11-28,"PL","quantile",0.15,3250
2020-11-23,"1 wk ahead inc death",2020-11-28,"PL","quantile",0.2,3358
2020-11-23,"1 wk ahead inc death",2020-11-28,"PL","quantile",0.25,3474
2020-11-23,"1 wk ahead inc death",2020-11-28,"PL","quantile",0.3,3545
2020-11-23,"1 wk ahead inc death",2020-11-28,"PL","quantile",0.35,3606
2020-11-23,"1 wk ahead inc death",2020-11-28,"PL","quantile",0.4,3665
2020-11-23,"1 wk ahead inc death",2020-11-28,"PL","quantile",0.45,3723
2020-11-23,"1 wk ahead inc death",2020-11-28,"PL","quantile",0.5,3772
2020-11-23,"1 wk ahead inc death",2020-11-28,"PL","quantile",0.55,3826
2020-11-23,"1 wk ahead inc death",2020-11-28,"PL","quantile",0.6,3890
2020-11-23,"1 wk ahead inc death",2020-11-28,"PL","quantile",0.65,3968
2020-11-23,"1 wk ahead inc death",2020-11-28,"PL","quantile",0.7,4051
2020-11-23,"1 wk ahead inc death",2020-11-28,"PL","quantile",0.75,4128
2020-11-23,"1 wk ahead inc death",2020-11-28,"PL","quantile",0.8,4241
2020-11-23,"1 wk ahead inc death",2020-11-28,"PL","quantile",0.85,4373
2020-11-23,"1 wk ahead inc death",2020-11-28,"PL","quantile",0.9,4550
2020-11-23,"1 wk ahead inc death",2020-11-28,"PL","quantile",0.95,4732
2020-11-23,"1 wk ahead inc death",2020-11-28,"PL","quantile",0.975,5013
2020-11-23,"1 wk ahead inc death",2020-11-28,"PL","quantile",0.99,5246
2020-11-23,"2 wk ahead cum death",2020-12-05,"PL","point",NA,22854
2020-11-23,"2 wk ahead inc death",2020-12-05,"PL","point",NA,5790
