date,location,location_name,value
2020-04-26,GM,Germany,1245
2020-04-26,GM01,Baden-Wuerttemberg State,120
2020-04-26,GM02,Free State of Bavaria,184
2020-04-26,GM03,Free Hanseatic City of Bremen,10
2020-04-26,GM04,Free Hanseatic City of Hamburg,24
2020-04-26,GM05,Hesse State,96
2020-04-26,GM06,Lower Saxony State,119
2020-04-26,GM07,North Rhine-Westphalia State,304
2020-04-26,GM08,Rhineland-Palatinate State,76
2020-04-26,GM09,Saarland State,18
2020-04-26,GM10,Schleswig-Holstein State,30
2020-04-26,GM11,Brandenburg State,52
2020-04-26,GM12,Mecklenburg-Western Pomerania State,28
2020-04-26,GM13,Free State of Saxony,65
2020-04-26,GM14,Sachsen-Anhalt State,40
2020-04-26,GM15,Free State of Thueringia,37
2020-04-26,GM16,Berlin State,42
2020-04-27,GM,Germany,1236
2020-04-27,GM01,Baden-Wuerttemberg State,119
2020-04-27,GM02,Free State of Bavaria,181
2020-04-27,GM03,Free Hanseatic City of Bremen,10
2020-04-27,GM04,Free Hanseatic City of Hamburg,24
2020-04-27,GM05,Hesse State,95
2020-04-27,GM06,Lower Saxony State,118
2020-04-27,GM07,North Rhine-Westphalia State,300
2020-04-27,GM08,Rhineland-Palatinate State,77
2020-04-27,GM09,Saarland State,18
2020-04-27,GM10,Schleswig-Holstein State,30
2020-04-27,GM11,Brandenburg State,52
2020-04-27,GM12,Mecklenburg-Western Pomerania State,30
2020-04-27,GM13,Free State of Saxony,64
2020-04-27,GM14,Sachsen-Anhalt State,39
2020-04-27,GM15,Free State of Thueringia,37
2020-04-27,GM16,Berlin State,42
2020-04-28,GM,Germany,1251
2020-04-28,GM01,Baden-Wuerttemberg State,120
2020-04-28,GM02,Free State of Bavaria,189
2020-04-28,GM03,Free Hanseatic City of Bremen,10
2020-04-28,GM04,Free Hanseatic City of Hamburg,24
2020-04-28,GM05,Hesse State,95
2020-04-28,GM06,Lower Saxony State,119
2020-04-28,GM07,North Rhine-Westphalia State,302
2020-04-28,GM08,Rhineland-Palatinate State,77
2020-04-28,GM09,Saarland State,18
2020-04-28,GM10,Schleswig-Holstein State,31
2020-04-28,GM11,Brandenburg State,52
2020-04-28,GM12,Mecklenburg-Western Pomerania State,30
2020-04-28,GM13,Free State of Saxony,65
2020-04-28,GM14,Sachsen-Anhalt State,40
2020-04-28,GM15,Free State of Thueringia,37
2020-04-28,GM16,Berlin State,42
2020-04-29,GM,Germany,1262
2020-04-29,GM01,Baden-Wuerttemberg State,119
2020-04-29,GM02,Free State of Bavaria,193
2020-04-29,GM03,Free Hanseatic City of Bremen,10
2020-04-29,GM04,Free Hanseatic City of Hamburg,24
2020-04-29,GM05,Hesse State,95
2020-04-29,GM06,Lower Saxony State,120
2020-04-29,GM07,North Rhine-Westphalia State,306
2020-04-29,GM08,Rhineland-Palatinate State,77
2020-04-29,GM09,Saarland State,18
2020-04-29,GM10,Schleswig-Holstein State,31
2020-04-29,GM11,Brandenburg State,52
2020-04-29,GM12,Mecklenburg-Western Pomerania State,31
2020-04-29,GM13,Free State of Saxony,66
2020-04-29,GM14,Sachsen-Anhalt State,41
2020-04-29,GM15,Free State of Thueringia,37
2020-04-29,GM16,Berlin State,42
2020-04-30,GM,Germany,1256
2020-04-30,GM01,Baden-Wuerttemberg State,117
2020-04-30,GM02,Free State of Bavaria,191
2020-04-30,GM03,Free Hanseatic City of Bremen,10
2020-04-30,GM04,Free Hanseatic City of Hamburg,24
2020-04-30,GM05,Hesse State,94
2020-04-30,GM06,Lower Saxony State,120
2020-04-30,GM07,North Rhine-Westphalia State,306
2020-04-30,GM08,Rhineland-Palatinate State,76
2020-04-30,GM09,Saarland State,18
2020-04-30,GM10,Schleswig-Holstein State,30
2020-04-30,GM11,Brandenburg State,52
2020-04-30,GM12,Mecklenburg-Western Pomerania State,31
2020-04-30,GM13,Free State of Saxony,67
2020-04-30,GM14,Sachsen-Anhalt State,41
2020-04-30,GM15,Free State of Thueringia,37
2020-04-30,GM16,Berlin State,42
2020-05-01,GM,Germany,1218
2020-05-01,GM01,Baden-Wuerttemberg State,113
2020-05-01,GM02,Free State of Bavaria,191
2020-05-01,GM03,Free Hanseatic City of Bremen,11
2020-05-01,GM04,Free Hanseatic City of Hamburg,22
2020-05-01,GM05,Hesse State,91
2020-05-01,GM06,Lower Saxony State,111
2020-05-01,GM07,North Rhine-Westphalia State,298
2020-05-01,GM08,Rhineland-Palatinate State,72
2020-05-01,GM09,Saarland State,18
2020-05-01,GM10,Schleswig-Holstein State,27
2020-05-01,GM11,Brandenburg State,51
2020-05-01,GM12,Mecklenburg-Western Pomerania State,30
2020-05-01,GM13,Free State of Saxony,65
2020-05-01,GM14,Sachsen-Anhalt State,41
2020-05-01,GM15,Free State of Thueringia,35
2020-05-01,GM16,Berlin State,42
2020-05-02,GM,Germany,1219
2020-05-02,GM01,Baden-Wuerttemberg State,114
2020-05-02,GM02,Free State of Bavaria,187
2020-05-02,GM03,Free Hanseatic City of Bremen,12
2020-05-02,GM04,Free Hanseatic City of Hamburg,22
2020-05-02,GM05,Hesse State,92
2020-05-02,GM06,Lower Saxony State,112
2020-05-02,GM07,North Rhine-Westphalia State,299
2020-05-02,GM08,Rhineland-Palatinate State,72
2020-05-02,GM09,Saarland State,18
2020-05-02,GM10,Schleswig-Holstein State,29
2020-05-02,GM11,Brandenburg State,51
2020-05-02,GM12,Mecklenburg-Western Pomerania State,30
2020-05-02,GM13,Free State of Saxony,64
2020-05-02,GM14,Sachsen-Anhalt State,40
2020-05-02,GM15,Free State of Thueringia,35
2020-05-02,GM16,Berlin State,42
2020-05-03,GM,Germany,1186
2020-05-03,GM01,Baden-Wuerttemberg State,113
2020-05-03,GM02,Free State of Bavaria,177
2020-05-03,GM03,Free Hanseatic City of Bremen,11
2020-05-03,GM04,Free Hanseatic City of Hamburg,22
2020-05-03,GM05,Hesse State,91
2020-05-03,GM06,Lower Saxony State,110
2020-05-03,GM07,North Rhine-Westphalia State,294
2020-05-03,GM08,Rhineland-Palatinate State,73
2020-05-03,GM09,Saarland State,17
2020-05-03,GM10,Schleswig-Holstein State,28
2020-05-03,GM11,Brandenburg State,51
2020-05-03,GM12,Mecklenburg-Western Pomerania State,30
2020-05-03,GM13,Free State of Saxony,58
2020-05-03,GM14,Sachsen-Anhalt State,36
